# Using S/N > 6 for detection threshold on zuul
# Using beams within 0.5 deg of pulsars from tmp
# Flux adjusted for offset from beam center
# Expected S/N estimated from published flux values
# Flux estimated from measured S/N, uncertainty estimated from dependencies
# File generated 2018-07-25 11:29:59 (ET)
#   PSRJ  	   RA 		     Dec 	 P0 			P1 	      DM 	 Distance  	  MJD   	 S/N exp. 	  S/N meas. 	     Est. Flux	   Flux Error	Status 
#		   (deg)   	    (deg) 	 (s) 			(s/s) 	      (p/cc) 	 (deg)		  (day)					             (mJy)  	   (mJy)  
 J1712-391	 258.14583 	 -39.71667 	 0.7781 	        * 	      525 	 0.4212384 	  57447  	       *	   0.000	     0.000    	   0.000    	Not Detected in #124477
 J1712-391	 258.14583 	 -39.71667 	 0.7781 	        * 	      525 	 0.4508984 	  57447  	       *	   0.000	     0.000    	   0.000    	Not Detected in #124621
 J1712-392	 258.14583 	 -39.71667 	 0.0925 	        * 	      713 	 0.3335307 	  57451  	       *	   0.000	     0.000    	   0.000    	Not Detected in #124244
 J1712-392	 258.14583 	 -39.71667 	 0.0925 	        * 	      713 	 0.4212384 	  57447  	       *	   0.000	     0.000    	   0.000    	Not Detected in #124477
 J1712-392	 258.14583 	 -39.71667 	 0.0925 	        * 	      713 	 0.4508984 	  57447  	       *	   0.000	     0.000    	   0.000    	Not Detected in #124621
J1713+0747	 258.45639 	  7.79375 	 0.0046 	 8.52961E-21 	  15.9700 	  0.1486490  	    *                *               *                 *             *        Beam # 65566 Not Found
J1713+0747	 258.45639 	  7.79375 	 0.0046 	 8.52961E-21 	  15.9700 	  0.3639419  	    *                *               *                 *             *        Beam # 65943 Not Found
J1713-3844	 258.25958 	 -38.74139 	 1.6001 	 1.7741E-13 	      544 	 0.3040570 	  57155  	  3.4060	   3.671	     2.958    	   0.678    	Not Detected in #123257
J1713-3844	 258.25958 	 -38.74139 	 1.6001 	 1.7741E-13 	      544 	 0.4621083 	  57213  	  0.4538	  16.853	   101.923    	   5.721    	Detected in Beam #123490
J1713-3844	 258.25958 	 -38.74139 	 1.6001 	 1.7741E-13 	      544 	 0.4210258 	  57384  	  0.5147	  26.410	   140.827    	  10.273    	Detected in Beam #123634
J1713-3844	 258.25958 	 -38.74139 	 1.6001 	 1.7741E-13 	      544 	 0.3215681 	  57384  	  0.8922	  27.778	    85.446    	  10.766    	Detected in Beam #123867
J1713-3949	 258.36667 	 -39.81667 	 0.3925 	        * 	      342 	 0.3044129 	  57447  	  9.5744	   0.000	     0.000    	   0.000    	Not Detected in #124477
J1714-1054	 258.66717 	 -10.90303 	 0.6963 	 0.0588E-15 	       51 	  0.2853827  	    *                *               *                 *             *        Beam # 90042 Not Found
J1714-1054	 258.66717 	 -10.90303 	 0.6963 	 0.0588E-15 	       51 	  0.2503834  	    *                *               *                 *             *        Beam # 90652 Not Found
J1714-3810	 258.52392 	 -38.17525 	 3.8249 	 5.88E-11 	        * 	 0.0994438 	  57155  	       *	   0.000	     0.000    	   0.000    	Not Detected in #122880
J1714-3810	 258.52392 	 -38.17525 	 3.8249 	 5.88E-11 	        * 	 0.3985731 	  57155  	       *	   2.387	     2.235    	   0.545    	Not Detected in #123257
J1715-3247	 258.84775 	 -32.79167 	 1.2602 	 0.092E-15 	      164 	 0.3894676 	  56962  	  1.6469	   0.000	     0.000    	   0.000    	Not Detected in #116725
J1715-3247	 258.84775 	 -32.79167 	 1.2602 	 0.092E-15 	      164 	 0.3450549 	  56966  	  2.1023	   0.000	     0.000    	   0.000    	Not Detected in #117102
J1715-3247	 258.84775 	 -32.79167 	 1.2602 	 0.092E-15 	      164 	 0.2866208 	  56989  	  2.7507	   0.000	     0.000    	   0.000    	Not Detected in #117335
J1715-3700	 258.79021 	 -37.00111 	 0.7796 	  1.5E-16 	      449 	 0.4951837 	  57155  	  2.3462	   0.000	     0.000    	   0.000    	Not Detected in #121283
J1715-3700	 258.79021 	 -37.00111 	 0.7796 	  1.5E-16 	      449 	 0.3700268 	  57155  	  5.2169	   0.000	     0.000    	   0.000    	Not Detected in #121516
J1715-3700	 258.79021 	 -37.00111 	 0.7796 	  1.5E-16 	      449 	 0.1506444 	  57155  	  8.5281	   3.563	     1.632    	   0.625    	Not Detected in #121893
J1715-3859	 258.90787 	 -38.99031 	 0.9281 	 4.397E-15 	      817 	 0.3207202 	  57213  	  9.3405	   3.891	     2.375    	   0.854    	Not Detected in #123490
J1715-3859	 258.90787 	 -38.99031 	 0.9281 	 4.397E-15 	      817 	 0.4972645 	  57384  	  3.2060	   0.000	     0.000    	   0.000    	Not Detected in #123723
J1715-3859	 258.90787 	 -38.99031 	 0.9281 	 4.397E-15 	      817 	 0.3834393 	  57384  	  6.7396	   0.000	     0.000    	   0.000    	Not Detected in #123867
J1715-3859	 258.90787 	 -38.99031 	 0.9281 	 4.397E-15 	      817 	 0.3158321 	  57451  	  9.5872	   0.000	     0.000    	   0.000    	Not Detected in #124100
J1715-3903	 258.80958 	 -39.05056 	 0.2785 	 3.7688E-14 	    314.0 	 0.3782690 	  57213  	  5.0359	   0.000	     0.000    	   0.000    	Not Detected in #123490
J1715-3903	 258.80958 	 -39.05056 	 0.2785 	 3.7688E-14 	    314.0 	 0.3041727 	  57384  	  7.3298	   0.000	     0.000    	   0.000    	Not Detected in #123867
J1715-3903	 258.80958 	 -39.05056 	 0.2785 	 3.7688E-14 	    314.0 	 0.3160547 	  57451  	  6.9559	   3.078	     2.149    	   0.790    	Not Detected in #124100
J1716-3720	 259.04733 	 -37.34556 	 0.6303 	 1.7970E-14 	    682.7 	 0.3121454 	  57155  	  133.11	   0.000	     0.000    	   0.000    	Not Detected in #121893
J1716-3720	 259.04733 	 -37.34556 	 0.6303 	 1.7970E-14 	    682.7 	 0.3093313 	  57170  	  135.12	   0.000	     0.000    	   0.000    	Not Detected in #122126
J1716-3720	 259.04733 	 -37.34556 	 0.6303 	 1.7970E-14 	    682.7 	 0.3821337 	  57170  	  93.044	   3.700	     2.951    	   0.777    	Not Detected in #122503
  J1717+03	 259.48333 	  3.18333 	 3.9010 	        * 	     25.6 	  0.1736558  	    *                *               *                 *             *        Beam # 71577 Not Found
  J1717+03	 259.48333 	  3.18333 	 3.9010 	        * 	     25.6 	 0.3570397 	  57854  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 72187
J1717-3425	 259.33435 	 -34.41655 	 0.6563 	 9.8036E-15 	    587.7 	 0.4536595 	  57127  	  139.75	   2.529	     2.196    	   0.422    	Not Detected in #118555
J1717-3425	 259.33435 	 -34.41655 	 0.6563 	 9.8036E-15 	    587.7 	 0.0855070 	  57127  	  607.77	   3.056	     0.610    	   0.444    	Not Detected in #118932
J1717-3737	 259.3165 	 -37.62667 	 0.6824 	 5.293E-15 	    525.8 	 0.2753812 	  57170  	  14.436	   0.000	     0.000    	   0.000    	Not Detected in #122126
J1717-3737	 259.3165 	 -37.62667 	 0.6824 	 5.293E-15 	    525.8 	 0.2634618 	  57170  	  15.135	   0.000	     0.000    	   0.000    	Not Detected in #122503
J1717-3737	 259.3165 	 -37.62667 	 0.6824 	 5.293E-15 	    525.8 	 0.4420129 	  57213  	  5.9271	   0.000	     0.000    	   0.000    	Not Detected in #122736
J1717-3847	 259.32667 	 -38.78417 	 1.1495 	  8.2E-16 	      707 	 0.4758832 	  57384  	  1.7724	   3.201	     5.719    	   0.859    	Not Detected in #123113
J1717-3847	 259.32667 	 -38.78417 	 1.1495 	  8.2E-16 	      707 	 0.3915439 	  57213  	  3.0450	   0.000	     0.000    	   0.000    	Not Detected in #123490
J1717-3847	 259.32667 	 -38.78417 	 1.1495 	  8.2E-16 	      707 	 0.1994068 	  57384  	  7.0637	   2.755	     1.235    	   0.707    	Not Detected in #123723
J1717-3953	 259.35646 	 -39.89861 	 1.0855 	  3.3E-17 	      466 	 0.0394118 	  57447  	  385.55	   2.752	     0.924    	   0.702    	Not Detected in #124710
J1718-3714	 259.57746 	 -37.23778 	 1.2894 	 2.621E-14 	      833 	 0.3209299 	  57155  	  2.7522	   4.050	     3.572    	   0.757    	Not Detected in #121749
J1718-3714	 259.57746 	 -37.23778 	 1.2894 	 2.621E-14 	      833 	 0.1723556 	  57170  	  6.7722	   2.583	     0.926    	   0.571    	Not Detected in #122126
J1718-3718	 259.54167 	 -37.31472 	 3.3786 	 1.61359E-12 	    371.1 	 0.3968645 	  57155  	  32.432	   0.000	     0.000    	   0.000    	Not Detected in #121749
J1718-3718	 259.54167 	 -37.31472 	 3.3786 	 1.61359E-12 	    371.1 	 0.0998243 	  57170  	  96.802	   0.000	     0.000    	   0.000    	Not Detected in #122126
J1718-3825	 259.55652 	 -38.42168 	 0.0747 	 1.322167E-14 	   247.46 	 0.4859658 	  57213  	  8.2552	   0.000	     0.000    	   0.000    	Not Detected in #122736
J1718-3825	 259.55652 	 -38.42168 	 0.0747 	 1.322167E-14 	   247.46 	 0.2491471 	  57384  	  29.983	   0.000	     0.000    	   0.000    	Not Detected in #123113
J1718-3825	 259.55652 	 -38.42168 	 0.0747 	 1.322167E-14 	   247.46 	 0.3378246 	  57213  	  20.431	   0.000	     0.000    	   0.000    	Not Detected in #123346
J1718-3825	 259.55652 	 -38.42168 	 0.0747 	 1.322167E-14 	   247.46 	 0.4772468 	  57384  	  8.7839	   0.000	     0.000    	   0.000    	Not Detected in #123723
J1719-1438	 259.79197 	 -14.63359 	 0.0058 	 8.043E-21 	   36.862 	  0.4287848  	    *                *               *                 *             *        Beam # 94689 Not Found
J1719-1438	 259.79197 	 -14.63359 	 0.0058 	 8.043E-21 	   36.862 	  0.2735184  	    *                *               *                 *             *        Beam # 95066 Not Found
J1719-1438	 259.79197 	 -14.63359 	 0.0058 	 8.043E-21 	   36.862 	  0.4227878  	    *                *               *                 *             *        Beam # 95299 Not Found
J1719-1438	 259.79197 	 -14.63359 	 0.0058 	 8.043E-21 	   36.862 	  0.3713996  	    *                *               *                 *             *        Beam # 95676 Not Found
  J1719-23	 259.90417 	 -23.48528 	 0.4540 	        * 	      110 	 0.3990460 	  56750  	       *	   0.000	     0.000    	   0.000    	Not Detected in #106012
  J1719-23	 259.90417 	 -23.48528 	 0.4540 	        * 	      110 	 0.3065837 	  56750  	       *	   0.000	     0.000    	   0.000    	Not Detected in #106245
  J1719-23	 259.90417 	 -23.48528 	 0.4540 	        * 	      110 	 0.2895671 	  56752  	       *	   0.000	     0.000    	   0.000    	Not Detected in #106622
  J1720+00	 260.22917 	  0.66667 	 3.3570 	        * 	     46.2 	 0.1054007 	  57997  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 75004
  J1720+00	 260.22917 	  0.66667 	 3.3570 	        * 	     46.2 	 0.4147818 	  57992  	       *	  30.078	    46.893    	   3.713    	Detected in Beam # 75381
  J1720+00	 260.22917 	  0.66667 	 3.3570 	        * 	     46.2 	 0.4988440 	  57999  	       *	  10.707	    11.607    	   0.623    	Detected in Beam # 75614
J1720-0212	 260.23862 	 -2.20664 	 0.4777 	 8.2798E-17 	    66.98 	 0.3149983 	  57542  	  73.431	  94.921	    38.149    	   5.434    	Detected in Beam # 78575
J1720-0212	 260.23862 	 -2.20664 	 0.4777 	 8.2798E-17 	    66.98 	 0.2165173 	  57655  	  101.30	 142.728	    41.579    	   8.685    	Detected in Beam # 79185
J1720-1633	 260.10503 	 -16.55937 	 1.5656 	 5.7980E-15 	    44.83 	  0.3646255  	    *                *               *                 *             *        Beam # 97273 Not Found
J1720-1633	 260.10503 	 -16.55937 	 1.5656 	 5.7980E-15 	    44.83 	  0.4771514  	    *                *               *                 *             *        Beam # 97506 Not Found
J1720-1633	 260.10503 	 -16.55937 	 1.5656 	 5.7980E-15 	    44.83 	  0.1830082  	    *                *               *                 *             *        Beam # 97883 Not Found
J1720+2150	 260.00542 	 21.83689 	 1.6157 	 0.740E-15 	   40.719 	  0.3405597  	    *                *               *                 *             *        Beam # 47334 Not Found
J1720+2150	 260.00542 	 21.83689 	 1.6157 	 0.740E-15 	   40.719 	  0.2864750  	    *                *               *                 *             *        Beam # 47711 Not Found
J1720+2150	 260.00542 	 21.83689 	 1.6157 	 0.740E-15 	   40.719 	  0.3956038  	    *                *               *                 *             *        Beam # 47944 Not Found
J1720+2150	 260.00542 	 21.83689 	 1.6157 	 0.740E-15 	   40.719 	  0.4807154  	    *                *               *                 *             *        Beam # 48321 Not Found
J1720-2446	 260.09358 	 -24.77417 	 0.8743 	 0.593E-15 	      103 	 0.4517958 	  56755  	       *	   4.996	     1.934    	   0.387    	Not Detected in #107609
J1720-2446	 260.09358 	 -24.77417 	 0.8743 	 0.593E-15 	      103 	 0.2211943 	  56755  	       *	  14.031	     4.857    	   0.992    	Detected in Beam #107842
J1720-2446	 260.09358 	 -24.77417 	 0.8743 	 0.593E-15 	      103 	 0.3515120 	  56755  	       *	   8.747	     2.662    	   0.494    	Detected in Beam #108219
J1720-2933	 260.14216 	 -29.55451 	 0.6204 	 7.45999E-16 	    42.64 	 0.4165468 	  56902  	  44.791	  39.249	    38.122    	   3.459    	Detected in Beam #113010
J1720-2933	 260.14216 	 -29.55451 	 0.6204 	 7.45999E-16 	    42.64 	 0.3221000 	  56908  	  74.701	  71.058	    41.382    	   6.293    	Detected in Beam #113387
J1720-2933	 260.14216 	 -29.55451 	 0.6204 	 7.45999E-16 	    42.64 	 0.3129012 	  56908  	  69.262	  54.109	    33.986    	   5.078    	Detected in Beam #113620
J1720-2933	 260.14216 	 -29.55451 	 0.6204 	 7.45999E-16 	    42.64 	 0.4507750 	  56908  	  35.949	  22.930	    27.749    	   2.029    	Detected in Beam #113997
  J1720-36	  260.225 	 -36.88333 	 0.0921 	        * 	      341 	 0.2330503 	  57155  	  1.9584	   0.000	     0.000    	   0.000    	Not Detected in #121372
  J1720-36	  260.225 	 -36.88333 	 0.0921 	        * 	      341 	 0.3166600 	  57155  	  1.3957	   0.000	     0.000    	   0.000    	Not Detected in #121749
  J1720-36	  260.225 	 -36.88333 	 0.0921 	        * 	      341 	 0.4358189 	  57170  	  0.7187	   0.000	     0.000    	   0.000    	Not Detected in #121982
J1720-3659	 260.00823 	 -36.98514 	 0.3511 	 3.27E-17 	    381.6 	 0.3987384 	  57155  	  8.3425	   0.000	     0.000    	   0.000    	Not Detected in #121372
J1720-3659	 260.00823 	 -36.98514 	 0.3511 	 3.27E-17 	    381.6 	 0.1192595 	  57155  	  24.421	   0.000	     0.000    	   0.000    	Not Detected in #121749
J1720-3659	 260.00823 	 -36.98514 	 0.3511 	 3.27E-17 	    381.6 	 0.4997770 	  57170  	  4.2678	   0.000	     0.000    	   0.000    	Not Detected in #121982
J1721-1936	 260.25617 	 -19.61405 	 1.0040 	 1.6240E-15 	     75.7 	  0.3609278  	    *                *               *                 *             *        Beam #101077 Not Found
J1721-1936	 260.25617 	 -19.61405 	 1.0040 	 1.6240E-15 	     75.7 	  0.3070388  	    *                *               *                 *             *        Beam #101454 Not Found
J1721-1936	 260.25617 	 -19.61405 	 1.0040 	 1.6240E-15 	     75.7 	  0.3746156  	    *                *               *                 *             *        Beam #101687 Not Found
J1721-1936	 260.25617 	 -19.61405 	 1.0040 	 1.6240E-15 	     75.7 	  0.4464201  	    *                *               *                 *             *        Beam #102064 Not Found
J1721-1939	 260.44421 	 -19.66361 	 0.4040 	 1.283E-16 	      103 	  0.4043908  	    *                *               *                 *             *        Beam #101077 Not Found
J1721-1939	 260.44421 	 -19.66361 	 0.4040 	 1.283E-16 	      103 	  0.4900504  	    *                *               *                 *             *        Beam #101454 Not Found
J1721-1939	 260.44421 	 -19.66361 	 0.4040 	 1.283E-16 	      103 	  0.1929947  	    *                *               *                 *             *        Beam #101687 Not Found
J1721-1939	 260.44421 	 -19.66361 	 0.4040 	 1.283E-16 	      103 	  0.4566358  	    *                *               *                 *             *        Beam #102064 Not Found
J1721-2457	 260.27291 	 -24.95171 	 0.0035 	 5.542E-21 	   47.758 	 0.1904522 	  56755  	  31.989	   2.508	     0.364    	   0.218    	Not Detected in #107842
J1721-2457	 260.27291 	 -24.95171 	 0.0035 	 5.542E-21 	   47.758 	 0.3543101 	  56755  	  16.514	   0.000	     0.000    	   0.000    	Not Detected in #108219
J1721-2457	 260.27291 	 -24.95171 	 0.0035 	 5.542E-21 	   47.758 	 0.4412582 	  56773  	  9.8877	   0.000	     0.000    	   0.000    	Not Detected in #108452
  J1721+35	 260.4875 	     35.4 	 0.8219 	        * 	       22 	 0.1339628 	  56072  	       *	   3.150	     0.117    	   0.081    	Not Detected in # 31830
  J1721+35	 260.4875 	     35.4 	 0.8219 	        * 	       22 	 0.4020862 	  56072  	       *	   2.612	     0.280    	   0.149    	Not Detected in # 32207
  J1721+35	 260.4875 	     35.4 	 0.8219 	        * 	       22 	 0.4845532 	  56075  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 32440
J1721-3532	 260.38658 	 -35.54711 	 0.2804 	 2.518617E-14 	    496.0 	 0.4106370 	  57151  	  122.89	   0.000	     0.000    	   0.000    	Not Detected in #119775
J1721-3532	 260.38658 	 -35.54711 	 0.2804 	 2.518617E-14 	    496.0 	 0.4332518 	  57151  	  106.59	   0.000	     0.000    	   0.000    	Not Detected in #120008
J1721-3532	 260.38658 	 -35.54711 	 0.2804 	 2.518617E-14 	    496.0 	 0.1944949 	  57152  	  323.47	   3.007	     1.080    	   0.627    	Not Detected in #120385
J1722-3207	 260.51231 	 -32.12926 	 0.4772 	 6.4626E-16 	  126.064 	 0.2080278 	  56958  	  115.94	  85.236	    60.155    	  12.444    	Detected in Beam #116204
J1722-3207	 260.51231 	 -32.12926 	 0.4772 	 6.4626E-16 	  126.064 	 0.4674170 	  56962  	  37.771	  28.175	    61.039    	   3.595    	Detected in Beam #116581
J1722-3207	 260.51231 	 -32.12926 	 0.4772 	 6.4626E-16 	  126.064 	 0.3796677 	  56989  	  81.936	  31.058	    31.017    	   3.488    	Detected in Beam #116814
J1722-3632	 260.5409 	 -36.54814 	 0.3992 	 4.4647E-15 	    416.2 	 0.2833210 	  57155  	  28.032	   3.044	     1.834    	   0.779    	Not Detected in #120995
J1722-3632	 260.5409 	 -36.54814 	 0.3992 	 4.4647E-15 	    416.2 	 0.2288372 	  57155  	  34.423	   3.139	     1.540    	   0.803    	Not Detected in #121372
J1722-3632	 260.5409 	 -36.54814 	 0.3992 	 4.4647E-15 	    416.2 	 0.4809212 	  57155  	  9.1578	   0.000	     0.000    	   0.000    	Not Detected in #121605
J1722-3712	 260.74654 	 -37.20103 	 0.2362 	 1.08545E-14 	    99.49 	 0.3754280 	  57155  	  27.654	  14.437	    16.248    	   2.084    	Detected in Beam #121605
J1722-3712	 260.74654 	 -37.20103 	 0.2362 	 1.08545E-14 	    99.49 	 0.1567272 	  57170  	  49.689	  46.469	    29.106    	   7.449    	Detected in Beam #121982
J1722-3712	 260.74654 	 -37.20103 	 0.2362 	 1.08545E-14 	    99.49 	 0.4690193 	  57170  	  15.420	  11.977	    24.174    	   1.741    	Detected in Beam #122215
J1723-2837	 260.84661 	 -28.63255 	 0.0019 	  7.5E-21 	   19.688 	 0.2379505 	  56900  	  36.513	   0.000	     0.000    	   0.000    	Not Detected in #112256
J1723-2837	 260.84661 	 -28.63255 	 0.0019 	  7.5E-21 	   19.688 	 0.2592347 	  56902  	  33.755	   0.000	     0.000    	   0.000    	Not Detected in #112633
J1723-2852	 260.9925 	 -28.88083 	 0.6250 	  0.9E-15 	      172 	 0.3925405 	  56900  	  3.3664	   0.000	     0.000    	   0.000    	Not Detected in #112256
J1723-2852	 260.9925 	 -28.88083 	 0.6250 	  0.9E-15 	      172 	 0.3155091 	  56902  	  5.0416	   0.000	     0.000    	   0.000    	Not Detected in #112633
J1723-2852	 260.9925 	 -28.88083 	 0.6250 	  0.9E-15 	      172 	 0.3262005 	  56902  	  4.7836	   2.711	     0.778    	   0.281    	Not Detected in #112866
J1723-2852	 260.9925 	 -28.88083 	 0.6250 	  0.9E-15 	      172 	 0.4694707 	  56908  	  2.0620	   0.000	     0.000    	   0.000    	Not Detected in #113243
J1723-3659	 260.78158 	 -36.98719 	 0.2027 	 8.0075E-15 	    254.4 	 0.1944164 	  57155  	  10.334	   3.010	     1.324    	   0.769    	Not Detected in #121605
J1723-3659	 260.78158 	 -36.98719 	 0.2027 	 8.0075E-15 	    254.4 	 0.3045852 	  57170  	  6.8846	   0.000	     0.000    	   0.000    	Not Detected in #121982
  J1723-38	   260.75 	 -38.33333 	 0.7658 	        * 	      472 	 0.3252611 	  57384  	  1.7145	   2.655	     1.308    	   0.464    	Not Detected in #122969
  J1723-38	   260.75 	 -38.33333 	 0.7658 	        * 	      472 	 0.2671950 	  57384  	  2.2124	   2.658	     1.014    	   0.462    	Not Detected in #123202
  J1723-38	   260.75 	 -38.33333 	 0.7658 	        * 	      472 	 0.4325044 	  57384  	  0.9391	   0.000	     0.000    	   0.000    	Not Detected in #123579
J1724-3149	 261.18696 	 -31.81778 	 0.9482 	 7.25E-15 	      409 	 0.3634467 	  56933  	  4.9361	   0.000	     0.000    	   0.000    	Not Detected in #115827
J1724-3149	 261.18696 	 -31.81778 	 0.9482 	 7.25E-15 	      409 	 0.2934497 	  56958  	  6.9091	   0.000	     0.000    	   0.000    	Not Detected in #116060
J1724-3149	 261.18696 	 -31.81778 	 0.9482 	 7.25E-15 	      409 	 0.3353009 	  56958  	  5.6832	   0.000	     0.000    	   0.000    	Not Detected in #116437
  J1724-35	 261.17917 	 -35.81667 	 1.4220 	        * 	    554.9 	 0.4958904 	  57151  	       *	   3.386	     6.040    	   0.811    	Not Detected in #120008
  J1724-35	 261.17917 	 -35.81667 	 1.4220 	        * 	    554.9 	 0.3845002 	  57152  	       *	   2.828	     2.435    	   0.636    	Not Detected in #120241
  J1724-35	 261.17917 	 -35.81667 	 1.4220 	        * 	    554.9 	 0.1371166 	  57152  	       *	   0.000	     0.000    	   0.000    	Not Detected in #120618
J1724-3505	 261.19954 	 -35.09333 	 1.2217 	 2.110E-14 	      875 	 0.1043969 	  57151  	  8.1092	   0.000	     0.000    	   0.000    	Not Detected in #119631
J1724-3505	 261.19954 	 -35.09333 	 1.2217 	 2.110E-14 	      875 	 0.3912898 	  57151  	  2.8240	   3.117	     2.796    	   0.702    	Not Detected in #120008
J1725-0732	 261.30117 	 -7.54978 	 0.2399 	 0.4296E-15 	    58.91 	 0.1837428 	  58255  	  7.8263	  16.079	     2.386    	   0.628    	Detected in Beam # 85806
J1725-0732	 261.30117 	 -7.54978 	 0.2399 	 0.4296E-15 	    58.91 	 0.3355227 	  58255  	  5.0668	   7.498	     1.718    	   0.290    	Detected in Beam # 86183
J1725-2852	 261.29125 	 -28.87278 	 1.2578 	 1.99E-15 	      161 	 0.4272212 	  56900  	  5.2445	   0.000	     0.000    	   0.000    	Not Detected in #112256
J1725-2852	 261.29125 	 -28.87278 	 1.2578 	 1.99E-15 	      161 	 0.4462230 	  56902  	  3.2462	   4.102	     3.335    	   0.398    	Not Detected in #112489
J1725-2852	 261.29125 	 -28.87278 	 1.2578 	 1.99E-15 	      161 	 0.1495178 	  56902  	  17.145	   4.071	     0.627    	   0.409    	Not Detected in #112866
J1725-3546	 261.42583 	 -35.77111 	 1.0325 	 1.500E-14 	      744 	 0.2073236 	  57152  	  376.47	   2.523	     1.153    	   0.645    	Not Detected in #120241
J1725-3546	 261.42583 	 -35.77111 	 1.0325 	 1.500E-14 	      744 	 0.2907962 	  57152  	  276.71	   0.000	     0.000    	   0.000    	Not Detected in #120618
J1725-3848	 261.25042 	   -38.81 	 2.0624 	 2.30E-14 	      230 	 0.4348139 	  57384  	  2.2704	   0.000	     0.000    	   0.000    	Not Detected in #123202
J1725-3848	 261.25042 	   -38.81 	 2.0624 	 2.30E-14 	      230 	 0.4492718 	  57213  	  2.0664	   0.000	     0.000    	   0.000    	Not Detected in #123435
J1725-3848	 261.25042 	   -38.81 	 2.0624 	 2.30E-14 	      230 	 0.4674341 	  57384  	  1.8254	   2.378	     1.925    	   0.376    	Not Detected in #123579
J1725-3848	 261.25042 	   -38.81 	 2.0624 	 2.30E-14 	      230 	 0.1898710 	  57384  	  3.9572	   5.131	     1.916    	   0.536    	Not Detected in #123812
J1725-3853	 261.36363 	 -38.8845 	 0.0048 	    5E-20 	    158.2 	 0.4140360 	  57213  	       *	   0.000	     0.000    	   0.000    	Not Detected in #123435
J1725-3853	 261.36363 	 -38.8845 	 0.0048 	    5E-20 	    158.2 	 0.1014405 	  57384  	       *	   3.345	     1.216    	   0.865    	Not Detected in #123812
  J1726-00	 261.59583 	    -0.25 	 1.3086 	        * 	       57 	 0.3918456 	  57507  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 76080
  J1726-00	 261.59583 	    -0.25 	 1.3086 	        * 	       57 	 0.1267195 	  57507  	       *	   4.867	     0.545    	   0.169    	Not Detected in # 76457
  J1726-31	   261.65 	   -31.95 	 0.1235 	        * 	    264.4 	 0.1714546 	  56958  	  15.633	   2.775	     0.749    	   0.464    	Not Detected in #116060
  J1726-31	   261.65 	   -31.95 	 0.1235 	        * 	    264.4 	 0.4908500 	  56962  	  3.2603	   2.798	     3.624    	   0.551    	Not Detected in #116293
  J1726-31	   261.65 	   -31.95 	 0.1235 	        * 	    264.4 	 0.4220582 	  56962  	  5.2135	   0.000	     0.000    	   0.000    	Not Detected in #116670
J1726-3530	 261.53129 	 -35.49944 	 1.1101 	 1.216751E-12 	      718 	 0.4976318 	  57151  	  1.5208	   0.000	     0.000    	   0.000    	Not Detected in #119631
J1726-3530	 261.53129 	 -35.49944 	 1.1101 	 1.216751E-12 	      718 	 0.4539504 	  57151  	  2.0694	   0.000	     0.000    	   0.000    	Not Detected in #119864
J1726-3530	 261.53129 	 -35.49944 	 1.1101 	 1.216751E-12 	      718 	 0.1059418 	  57152  	  8.7669	   3.519	     1.271    	   0.899    	Not Detected in #120241
J1726-3635	 261.70671 	  -36.596 	 0.2874 	 1.440E-15 	    539.2 	 0.4401944 	  57152  	  3.2540	   0.000	     0.000    	   0.000    	Not Detected in #120851
J1726-3635	 261.70671 	  -36.596 	 0.2874 	 1.440E-15 	    539.2 	 0.2517420 	  57155  	  8.5468	   0.000	     0.000    	   0.000    	Not Detected in #121228
J1726-3635	 261.70671 	  -36.596 	 0.2874 	 1.440E-15 	    539.2 	 0.3456281 	  57155  	  5.6346	   0.000	     0.000    	   0.000    	Not Detected in #121461
J1727-2739	 261.87913 	 -27.65014 	 1.2931 	 1.10E-15 	      147 	 0.3760093 	  56783  	  51.122	   9.793	     5.183    	   0.833    	Detected in Beam #110892
J1727-2739	 261.87913 	 -27.65014 	 1.2931 	 1.10E-15 	      147 	 0.4329712 	  56810  	  51.786	   2.655	     1.387    	   0.318    	Not Detected in #111125
J1727-2739	 261.87913 	 -27.65014 	 1.2931 	 1.10E-15 	      147 	 0.2021286 	  56810  	  86.927	   7.103	     2.211    	   0.597    	Detected in Beam #111502
J1727-2946	 261.8129 	 -29.77689 	 0.0271 	 2.4632E-19 	    60.74 	 0.2992382 	  56908  	  8.4523	   2.591	     0.809    	   0.326    	Not Detected in #113476
J1727-2946	 261.8129 	 -29.77689 	 0.0271 	 2.4632E-19 	    60.74 	 0.4112793 	  56908  	  4.6843	   0.000	     0.000    	   0.000    	Not Detected in #113709
J1727-2946	 261.8129 	 -29.77689 	 0.0271 	 2.4632E-19 	    60.74 	 0.3012521 	  56909  	  8.3703	   2.586	     0.815    	   0.325    	Not Detected in #114086
J1728-0007	 262.14508 	 -0.12917 	 0.3860 	 1.122656E-15 	    41.09 	 0.4161554 	  57999  	  42.466	  22.325	     7.862    	   0.762    	Detected in Beam # 75703
J1728-0007	 262.14508 	 -0.12917 	 0.3860 	 1.122656E-15 	    41.09 	 0.2172436 	  57507  	  89.072	  40.762	     6.844    	   1.580    	Detected in Beam # 76080
