# Using S/N > 6 for detection threshold on zuul
# Using beams within 0.5 deg of pulsars from tmp
# Flux adjusted for offset from beam center
# Expected S/N estimated from published flux values
# Flux estimated from measured S/N, uncertainty estimated from dependencies
# File generated 2018-07-25 11:29:59 (ET)
#   PSRJ  	   RA 		     Dec 	 P0 			P1 	      DM 	 Distance  	  MJD   	 S/N exp. 	  S/N meas. 	     Est. Flux	   Flux Error	Status 
#		   (deg)   	    (deg) 	 (s) 			(s/s) 	      (p/cc) 	 (deg)		  (day)					             (mJy)  	   (mJy)  
J1815-1910	 273.76283 	 -19.16678 	 1.2499 	 3.630E-14 	    547.8 	  0.1089209  	    *                *               *                 *             *        Beam #100946 Not Found
J1815-1910	 273.76283 	 -19.16678 	 1.2499 	 3.630E-14 	    547.8 	  0.4178970  	    *                *               *                 *             *        Beam #101323 Not Found
  J1815+55	   273.75 	 55.48333 	 0.4268 	        * 	       59 	 0.4950996 	  55346  	  19.006	   5.253	     1.457    	   0.325    	Not Detected in # 13145
  J1815+55	   273.75 	 55.48333 	 0.4268 	        * 	       59 	 0.0059863 	  55346  	  116.72	  12.282	     0.555    	   0.264    	Detected in Beam # 13378
J1816-0755	 274.10226 	 -7.92292 	 0.2176 	 6.48032E-15 	    116.8 	 0.0377139 	  58258  	  6.1292	  17.395	     5.093    	   1.581    	Detected in Beam # 86429
J1816-0755	 274.10226 	 -7.92292 	 0.2176 	 6.48032E-15 	    116.8 	 0.4957142 	  58258  	  2.3281	   3.235	     2.493    	   0.437    	Not Detected in # 87039
J1816-1446	 274.12162 	  -14.775 	 0.5945 	 1.3261E-15 	      629 	  0.4616564  	    *                *               *                 *             *        Beam # 94791 Not Found
J1816-1446	 274.12162 	  -14.775 	 0.5945 	 1.3261E-15 	      629 	  0.4059374  	    *                *               *                 *             *        Beam # 95168 Not Found
J1816-1446	 274.12162 	  -14.775 	 0.5945 	 1.3261E-15 	      629 	  0.2982849  	    *                *               *                 *             *        Beam # 95401 Not Found
J1816-1446	 274.12162 	  -14.775 	 0.5945 	 1.3261E-15 	      629 	  0.3302580  	    *                *               *                 *             *        Beam # 95778 Not Found
J1816-1729	 274.07776 	 -17.48408 	 0.7823 	 7.2621E-15 	    525.5 	  0.3942577  	    *                *               *                 *             *        Beam # 98362 Not Found
J1816-1729	 274.07776 	 -17.48408 	 0.7823 	 7.2621E-15 	    525.5 	  0.1632714  	    *                *               *                 *             *        Beam # 98972 Not Found
J1816-1729	 274.07776 	 -17.48408 	 0.7823 	 7.2621E-15 	    525.5 	  0.4987956  	    *                *               *                 *             *        Beam # 99349 Not Found
J1816-2650	 274.14751 	 -26.83153 	 0.5929 	 6.6411E-17 	   128.12 	 0.3312682 	  56779  	  27.173	  29.205	    23.322    	   2.961    	Detected in Beam #109918
J1816-2650	 274.14751 	 -26.83153 	 0.5929 	 6.6411E-17 	   128.12 	 0.3173746 	  56782  	  34.341	  32.099	    20.283    	   2.866    	Detected in Beam #110295
J1816-2650	 274.14751 	 -26.83153 	 0.5929 	 6.6411E-17 	   128.12 	 0.3543014 	  56782  	  28.596	  30.029	    22.787    	   2.680    	Detected in Beam #110528
J1816+4510	 274.14973 	 45.17607 	 0.0032 	 4.310E-20 	  38.8874 	 0.4394799 	  55508  	  8.2084	   7.357	     1.687    	   0.269    	Detected in Beam # 21740
J1816+4510	 274.14973 	 45.17607 	 0.0032 	 4.310E-20 	  38.8874 	 0.2968144 	  55508  	  6.7578	  25.209	     7.021    	   1.192    	Detected in Beam # 21973
J1816+4510	 274.14973 	 45.17607 	 0.0032 	 4.310E-20 	  38.8874 	 0.2743649 	  55526  	  6.8722	  44.553	    12.203    	   2.268    	Detected in Beam # 22350
J1817-0743	 274.45746 	 -7.72192 	 0.4381 	 -2.3E-18 	     14.8 	 0.1341952 	  58258  	  18.547	   0.000	     0.000    	   0.000    	Not Detected in # 86052
J1817-0743	 274.45746 	 -7.72192 	 0.4381 	 -2.3E-18 	     14.8 	 0.4011270 	  58258  	  6.4540	   0.000	     0.000    	   0.000    	Not Detected in # 86429
J1817-0743	 274.45746 	 -7.72192 	 0.4381 	 -2.3E-18 	     14.8 	 0.4686440 	  58258  	  2.9353	   4.084	     3.671    	   0.407    	Not Detected in # 86662
J1817-1511	 274.40083 	 -15.19417 	 0.2246 	 1.4313E-15 	      970 	  0.4046841  	    *                *               *                 *             *        Beam # 95401 Not Found
J1817-1511	 274.40083 	 -15.19417 	 0.2246 	 1.4313E-15 	      970 	  0.3996661  	    *                *               *                 *             *        Beam # 95778 Not Found
J1817-1511	 274.40083 	 -15.19417 	 0.2246 	 1.4313E-15 	      970 	  0.2916571  	    *                *               *                 *             *        Beam # 96011 Not Found
J1817-1511	 274.40083 	 -15.19417 	 0.2246 	 1.4313E-15 	      970 	  0.3894090  	    *                *               *                 *             *        Beam # 96388 Not Found
J1817-1938	 274.27842 	 -19.64333 	 2.0468 	 0.36E-15 	    519.6 	  0.4025316  	    *                *               *                 *             *        Beam #101179 Not Found
J1817-1938	 274.27842 	 -19.64333 	 2.0468 	 0.36E-15 	    519.6 	  0.1286707  	    *                *               *                 *             *        Beam #101556 Not Found
J1817-2311	   274.25 	 -23.18333 	 0.6255 	        * 	      240 	 0.1619757 	  56750  	  26.729	   3.655	     0.686    	   0.435    	Not Detected in #105737
J1817-2311	   274.25 	 -23.18333 	 0.6255 	        * 	      240 	 0.4835637 	  56750  	  5.7259	   3.312	     2.903    	   0.480    	Not Detected in #106114
J1817-2311	   274.25 	 -23.18333 	 0.6255 	        * 	      240 	 0.3945139 	  56752  	  10.245	   2.643	     1.295    	   0.338    	Not Detected in #106347
J1817-3618	 274.27407 	 -36.30111 	 0.3870 	 2.0465E-15 	     94.3 	 0.1252537 	  57152  	  145.34	 101.351	    19.807    	   5.544    	Detected in Beam #120864
J1817-3618	 274.27407 	 -36.30111 	 0.3870 	 2.0465E-15 	     94.3 	 0.4419181 	  57154  	  43.616	  27.170	    17.695    	   1.400    	Detected in Beam #121241
J1817-3618	 274.27407 	 -36.30111 	 0.3870 	 2.0465E-15 	     94.3 	 0.4853632 	  57154  	  46.675	  17.398	    10.588    	   0.891    	Detected in Beam #121474
J1817-3837	 274.25113 	 -38.63325 	 0.3845 	 5.802E-16 	  102.847 	 0.4539166 	  57383  	  23.261	   9.888	     6.401    	   0.510    	Detected in Beam #123071
J1817-3837	 274.25113 	 -38.63325 	 0.3845 	 5.802E-16 	  102.847 	 0.0622901 	  57383  	  104.27	  43.661	     6.305    	   2.048    	Detected in Beam #123448
  J1818-01	 274.5625 	 -1.81722 	 0.8385 	        * 	      210 	 0.1626907 	  57535  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 78300
  J1818-01	 274.5625 	 -1.81722 	 0.8385 	        * 	      210 	  0.3505458  	    *                *               *                 *             *        Beam # 78677 Not Found
J1818-1116	 274.61021 	 -11.27472 	 0.5448 	 3.824E-15 	      422 	  0.4835118  	    *                *               *                 *             *        Beam # 90233 Not Found
J1818-1116	 274.61021 	 -11.27472 	 0.5448 	 3.824E-15 	      422 	  0.2043657  	    *                *               *                 *             *        Beam # 90843 Not Found
J1818-1116	 274.61021 	 -11.27472 	 0.5448 	 3.824E-15 	      422 	  0.3513161  	    *                *               *                 *             *        Beam # 91220 Not Found
J1818-1422	 274.59902 	 -14.37686 	 0.2915 	 2.035737E-15 	    622.0 	  0.3547219  	    *                *               *                 *             *        Beam # 94414 Not Found
J1818-1422	 274.59902 	 -14.37686 	 0.2915 	 2.035737E-15 	    622.0 	  0.4242243  	    *                *               *                 *             *        Beam # 94791 Not Found
J1818-1422	 274.59902 	 -14.37686 	 0.2915 	 2.035737E-15 	    622.0 	  0.2768646  	    *                *               *                 *             *        Beam # 95024 Not Found
J1818-1422	 274.59902 	 -14.37686 	 0.2915 	 2.035737E-15 	    622.0 	  0.4448662  	    *                *               *                 *             *        Beam # 95401 Not Found
J1818-1448	 274.61629 	 -14.81056 	 0.2814 	 6.15E-15 	      644 	  0.3906870  	    *                *               *                 *             *        Beam # 95024 Not Found
J1818-1448	 274.61629 	 -14.81056 	 0.2814 	 6.15E-15 	      644 	  0.1815149  	    *                *               *                 *             *        Beam # 95401 Not Found
J1818-1448	 274.61629 	 -14.81056 	 0.2814 	 6.15E-15 	      644 	  0.4621290  	    *                *               *                 *             *        Beam # 96011 Not Found
J1818-1519	 274.56083 	 -15.32861 	 0.9397 	 4.11E-15 	      845 	  0.1423099  	    *                *               *                 *             *        Beam # 96011 Not Found
J1818-1519	 274.56083 	 -15.32861 	 0.9397 	 4.11E-15 	      845 	  0.3669440  	    *                *               *                 *             *        Beam # 96388 Not Found
J1818-1541	 274.65633 	 -15.69583 	 0.5511 	 9.676E-15 	      690 	  0.4307197  	    *                *               *                 *             *        Beam # 96011 Not Found
J1818-1541	 274.65633 	 -15.69583 	 0.5511 	 9.676E-15 	      690 	  0.3986703  	    *                *               *                 *             *        Beam # 96388 Not Found
J1818-1541	 274.65633 	 -15.69583 	 0.5511 	 9.676E-15 	      690 	  0.2939153  	    *                *               *                 *             *        Beam # 96621 Not Found
J1818-1541	 274.65633 	 -15.69583 	 0.5511 	 9.676E-15 	      690 	  0.3642372  	    *                *               *                 *             *        Beam # 96998 Not Found
J1818-1556	 274.71646 	 -15.93444 	 0.9527 	 0.7062E-15 	      230 	  0.3001999  	    *                *               *                 *             *        Beam # 96621 Not Found
J1818-1556	 274.71646 	 -15.93444 	 0.9527 	 0.7062E-15 	      230 	  0.2072783  	    *                *               *                 *             *        Beam # 96998 Not Found
J1819-0925	 274.96059 	 -9.43053 	 0.8520 	 3.1302E-15 	      378 	  0.1673778  	    *                *               *                 *             *        Beam # 88259 Not Found
J1819-0925	 274.96059 	 -9.43053 	 0.8520 	 3.1302E-15 	      378 	  0.3666873  	    *                *               *                 *             *        Beam # 88869 Not Found
J1819-1008	 274.91661 	 -10.14111 	 0.3015 	 1.3209E-15 	      404 	  0.4515829  	    *                *               *                 *             *        Beam # 88869 Not Found
J1819-1008	 274.91661 	 -10.14111 	 0.3015 	 1.3209E-15 	      404 	  0.2216662  	    *                *               *                 *             *        Beam # 89246 Not Found
J1819-1008	 274.91661 	 -10.14111 	 0.3015 	 1.3209E-15 	      404 	  0.4898454  	    *                *               *                 *             *        Beam # 89479 Not Found
J1819-1008	 274.91661 	 -10.14111 	 0.3015 	 1.3209E-15 	      404 	  0.3695516  	    *                *               *                 *             *        Beam # 89856 Not Found
J1819-1114	 274.86992 	 -11.24528 	 0.2942 	 0.566E-15 	      310 	  0.4579238  	    *                *               *                 *             *        Beam # 90466 Not Found
J1819-1114	 274.86992 	 -11.24528 	 0.2942 	 0.566E-15 	      310 	  0.0536472  	    *                *               *                 *             *        Beam # 90843 Not Found
J1819-1131	 274.99229 	 -11.52472 	 1.3881 	 7.61E-16 	      578 	  0.3125381  	    *                *               *                 *             *        Beam # 90843 Not Found
J1819-1131	 274.99229 	 -11.52472 	 1.3881 	 7.61E-16 	      578 	  0.2253462  	    *                *               *                 *             *        Beam # 91453 Not Found
J1819+1305	 274.98427 	 13.08757 	 1.0604 	 0.3592E-15 	   64.808 	  0.1453798  	    *                *               *                 *             *        Beam # 58615 Not Found
J1819+1305	 274.98427 	 13.08757 	 1.0604 	 0.3592E-15 	   64.808 	  0.3958013  	    *                *               *                 *             *        Beam # 58992 Not Found
J1819+1305	 274.98427 	 13.08757 	 1.0604 	 0.3592E-15 	   64.808 	  0.4571736  	    *                *               *                 *             *        Beam # 59225 Not Found
J1819-1318	 274.93192 	 -13.31167 	 1.5157 	  6.0E-16 	     35.1 	  0.4244834  	    *                *               *                 *             *        Beam # 93050 Not Found
J1819-1318	 274.93192 	 -13.31167 	 1.5157 	  6.0E-16 	     35.1 	  0.1799423  	    *                *               *                 *             *        Beam # 93427 Not Found
J1819-1318	 274.93192 	 -13.31167 	 1.5157 	  6.0E-16 	     35.1 	  0.4264174  	    *                *               *                 *             *        Beam # 94037 Not Found
J1819-1408	 274.98667 	 -14.13378 	 1.7885 	 2.59E-15 	     1075 	  0.4056356  	    *                *               *                 *             *        Beam # 94037 Not Found
J1819-1408	 274.98667 	 -14.13378 	 1.7885 	 2.59E-15 	     1075 	  0.3979864  	    *                *               *                 *             *        Beam # 94414 Not Found
J1819-1408	 274.98667 	 -14.13378 	 1.7885 	 2.59E-15 	     1075 	  0.2963591  	    *                *               *                 *             *        Beam # 94647 Not Found
J1819-1408	 274.98667 	 -14.13378 	 1.7885 	 2.59E-15 	     1075 	  0.3841210  	    *                *               *                 *             *        Beam # 95024 Not Found
J1819-1458	 274.89239 	 -14.96766 	 4.2632 	 5.75171E-13 	    196.0 	  0.4722327  	    *                *               *                 *             *        Beam # 95024 Not Found
J1819-1458	 274.89239 	 -14.96766 	 4.2632 	 5.75171E-13 	    196.0 	  0.4810078  	    *                *               *                 *             *        Beam # 95401 Not Found
J1819-1458	 274.89239 	 -14.96766 	 4.2632 	 5.75171E-13 	    196.0 	  0.2205870  	    *                *               *                 *             *        Beam # 95634 Not Found
J1819-1458	 274.89239 	 -14.96766 	 4.2632 	 5.75171E-13 	    196.0 	  0.3552338  	    *                *               *                 *             *        Beam # 96011 Not Found
J1819-1510	 274.97371 	 -15.17239 	 0.2265 	  7.9E-18 	    421.7 	  0.2453859  	    *                *               *                 *             *        Beam # 95634 Not Found
J1819-1510	 274.97371 	 -15.17239 	 0.2265 	  7.9E-18 	    421.7 	  0.2862100  	    *                *               *                 *             *        Beam # 96011 Not Found
J1819-1510	 274.97371 	 -15.17239 	 0.2265 	  7.9E-18 	    421.7 	  0.4831709  	    *                *               *                 *             *        Beam # 96244 Not Found
  J1819-17	  274.875 	 -17.08333 	 2.3521 	        * 	       67 	  0.1946637  	    *                *               *                 *             *        Beam # 98218 Not Found
  J1819-17	  274.875 	 -17.08333 	 2.3521 	        * 	       67 	  0.3154277  	    *                *               *                 *             *        Beam # 98595 Not Found
J1819-1717	 274.93083 	 -17.28778 	 0.3935 	 3.455E-15 	      405 	  0.3136881  	    *                *               *                 *             *        Beam # 98218 Not Found
J1819-1717	 274.93083 	 -17.28778 	 0.3935 	 3.455E-15 	      405 	  0.2860904  	    *                *               *                 *             *        Beam # 98595 Not Found
J1819-1717	 274.93083 	 -17.28778 	 0.3935 	 3.455E-15 	      405 	  0.4202542  	    *                *               *                 *             *        Beam # 98828 Not Found
J1819-1717	 274.93083 	 -17.28778 	 0.3935 	 3.455E-15 	      405 	  0.4918631  	    *                *               *                 *             *        Beam # 99205 Not Found
J1820-0427	 275.2192 	 -4.46059 	 0.5981 	 6.33137E-15 	   84.435 	 0.4445258 	  58055  	  178.84	 141.610	   164.549    	  11.326    	Detected in Beam # 81494
J1820-0427	 275.2192 	 -4.46059 	 0.5981 	 6.33137E-15 	   84.435 	 0.3997923 	  58082  	  199.06	 113.864	   118.869    	  10.402    	Detected in Beam # 81727
J1820-0427	 275.2192 	 -4.46059 	 0.5981 	 6.33137E-15 	   84.435 	 0.1550805 	  58082  	  509.82	 264.418	   107.784    	  25.466    	Detected in Beam # 82104
J1820-0509	 275.0947 	 -5.16069 	 0.3373 	 9.323E-16 	    104.0 	 0.4427221 	  58082  	  2.1912	   9.268	    11.162    	   0.805    	Detected in Beam # 82481
J1820-0509	 275.0947 	 -5.16069 	 0.3373 	 9.323E-16 	    104.0 	 0.3485329 	  58082  	  9.8377	   3.291	     0.883    	   0.289    	Not Detected in # 82714
J1820-0509	 275.0947 	 -5.16069 	 0.3373 	 9.323E-16 	    104.0 	 0.2129271 	  58233  	  7.7419	  11.062	     3.771    	   0.898    	Detected in Beam # 83091
J1820-1346	 275.08233 	 -13.77091 	 0.9215 	 4.49522E-15 	    776.7 	  0.4868715  	    *                *               *                 *             *        Beam # 93660 Not Found
J1820-1346	 275.08233 	 -13.77091 	 0.9215 	 4.49522E-15 	    776.7 	  0.0734999  	    *                *               *                 *             *        Beam # 94037 Not Found
J1820-1346	 275.08233 	 -13.77091 	 0.9215 	 4.49522E-15 	    776.7 	  0.4745418  	    *                *               *                 *             *        Beam # 94647 Not Found
J1820-1529	 275.17008 	 -15.49722 	 0.3332 	 3.79072E-14 	    768.5 	  0.2123523  	    *                *               *                 *             *        Beam # 96244 Not Found
J1820-1529	 275.17008 	 -15.49722 	 0.3332 	 3.79072E-14 	    768.5 	  0.3205011  	    *                *               *                 *             *        Beam # 96621 Not Found
J1820-1818	 275.16287 	 -18.30091 	 0.3099 	 9.3609E-17 	    436.0 	  0.0389953  	    *                *               *                 *             *        Beam # 99815 Not Found
J1820-1818	 275.16287 	 -18.30091 	 0.3099 	 9.3609E-17 	    436.0 	  0.4847232  	    *                *               *                 *             *        Beam #100192 Not Found
J1821+0155	 275.41202 	  1.92278 	 0.0338 	 2.900E-20 	 51.75415 	 0.1238911 	  57695  	       *	  10.205	     1.417    	   0.581    	Detected in Beam # 73365
J1821+0155	 275.41202 	  1.92278 	 0.0338 	 2.900E-20 	 51.75415 	 0.3891673 	  57854  	       *	   4.873	     1.310    	   0.350    	Not Detected in # 73742
J1821-0256	 275.29296 	 -2.94406 	 0.4141 	 3.72E-17 	     84.0 	 0.2956556 	  57542  	  9.0016	   0.000	     0.000    	   0.000    	Not Detected in # 79520
J1821-0256	 275.29296 	 -2.94406 	 0.4141 	 3.72E-17 	     84.0 	 0.4888023 	  58055  	  3.1322	   0.000	     0.000    	   0.000    	Not Detected in # 79897
J1821-0256	 275.29296 	 -2.94406 	 0.4141 	 3.72E-17 	     84.0 	 0.2643910 	  58055  	  7.6669	   5.069	     1.326    	   0.362    	Not Detected in # 80130
J1821-0331	 275.43625 	 -3.52019 	 0.9023 	 2.53E-15 	    171.5 	 0.4088422 	  58055  	  5.8848	   3.682	     1.321    	   0.326    	Not Detected in # 80130
J1821-0331	 275.43625 	 -3.52019 	 0.9023 	 2.53E-15 	    171.5 	 0.3871825 	  58055  	  6.6865	   0.000	     0.000    	   0.000    	Not Detected in # 80507
J1821-0331	 275.43625 	 -3.52019 	 0.9023 	 2.53E-15 	    171.5 	 0.3264074 	  58055  	  9.1687	   0.000	     0.000    	   0.000    	Not Detected in # 80740
J1821-0331	 275.43625 	 -3.52019 	 0.9023 	 2.53E-15 	    171.5 	 0.3565009 	  58055  	  7.9178	   2.594	     0.692    	   0.227    	Not Detected in # 81117
J1821-1419	 275.39292 	 -14.32389 	 1.6560 	 8.945E-13 	     1123 	  0.1603869  	    *                *               *                 *             *        Beam # 94647 Not Found
J1821-1419	 275.39292 	 -14.32389 	 1.6560 	 8.945E-13 	     1123 	  0.3847008  	    *                *               *                 *             *        Beam # 95257 Not Found
J1821-1432	 275.41574 	 -14.54811 	 1.9151 	 5.373E-15 	      570 	  0.3677235  	    *                *               *                 *             *        Beam # 94647 Not Found
J1821-1432	 275.41574 	 -14.54811 	 1.9151 	 5.373E-15 	      570 	  0.1823008  	    *                *               *                 *             *        Beam # 95257 Not Found
J1821+1715	 275.30626 	 17.26307 	 1.3667 	 0.8714E-15 	  60.2844 	  0.4017073  	    *                *               *                 *             *        Beam # 53070 Not Found
J1821+1715	 275.30626 	 17.26307 	 1.3667 	 0.8714E-15 	  60.2844 	  0.1371388  	    *                *               *                 *             *        Beam # 53447 Not Found
J1821+1715	 275.30626 	 17.26307 	 1.3667 	 0.8714E-15 	  60.2844 	  0.4953371  	    *                *               *                 *             *        Beam # 54057 Not Found
  J1821+41	    275.5 	    41.75 	 1.2618 	        * 	       40 	 0.4555204 	  55689  	  27.349	   0.000	     0.000    	   0.000    	Not Detected in # 25023
  J1821+41	    275.5 	    41.75 	 1.2618 	        * 	       40 	 0.0594111 	  55689  	  53.112	  11.264	     0.692    	   0.241    	Detected in Beam # 25400
J1822+0705	 275.57684 	  7.08862 	 1.3628 	 1.7472E-15 	     62.2 	  0.4928185  	    *                *               *                 *             *        Beam # 66223 Not Found
J1822+0705	 275.57684 	  7.08862 	 1.3628 	 1.7472E-15 	     62.2 	  0.0379267  	    *                *               *                 *             *        Beam # 66600 Not Found
J1822-0848	 275.71608 	 -8.81639 	 2.5045 	 4.03E-16 	    186.3 	  0.1104846  	    *                *               *                 *             *        Beam # 87505 Not Found
J1822-0848	 275.71608 	 -8.81639 	 2.5045 	 4.03E-16 	    186.3 	  0.4413539  	    *                *               *                 *             *        Beam # 87882 Not Found
J1822-0848	 275.71608 	 -8.81639 	 2.5045 	 4.03E-16 	    186.3 	  0.4527706  	    *                *               *                 *             *        Beam # 88115 Not Found
J1822-0907	 275.66583 	 -9.12667 	 0.9747 	 3.55E-16 	      467 	  0.4247067  	    *                *               *                 *             *        Beam # 87505 Not Found
J1822-0907	 275.66583 	 -9.12667 	 0.9747 	 3.55E-16 	      467 	  0.3774454  	    *                *               *                 *             *        Beam # 87882 Not Found
J1822-0907	 275.66583 	 -9.12667 	 0.9747 	 3.55E-16 	      467 	  0.3317533  	    *                *               *                 *             *        Beam # 88115 Not Found
J1822-0907	 275.66583 	 -9.12667 	 0.9747 	 3.55E-16 	      467 	  0.3470346  	    *                *               *                 *             *        Beam # 88492 Not Found
J1822+1120	 275.56083 	 11.34894 	 1.7870 	 2.346E-15 	     95.2 	  0.2305712  	    *                *               *                 *             *        Beam # 60822 Not Found
J1822+1120	 275.56083 	 11.34894 	 1.7870 	 2.346E-15 	     95.2 	  0.3157354  	    *                *               *                 *             *        Beam # 61432 Not Found
J1822-1252	 275.67375 	 -12.88028 	 2.0710 	 8.476E-14 	      925 	  0.2162184  	    *                *               *                 *             *        Beam # 92673 Not Found
J1822-1252	 275.67375 	 -12.88028 	 2.0710 	 8.476E-14 	      925 	  0.4857243  	    *                *               *                 *             *        Beam # 93050 Not Found
J1822-1252	 275.67375 	 -12.88028 	 2.0710 	 8.476E-14 	      925 	  0.3288184  	    *                *               *                 *             *        Beam # 93283 Not Found
J1822-1400	 275.72518 	 -14.00067 	 0.2148 	 9.0689E-16 	    651.1 	  0.0914142  	    *                *               *                 *             *        Beam # 94270 Not Found
J1822-1400	 275.72518 	 -14.00067 	 0.2148 	 9.0689E-16 	    651.1 	  0.4736239  	    *                *               *                 *             *        Beam # 94647 Not Found
J1822-1400	 275.72518 	 -14.00067 	 0.2148 	 9.0689E-16 	    651.1 	  0.4538072  	    *                *               *                 *             *        Beam # 94880 Not Found
J1822-1604	  275.575 	 -16.07411 	 8.4377 	  2.1E-14 	        * 	  0.1637107  	    *                *               *                 *             *        Beam # 96854 Not Found
J1822-1604	  275.575 	 -16.07411 	 8.4377 	  2.1E-14 	        * 	  0.3704624  	    *                *               *                 *             *        Beam # 97231 Not Found
J1822-1604	  275.575 	 -16.07411 	 8.4377 	  2.1E-14 	        * 	  0.4632882  	    *                *               *                 *             *        Beam # 97464 Not Found
J1822-1617	 275.6525 	 -16.29306 	 0.8312 	 1.885E-15 	      647 	  0.3666328  	    *                *               *                 *             *        Beam # 96854 Not Found
J1822-1617	 275.6525 	 -16.29306 	 0.8312 	 1.885E-15 	      647 	  0.4197933  	    *                *               *                 *             *        Beam # 97231 Not Found
J1822-1617	 275.6525 	 -16.29306 	 0.8312 	 1.885E-15 	      647 	  0.2735254  	    *                *               *                 *             *        Beam # 97464 Not Found
J1822-1617	 275.6525 	 -16.29306 	 0.8312 	 1.885E-15 	      647 	  0.4389818  	    *                *               *                 *             *        Beam # 97841 Not Found
J1822-2256	 275.74564 	 -22.94184 	 1.8743 	 1.35439E-15 	   121.20 	 0.3339850 	  56750  	  49.031	  18.397	    11.771    	   1.695    	Detected in Beam #105216
J1822-2256	 275.74564 	 -22.94184 	 1.8743 	 1.35439E-15 	   121.20 	 0.4125794 	  56750  	  32.656	  18.878	    18.135    	   1.690    	Detected in Beam #105593
J1822-2256	 275.74564 	 -22.94184 	 1.8743 	 1.35439E-15 	   121.20 	 0.2788998 	  56750  	  64.713	  33.351	    16.167    	   2.977    	Detected in Beam #105826
J1823-0154	 275.96728 	 -1.90127 	 0.7598 	 1.13147E-15 	   135.87 	 0.3118135 	  57535  	  50.988	  14.053	     4.836    	   1.079    	Detected in Beam # 78156
J1823-0154	 275.96728 	 -1.90127 	 0.7598 	 1.13147E-15 	   135.87 	  0.2189354  	    *                *               *                 *             *        Beam # 78766 Not Found
J1823+0550	 275.87905 	  5.84009 	 0.7529 	 2.26734E-16 	   66.775 	  0.3880042  	    *                *               *                 *             *        Beam # 67820 Not Found
J1823+0550	 275.87905 	  5.84009 	 0.7529 	 2.26734E-16 	   66.775 	  0.2407066  	    *                *               *                 *             *        Beam # 68197 Not Found
J1823+0550	 275.87905 	  5.84009 	 0.7529 	 2.26734E-16 	   66.775 	  0.4692129  	    *                *               *                 *             *        Beam # 68430 Not Found
J1823+0550	 275.87905 	  5.84009 	 0.7529 	 2.26734E-16 	   66.775 	  0.4104931  	    *                *               *                 *             *        Beam # 68807 Not Found
J1823-1115	 275.91794 	 -11.25314 	 0.2798 	 1.37862E-15 	   428.59 	  0.1025370  	    *                *               *                 *             *        Beam # 90699 Not Found
J1823-1115	 275.91794 	 -11.25314 	 0.2798 	 1.37862E-15 	   428.59 	  0.4430169  	    *                *               *                 *             *        Beam # 91076 Not Found
J1823-1115	 275.91794 	 -11.25314 	 0.2798 	 1.37862E-15 	   428.59 	  0.4605203  	    *                *               *                 *             *        Beam # 91309 Not Found
J1823-1126	 275.83275 	 -11.43444 	 1.8465 	 3.652E-14 	      607 	  0.2999482  	    *                *               *                 *             *        Beam # 90699 Not Found
J1823-1126	 275.83275 	 -11.43444 	 1.8465 	 3.652E-14 	      607 	  0.3171971  	    *                *               *                 *             *        Beam # 91076 Not Found
J1823-1126	 275.83275 	 -11.43444 	 1.8465 	 3.652E-14 	      607 	  0.4056368  	    *                *               *                 *             *        Beam # 91309 Not Found
J1823-1126	 275.83275 	 -11.43444 	 1.8465 	 3.652E-14 	      607 	  0.4807397  	    *                *               *                 *             *        Beam # 91686 Not Found
J1823-1347	 275.85104 	 -13.79833 	 0.6171 	 9.60E-15 	     1044 	  0.3320981  	    *                *               *                 *             *        Beam # 93893 Not Found
J1823-1347	 275.85104 	 -13.79833 	 0.6171 	 9.60E-15 	     1044 	  0.1762681  	    *                *               *                 *             *        Beam # 94270 Not Found
J1823-1526	 275.83925 	 -15.43944 	 1.6254 	 4.52E-15 	      611 	  0.2865678  	    *                *               *                 *             *        Beam # 95867 Not Found
J1823-1526	 275.83925 	 -15.43944 	 1.6254 	 4.52E-15 	      611 	  0.4383245  	    *                *               *                 *             *        Beam # 96244 Not Found
J1823-1526	 275.83925 	 -15.43944 	 1.6254 	 4.52E-15 	      611 	  0.2976244  	    *                *               *                 *             *        Beam # 96477 Not Found
J1823-1807	 275.79033 	 -18.12583 	 1.6368 	  2.8E-16 	      330 	  0.2533009  	    *                *               *                 *             *        Beam # 99438 Not Found
J1823-1807	 275.79033 	 -18.12583 	 1.6368 	  2.8E-16 	      330 	  0.4632087  	    *                *               *                 *             *        Beam # 99671 Not Found
J1823-1807	 275.79033 	 -18.12583 	 1.6368 	  2.8E-16 	      330 	  0.3262995  	    *                *               *                 *             *        Beam #100048 Not Found
J1823-3021	 275.9187 	 -30.36115 	 0.0054 	 3.3750E-18 	  86.8797 	 0.2344934 	  56908  	       *	   0.000	     0.000    	   0.000    	Not Detected in #114188
J1823-3021	 275.9187 	 -30.36115 	 0.0054 	 3.3750E-18 	  86.8797 	 0.2748795 	  56931  	       *	   0.000	     0.000    	   0.000    	Not Detected in #114565
J1823-3021	 275.9187 	 -30.36115 	 0.0054 	 3.3750E-18 	  86.8797 	 0.4889861 	  56931  	       *	   0.000	     0.000    	   0.000    	Not Detected in #114798
J1823-3021	 275.92311 	 -30.36137 	 0.3786 	 2.99E-17 	    87.01 	 0.2326280 	  56908  	       *	   0.000	     0.000    	   0.000    	Not Detected in #114188
