122.931925255 27.128252415
122.619184035 25.5983628445
122.678136778 24.8250195728
122.88974525 26.3515144918
122.878086998 24.2485208883
123.002720492 25.2472202729
123.257792683 24.5995424885
123.175785711 25.8320121851
123.522613507 25.0344027123
123.922581618 24.5188726261
123.633362847 25.5610875679
124.126243566 24.9746603254
123.493918848 26.2424866301
124.179766718 25.4780557096
124.76416316 25.0774569771
124.027874864 26.0331229339
124.756657167 25.5712317651
123.434252159 26.7474382927
125.388031969 25.344099208
124.573476893 26.065853967
125.312351551 25.8314606195
124.129687656 26.5567773578
125.085053546 26.2873676414
125.799267354 26.2441422774
124.668625424 26.6883065556
125.517525385 26.6668478782
123.912458783 27.0051547194
126.174265465 26.7872484209
125.092347322 27.0086505626
125.830340865 27.1736884558
124.477457759 27.2302981643
125.378274261 27.4637827916
123.254826773 27.1902999977
125.989365178 27.7730191995
124.808907119 27.6240774426
125.501042709 28.0089267122
124.059567225 27.5825996085
124.943518445 28.1134617146
125.441334749 28.5994181615
124.312832439 28.0418927722
124.882049378 28.6447815471
123.509343437 27.6336835353
125.189368329 29.1894564759
124.307258815 28.5342446496
124.625823512 29.1687608421
123.721100446 28.2020185475
124.085888765 29.0104308547
124.184718047 29.6388177851
123.594989668 28.6843282337
123.675659982 29.4247020441
123.177019833 28.0785906348
123.249025989 29.0801023772
123.107427363 29.7363548458
122.943884787 28.5681698963
122.738584491 29.360351693
122.859456828 27.6332588499
122.420248116 29.9116768306
122.508134231 28.8765970812
122.113594968 29.4980156557
122.483326442 28.2348193891
121.950965224 29.0179457004
121.42653519 29.4738401325
121.976695352 28.4667281986
121.335193766 28.9878784063
122.331716048 27.7665529983
120.732342098 29.2788394614
121.414583668 28.4801052569
120.719467427 28.7860253933
121.728652837 27.9504290282
120.859202056 28.3053235308
120.158845357 28.4208700215
121.182168328 27.8551302393
120.365658146 27.9640378818
121.795090258 27.4482111612
120.717738711 27.5674853434
119.981319168 27.4820554174
121.253439042 27.2601895741
120.373529486 27.1327862241
122.194186968 27.1007567423
119.74400454 26.8915603988
120.888860234 26.8908669201
120.18154383 26.592133282
121.580015682 26.806844207
120.699179826 26.4078069044
120.163626488 25.988062932
121.304730062 26.3752133153
120.692811356 25.8630285476
122.077241202 26.59666244
120.330197214 25.3646655015
121.258067999 25.8800919604
122.663201014 26.7885320113
121.414075593 25.3755394787
120.046810819 23.8733516902
120.680180986 24.7661538431
121.86331177 26.0917711192
120.034249485 24.3672805446
118.928471425 23.4150642914
119.426302694 24.0951892151
120.872199314 25.3046223897
120.122525189 24.86581895
118.839907927 23.9164548121
116.68638621 22.1884770119
117.487605838 22.6843720512
116.477270276 21.6703859983
117.218638399 22.1405486636
118.377685216 23.2969454956
118.022643735 22.7075823575
117.013033566 21.605814977
117.75083043 22.1384841077
118.557678576 22.7840100536
117.547587185 21.5844090565
117.403098072 21.0424230342
118.280645577 22.1844939752
119.484142721 23.602870274
119.091037032 22.9182564054
118.07846433 21.6076211729
118.805765292 22.2813398266
119.62145041 23.1167959588
120.622857153 24.2492335968
120.148453725 23.3893841205
119.323898249 22.432644488
118.603133528 21.6771727244
117.939065977 21.0484356862
117.854119069 20.5040431319
118.468024797 21.0977268877
118.390425992 20.5383393616
118.987305392 21.1915708171
119.118989255 21.7952017173
119.832840702 22.6434164271
120.673318926 23.7520806423
120.330605702 22.9210017466
119.623342015 21.9644935714
118.916638108 20.6144870458
118.898628183 20.0595769181
119.494122855 21.3315496316
120.113408141 22.1888592701
119.430009367 20.7333510367
119.985544445 21.5197262541
122.439832149 26.0783427254
121.753114934 24.9087280432
120.81572584 23.2769823713
120.586306046 22.4737918045
121.288050542 23.7315034624
121.039075979 22.8276994592
121.751310903 24.3254306321
121.468781132 23.2644848923
122.225298162 25.1708803715
121.872912855 23.809852955
122.25120784 24.5212694076
121.730151191 22.8346981688
121.29430369 21.6642466844
120.954473923 20.1301583548
121.323181267 20.9943201646
121.695460811 22.0238210227
122.090496274 23.3485974178
122.061871684 22.4445157329
122.409379154 23.9837167885
122.387440035 22.937640862
122.114524363 21.6778953132
121.833321697 20.669464738
121.979071404 20.0806161804
122.227368964 21.0005579989
122.455429362 22.0969357551
122.663860059 23.5240096059
122.751794238 22.5765627017
122.5856941 21.3747928384
122.764708422 20.7343722331
122.903294463 21.7951266256
122.995011914 23.1300757193
123.102902517 21.1182654102
123.098963624 18.8350801797
122.984289074 20.1562399982
122.829177784 19.3130583603
122.643906291 18.5551132909
122.591100034 19.8291071298
122.388746835 19.0286292643
122.3887297 20.3887993414
122.165864683 19.5357355335
121.920390447 18.7762653425
121.711756992 19.2764108968
121.426795006 18.5566984224
121.539357955 19.8093688227
121.735422615 21.3118852994
121.231727907 19.0515249201
121.407784336 20.3797021555
121.072876406 19.57489774
120.728563825 18.8615194534
120.582670035 19.3772213291
120.204926904 18.7068476248
120.071601743 19.2164586621
120.476749018 19.9201569033
120.882060616 20.7222932594
121.334765153 22.4085161331
120.863277514 21.3590426969
120.415795656 20.4939026636
120.90943512 22.0531591189
120.406513871 21.1039190446
119.977710349 19.7492927713
119.542398611 19.092776129
119.92775869 20.3078696139
120.458444231 21.7589185958
119.927655832 20.8960167255
119.460268602 19.6173256796
119.421062556 20.1633076787
118.927190295 19.5241083953
118.381130627 19.4695366186
118.363231085 19.9961870287
121.201650868 24.2349720129
121.939129876 25.6053792303
121.230506452 24.7780864554
117.817533437 19.9727316655
117.260262745 19.4759244089
117.26410674 19.9888424472
116.690385201 19.5366172272
117.310355217 20.5108673979
116.705448613 20.0441557518
116.761684841 20.5581556344
116.143994241 20.1382890165
116.862696688 21.078609514
116.210585708 20.6452838226
115.582125528 20.2708229271
116.320359987 21.1560340149
115.659474161 20.7716298885
115.778520838 21.2738001102
115.110712943 20.9365521822
115.942706704 21.7768392956
116.954452019 22.7109147495
117.831568767 23.2402108959
119.454313803 24.5869918762
118.268498564 23.8135670974
117.290860132 23.2391035202
116.425183812 22.7844645823
117.709495334 23.7758875771
118.829232232 24.4154451758
119.57656917 25.0712304075
118.232649379 24.3269718224
117.162228273 23.7962774818
118.900849088 24.9046356428
119.805637619 25.5406454984
117.658138077 24.3078580626
