# Using S/N > 6 for detection threshold on zuul
# Using beams within 0.5 deg of pulsars from psrcat_v158_north.txt
# Flux adjusted for offset from beam center
# Expected S/N estimated from published flux values
# Flux estimated from measured S/N, uncertainty estimated from dependencies
# File generated 2018-07-18 18:10:53 (ET)
#   PSRJ  	   RA 		     Dec 	 P0 			P1 	      DM 	 Distance  	  MJD   	 S/N exp. 	  S/N meas. 	     Est. Flux	   Flux Error	Status 
#		   (deg)   	    (deg) 	 (s) 			(s/s) 	      (p/cc) 	 (deg)		  (day)					             (mJy)  	   (mJy)  
J1831-0952	 277.89293 	 -9.86714 	 0.0673 	 8.32385E-15 	      247 	  0.2378060  	      *                *               *                 *             *        Beam # 88814 Not Found
J1831-0952	 277.89293 	 -9.86714 	 0.0673 	 8.32385E-15 	      247 	  0.2764437  	      *                *               *                 *             *        Beam # 89191 Not Found
J1831-1223	 277.80346 	 -12.39194 	 2.8579 	  5.5E-15 	      342 	  0.4651048  	      *                *               *                 *             *        Beam # 91775 Not Found
J1831-1223	 277.80346 	 -12.39194 	 2.8579 	  5.5E-15 	      342 	  0.0720357  	      *                *               *                 *             *        Beam # 92385 Not Found
J1831-1329	 277.98317 	 -13.49889 	 2.1657 	 2.99E-15 	      338 	  0.4080891  	      *                *               *                 *             *        Beam # 93372 Not Found
J1831-1329	 277.98317 	 -13.49889 	 2.1657 	 2.99E-15 	      338 	  0.3941558  	      *                *               *                 *             *        Beam # 93605 Not Found
J1831-1329	 277.98317 	 -13.49889 	 2.1657 	 2.99E-15 	      338 	  0.1911373  	      *                *               *                 *             *        Beam # 93982 Not Found
J1831-1423	 277.87125 	 -14.39611 	 0.5079 	 1.0947E-15 	      352 	  0.4047009  	      *                *               *                 *             *        Beam # 94592 Not Found
J1831-1423	 277.87125 	 -14.39611 	 0.5079 	 1.0947E-15 	      352 	  0.1025326  	      *                *               *                 *             *        Beam # 94969 Not Found
J1832+0029	 278.21125 	  0.49083 	 0.5339 	 1.51E-15 	     28.3 	 0.4721377 	  57877  	   2.237	   2.864	     1.892    	   0.372    	Not Detected in # 74907
J1832+0029	 278.21125 	  0.49083 	 0.5339 	 1.51E-15 	     28.3 	 0.1041766 	  57992  	  10.763	   0.000	     0.000    	   0.000    	Not Detected in # 75284
J1832+0029	 278.21125 	  0.49083 	 0.5339 	 1.51E-15 	     28.3 	 0.4457225 	  57992  	   1.297	   6.262	     7.134    	   0.572    	Detected in Beam # 75894
J1832-0644	 278.17779 	 -6.73383 	 0.7443 	 3.7089E-14 	      578 	 0.2553430 	  58255  	   2.761	  24.704	    66.119    	  11.157    	Detected in Beam # 84633
J1832-0644	 278.17779 	 -6.73383 	 0.7443 	 3.7089E-14 	      578 	 0.2784778 	  58255  	  16.733	   0.000	     0.000    	   0.000    	Not Detected in # 85243
J1832-0827	 278.15425 	 -8.45101 	 0.6473 	 6.38793E-14 	  300.869 	 0.3474946 	  58258  	   3.858	  13.094	    35.497    	   4.086    	Detected in Beam # 86840
J1832-0827	 278.15425 	 -8.45101 	 0.6473 	 6.38793E-14 	  300.869 	  0.1852608  	      *                *               *                 *             *        Beam # 87217 Not Found
J1832-0836	 278.11497 	 -8.61527 	 0.0027 	 8.62E-21 	    28.18 	  0.1912940  	      *                *               *                 *             *        Beam # 87217 Not Found
J1832-0836	 278.11497 	 -8.61527 	 0.0027 	 8.62E-21 	    28.18 	  0.3579302  	      *                *               *                 *             *        Beam # 87827 Not Found
J1832-1021	 278.17028 	 -10.3591 	 0.3304 	 4.20203E-15 	    475.7 	  0.2462591  	      *                *               *                 *             *        Beam # 89424 Not Found
J1832-1021	 278.17028 	 -10.3591 	 0.3304 	 4.20203E-15 	    475.7 	  0.2777373  	      *                *               *                 *             *        Beam # 89801 Not Found
  J1832-28	  278.125 	 -28.71667 	 0.1993 	        * 	      127 	 0.1946540 	  56900  	       *	   2.849	     0.352    	   0.206    	Not Detected in #112303
  J1832-28	  278.125 	 -28.71667 	 0.1993 	        * 	      127 	 0.3380126 	  56902  	       *	   2.700	     0.587    	   0.209    	Not Detected in #112680
  J1832-28	  278.125 	 -28.71667 	 0.1993 	        * 	      127 	 0.4539006 	  56902  	       *	   2.752	     1.181    	   0.288    	Not Detected in #112913
J1833-0209	 278.27255 	 -2.15456 	 0.2919 	 2754.8E-18 	    325.4 	  0.2897225  	      *                *               *                 *             *        Beam # 78478 Not Found
J1833-0209	 278.27255 	 -2.15456 	 0.2919 	 2754.8E-18 	    325.4 	  0.3786115  	      *                *               *                 *             *        Beam # 78855 Not Found
J1833-0209	 278.27255 	 -2.15456 	 0.2919 	 2754.8E-18 	    325.4 	 0.3573580 	  57542  	   1.759	   2.758	     0.993    	   0.310    	Not Detected in # 79088
J1833-0209	 278.27255 	 -2.15456 	 0.2919 	 2754.8E-18 	    325.4 	 0.4731269 	  57542  	   0.863	   0.000	     0.000    	   0.000    	Not Detected in # 79465
J1833-0338	 278.42464 	  -3.6512 	 0.6867 	 4.15653E-14 	  234.538 	 0.2852204 	  58055  	 112.853	  62.064	    70.193    	  10.738    	Detected in Beam # 80685
J1833-0338	 278.42464 	  -3.6512 	 0.6867 	 4.15653E-14 	  234.538 	 0.2362523 	  57999  	 121.320	  62.796	    66.065    	  12.070    	Detected in Beam # 81062
J1833-0556	  278.412 	 -5.93472 	 1.5215 	 1.28E-15 	      461 	 0.4929004 	  58233  	   1.479	   0.000	     0.000    	   0.000    	Not Detected in # 83269
J1833-0556	  278.412 	 -5.93472 	 1.5215 	 1.28E-15 	      461 	 0.2679786 	  58233  	   5.258	   0.000	     0.000    	   0.000    	Not Detected in # 83646
J1833-0556	  278.412 	 -5.93472 	 1.5215 	 1.28E-15 	      461 	 0.4728139 	  58233  	   1.702	   0.000	     0.000    	   0.000    	Not Detected in # 83879
J1833-0556	  278.412 	 -5.93472 	 1.5215 	 1.28E-15 	      461 	 0.3058918 	  58252  	   4.470	   0.000	     0.000    	   0.000    	Not Detected in # 84256
J1833-0559	 278.28167 	 -5.99028 	 0.4835 	 1.235E-14 	      353 	 0.2320122 	  58233  	  13.306	   0.000	     0.000    	   0.000    	Not Detected in # 83646
J1833-0559	 278.28167 	 -5.99028 	 0.4835 	 1.235E-14 	      353 	 0.3037364 	  58252  	  10.010	   0.000	     0.000    	   0.000    	Not Detected in # 84256
J1833-0827	 278.41792 	 -8.45868 	 0.0853 	 9.170719E-15 	   410.95 	 0.2588637 	  58258  	  12.772	   3.250	     1.595    	   0.747    	Not Detected in # 86840
J1833-0827	 278.41792 	 -8.45868 	 0.0853 	 9.170719E-15 	   410.95 	  0.4433120  	      *                *               *                 *             *        Beam # 87217 Not Found
J1833-0827	 278.41792 	 -8.45868 	 0.0853 	 9.170719E-15 	   410.95 	  0.3175930  	      *                *               *                 *             *        Beam # 87450 Not Found
J1833-0831	 278.43487 	 -8.51881 	 7.5654 	  3.4E-12 	        * 	 0.3203360 	  58258  	       *	   4.414	     5.821    	   0.892    	Not Detected in # 86840
J1833-0831	 278.43487 	 -8.51881 	 7.5654 	  3.4E-12 	        * 	  0.4601232  	      *                *               *                 *             *        Beam # 87217 Not Found
J1833-0831	 278.43487 	 -8.51881 	 7.5654 	  3.4E-12 	        * 	  0.2679606  	      *                *               *                 *             *        Beam # 87450 Not Found
J1833-0831	 278.43487 	 -8.51881 	 7.5654 	  3.4E-12 	        * 	  0.4772716  	      *                *               *                 *             *        Beam # 87827 Not Found
J1833-1034	 278.38988 	 -10.56875 	 0.0619 	 2.02014996E-13 	    169.5 	  0.3982968  	      *                *               *                 *             *        Beam # 89424 Not Found
J1833-1034	 278.38988 	 -10.56875 	 0.0619 	 2.02014996E-13 	    169.5 	  0.4850865  	      *                *               *                 *             *        Beam # 89801 Not Found
J1833-1034	 278.38988 	 -10.56875 	 0.0619 	 2.02014996E-13 	    169.5 	  0.2184216  	      *                *               *                 *             *        Beam # 90034 Not Found
J1833-1034	 278.38988 	 -10.56875 	 0.0619 	 2.02014996E-13 	    169.5 	  0.4205886  	      *                *               *                 *             *        Beam # 90411 Not Found
J1833-1055	 278.49333 	 -10.92528 	 0.6336 	 5.27E-16 	      543 	  0.3021571  	      *                *               *                 *             *        Beam # 90034 Not Found
J1833-1055	 278.49333 	 -10.92528 	 0.6336 	 5.27E-16 	      543 	  0.3152490  	      *                *               *                 *             *        Beam # 90411 Not Found
J1833-1055	 278.49333 	 -10.92528 	 0.6336 	 5.27E-16 	      543 	  0.4073891  	      *                *               *                 *             *        Beam # 90644 Not Found
J1833-1055	 278.49333 	 -10.92528 	 0.6336 	 5.27E-16 	      543 	  0.4777385  	      *                *               *                 *             *        Beam # 91021 Not Found
J1834-0010	 278.5719 	 -0.18147 	 0.5210 	 1.053E-17 	    88.65 	 0.3221767 	  57992  	  10.854	  11.776	     7.511    	   1.079    	Detected in Beam # 75894
J1834-0010	 278.5719 	 -0.18147 	 0.5210 	 1.053E-17 	    88.65 	 0.2125652 	  57506  	  16.755	  21.391	     8.838    	   1.957    	Detected in Beam # 76504
J1834-0031	 278.71289 	 -0.52619 	 0.3295 	 4.486E-16 	    155.1 	 0.1600569 	  57506  	  10.617	   3.022	     0.511    	   0.325    	Not Detected in # 76504
J1834-0031	 278.71289 	 -0.52619 	 0.3295 	 4.486E-16 	    155.1 	 0.3712524 	  57511  	   4.624	   0.000	     0.000    	   0.000    	Not Detected in # 77114
J1834-0426	 278.60668 	 -4.43773 	 0.2901 	 7.1947E-17 	   79.308 	 0.1783405 	  58055  	  71.586	 126.724	   162.148    	  34.796    	Detected in Beam # 81672
J1834-0426	 278.60668 	 -4.43773 	 0.2901 	 7.1947E-17 	   79.308 	 0.3528264 	  58107  	  42.885	  42.255	    90.251    	   9.798    	Detected in Beam # 82282
J1834-0602	 278.65821 	 -6.04306 	 0.4879 	 1.828E-15 	      445 	 0.2455260 	  58233  	  25.024	   3.677	     1.829    	   0.532    	Not Detected in # 83879
J1834-0602	 278.65821 	 -6.04306 	 0.4879 	 1.828E-15 	      445 	 0.2763702 	  58252  	  31.737	   0.000	     0.000    	   0.000    	Not Detected in # 84256
J1834-0633	 278.62188 	 -6.55031 	 0.3173 	  6.0E-16 	      707 	 0.3523055 	  58252  	   3.702	   3.444	     2.750    	   0.505    	Not Detected in # 84256
J1834-0633	 278.62188 	 -6.55031 	 0.3173 	  6.0E-16 	      707 	 0.1805429 	  58255  	   9.568	   0.000	     0.000    	   0.000    	Not Detected in # 84866
J1834-0731	 278.56667 	 -7.51861 	 0.5130 	 5.820E-14 	    294.0 	 0.0693574 	  58258  	  21.542	   0.000	     0.000    	   0.000    	Not Detected in # 85853
J1834-0731	 278.56667 	 -7.51861 	 0.5130 	 5.820E-14 	    294.0 	 0.4810692 	  58258  	   4.021	   2.252	     3.956    	   0.610    	Not Detected in # 86230
J1834-0731	 278.56667 	 -7.51861 	 0.5130 	 5.820E-14 	    294.0 	 0.4705165 	  58258  	   3.732	   0.000	     0.000    	   0.000    	Not Detected in # 86463
J1834-0742	 278.6305 	 -7.70572 	 0.7884 	 3.24702E-14 	      552 	 0.2653656 	  58258  	   7.341	   0.000	     0.000    	   0.000    	Not Detected in # 85853
J1834-0742	 278.6305 	 -7.70572 	 0.7884 	 3.24702E-14 	      552 	 0.4931364 	  58258  	   2.042	   0.000	     0.000    	   0.000    	Not Detected in # 86230
J1834-0742	 278.6305 	 -7.70572 	 0.7884 	 3.24702E-14 	      552 	 0.2832582 	  58258  	   6.826	   0.000	     0.000    	   0.000    	Not Detected in # 86463
J1834-0812	 278.62417 	     -8.2 	 0.4911 	 9.96E-15 	     1020 	 0.3485919 	  58258  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 86463
J1834-0812	 278.62417 	     -8.2 	 0.4911 	 9.96E-15 	     1020 	 0.2241216 	  58258  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 86840
J1834-0812	 278.62417 	     -8.2 	 0.4911 	 9.96E-15 	     1020 	 0.4929828 	  58258  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 87073
J1834-0812	 278.62417 	     -8.2 	 0.4911 	 9.96E-15 	     1020 	  0.4669681  	      *                *               *                 *             *        Beam # 87450 Not Found
J1834-0845	 278.71716 	 -8.76556 	 2.4823 	 7.96E-12 	        * 	  0.1141166  	      *                *               *                 *             *        Beam # 87450 Not Found
J1834-0845	 278.71716 	 -8.76556 	 2.4823 	 7.96E-12 	        * 	  0.4194288  	      *                *               *                 *             *        Beam # 88060 Not Found
  J1834-09	   278.65 	    -9.25 	 0.5123 	        * 	      529 	  0.2969531  	      *                *               *                 *             *        Beam # 88060 Not Found
  J1834-09	   278.65 	    -9.25 	 0.5123 	        * 	      529 	  0.2255696  	      *                *               *                 *             *        Beam # 88437 Not Found
  J1834+10	 278.6125 	 10.73333 	 1.1727 	        * 	   78.479 	  0.3601704  	      *                *               *                 *             *        Beam # 61377 Not Found
  J1834+10	 278.6125 	 10.73333 	 1.1727 	        * 	   78.479 	  0.4435496  	      *                *               *                 *             *        Beam # 61754 Not Found
  J1834+10	 278.6125 	 10.73333 	 1.1727 	        * 	   78.479 	  0.2642535  	      *                *               *                 *             *        Beam # 61987 Not Found
  J1834+10	 278.6125 	 10.73333 	 1.1727 	        * 	   78.479 	  0.4359627  	      *                *               *                 *             *        Beam # 62364 Not Found
J1834-1202	 278.59633 	 -12.04067 	 0.6103 	  6.7E-18 	    342.4 	  0.1992617  	      *                *               *                 *             *        Beam # 91631 Not Found
J1834-1202	 278.59633 	 -12.04067 	 0.6103 	  6.7E-18 	    342.4 	  0.3377453  	      *                *               *                 *             *        Beam # 92008 Not Found
J1834-1202	 278.59633 	 -12.04067 	 0.6103 	  6.7E-18 	    342.4 	  0.4675183  	      *                *               *                 *             *        Beam # 92241 Not Found
J1834-1710	 278.7225 	 -17.18056 	 0.3583 	 4.69E-17 	    123.8 	  0.4973482  	      *                *               *                 *             *        Beam # 98019 Not Found
J1834-1710	 278.7225 	 -17.18056 	 0.3583 	 4.69E-17 	    123.8 	  0.0605015  	      *                *               *                 *             *        Beam # 98396 Not Found
J1834-1710	 278.7225 	 -17.18056 	 0.3583 	 4.69E-17 	    123.8 	  0.4870064  	      *                *               *                 *             *        Beam # 99006 Not Found
J1834-1855	 278.69142 	 -18.93306 	 1.4657 	 1.931E-15 	    185.2 	  0.3964483  	      *                *               *                 *             *        Beam #100370 Not Found
J1834-1855	 278.69142 	 -18.93306 	 1.4657 	 1.931E-15 	    185.2 	  0.3337670  	      *                *               *                 *             *        Beam #100603 Not Found
J1834-1855	 278.69142 	 -18.93306 	 1.4657 	 1.931E-15 	    185.2 	  0.2666220  	      *                *               *                 *             *        Beam #100980 Not Found
J1835-0114	 278.84132 	 -1.24267 	 0.0051 	  0.7E-20 	       98 	 0.4083883 	  57511  	   2.195	   3.308	     1.591    	   0.382    	Not Detected in # 77114
J1835-0114	 278.84132 	 -1.24267 	 0.0051 	  0.7E-20 	       98 	 0.3764327 	  57511  	   2.643	   2.599	     1.038    	   0.299    	Not Detected in # 77491
J1835-0114	 278.84132 	 -1.24267 	 0.0051 	  0.7E-20 	       98 	 0.3383400 	  57511  	   3.234	   2.766	     0.903    	   0.308    	Not Detected in # 77724
J1835-0114	 278.84132 	 -1.24267 	 0.0051 	  0.7E-20 	       98 	 0.3544087 	  57535  	   2.978	   0.000	     0.000    	   0.000    	Not Detected in # 78101
J1835-0349	 278.80394 	 -3.81942 	 0.8419 	 3.058E-15 	    269.6 	 0.3083626 	  58055  	   4.721	   3.069	     1.098    	   0.422    	Not Detected in # 80685
J1835-0349	 278.80394 	 -3.81942 	 0.8419 	 3.058E-15 	    269.6 	 0.2281692 	  58055  	   6.493	   3.058	     0.795    	   0.417    	Not Detected in # 81295
J1835-0522	 278.78383 	 -5.36889 	 1.0877 	  4.7E-16 	      456 	 0.3126417 	  58233  	   4.989	   0.000	     0.000    	   0.000    	Not Detected in # 82892
J1835-0522	 278.78383 	 -5.36889 	 1.0877 	  4.7E-16 	      456 	 0.1999342 	  58233  	   8.105	   2.097	     0.628    	   0.360    	Not Detected in # 83269
J1835-0643	 278.77317 	 -6.71843 	 0.3058 	 4.045598E-14 	    467.9 	 0.4835555 	  58255  	  15.821	   0.000	     0.000    	   0.000    	Not Detected in # 84489
J1835-0643	 278.77317 	 -6.71843 	 0.3058 	 4.045598E-14 	    467.9 	 0.0523369 	  58255  	  92.764	   0.000	     0.000    	   0.000    	Not Detected in # 84866
J1835-0643	 278.77317 	 -6.71843 	 0.3058 	 4.045598E-14 	    467.9 	 0.4929807 	  58255  	  13.997	   0.000	     0.000    	   0.000    	Not Detected in # 85476
J1835-0924	 278.90842 	  -9.4075 	 0.8592 	 2.139E-14 	      471 	  0.2770449  	      *                *               *                 *             *        Beam # 88060 Not Found
J1835-0924	 278.90842 	  -9.4075 	 0.8592 	 2.139E-14 	      471 	  0.4045171  	      *                *               *                 *             *        Beam # 88437 Not Found
J1835-0924	 278.90842 	  -9.4075 	 0.8592 	 2.139E-14 	      471 	  0.3358562  	      *                *               *                 *             *        Beam # 88670 Not Found
J1835-0924	 278.90842 	  -9.4075 	 0.8592 	 2.139E-14 	      471 	  0.4991276  	      *                *               *                 *             *        Beam # 89047 Not Found
J1835-0924	 278.84092 	 -9.40442 	 0.2352 	 11.84E-18 	      500 	  0.2859305  	      *                *               *                 *             *        Beam # 88060 Not Found
J1835-0924	 278.84092 	 -9.40442 	 0.2352 	 11.84E-18 	      500 	  0.3380780  	      *                *               *                 *             *        Beam # 88437 Not Found
J1835-0924	 278.84092 	 -9.40442 	 0.2352 	 11.84E-18 	      500 	  0.3941121  	      *                *               *                 *             *        Beam # 88670 Not Found
J1835-0924	 278.84092 	 -9.40442 	 0.2352 	 11.84E-18 	      500 	  0.4871972  	      *                *               *                 *             *        Beam # 89047 Not Found
J1835-0928	 278.84258 	 -9.46722 	 0.6217 	  969E-18 	      450 	  0.3460817  	      *                *               *                 *             *        Beam # 88060 Not Found
J1835-0928	 278.84258 	 -9.46722 	 0.6217 	  969E-18 	      450 	  0.3427865  	      *                *               *                 *             *        Beam # 88437 Not Found
J1835-0928	 278.84258 	 -9.46722 	 0.6217 	  969E-18 	      450 	  0.3659612  	      *                *               *                 *             *        Beam # 88670 Not Found
J1835-0928	 278.84258 	 -9.46722 	 0.6217 	  969E-18 	      450 	  0.4256095  	      *                *               *                 *             *        Beam # 89047 Not Found
J1835-0944	 278.94442 	 -9.74139 	 0.1453 	 4.390E-15 	    276.2 	  0.2814444  	      *                *               *                 *             *        Beam # 88670 Not Found
J1835-0944	 278.94442 	 -9.74139 	 0.1453 	 4.390E-15 	    276.2 	  0.2299841  	      *                *               *                 *             *        Beam # 89047 Not Found
J1835-0946	 278.93692 	 -9.77722 	 0.3795 	  4.3E-17 	    193.3 	  0.3073403  	      *                *               *                 *             *        Beam # 88670 Not Found
J1835-0946	 278.93692 	 -9.77722 	 0.3795 	  4.3E-17 	    193.3 	  0.2031143  	      *                *               *                 *             *        Beam # 89047 Not Found
J1835-1020	 278.98991 	 -10.33458 	 0.3024 	 5.91866E-15 	    113.7 	  0.0401638  	      *                *               *                 *             *        Beam # 89657 Not Found
J1835-1020	 278.98991 	 -10.33458 	 0.3024 	 5.91866E-15 	    113.7 	  0.4916944  	      *                *               *                 *             *        Beam # 90034 Not Found
J1835-1106	 278.8262 	 -11.10419 	 0.1659 	 2.0610608E-14 	  132.679 	  0.0368433  	      *                *               *                 *             *        Beam # 90644 Not Found
J1835-1106	 278.8262 	 -11.10419 	 0.1659 	 2.0610608E-14 	  132.679 	  0.4833407  	      *                *               *                 *             *        Beam # 91021 Not Found
J1835-1548	 278.95971 	 -15.81056 	 0.6705 	 1.740E-15 	      327 	  0.2263127  	      *                *               *                 *             *        Beam # 96422 Not Found
J1835-1548	 278.95971 	 -15.81056 	 0.6705 	 1.740E-15 	      327 	  0.3766471  	      *                *               *                 *             *        Beam # 96799 Not Found
J1835-1548	 278.95971 	 -15.81056 	 0.6705 	 1.740E-15 	      327 	  0.3902771  	      *                *               *                 *             *        Beam # 97032 Not Found
J1835-3259	 278.93333 	 -32.99028 	 0.0039 	        * 	    63.35 	 0.4430526 	  57095  	       *	   2.446	     0.802    	   0.238    	Not Detected in #117094
J1835-3259	 278.93333 	 -32.99028 	 0.0039 	        * 	    63.35 	 0.2249504 	  57095  	       *	   0.000	     0.000    	   0.000    	Not Detected in #117327
J1835-3259	 278.93333 	 -32.99028 	 0.0039 	        * 	    63.35 	 0.3220536 	  57095  	       *	   3.466	     0.572    	   0.216    	Not Detected in #117704
J1836-0436	 279.21579 	 -4.61047 	 0.3542 	 1.66095E-15 	    231.5 	 0.1538597 	  58107  	  88.112	   0.000	     0.000    	   0.000    	Not Detected in # 81905
J1836-0436	 279.21579 	 -4.61047 	 0.3542 	 1.66095E-15 	    231.5 	 0.4477689 	  58107  	  23.779	   0.000	     0.000    	   0.000    	Not Detected in # 82282
J1836-0436	 279.21579 	 -4.61047 	 0.3542 	 1.66095E-15 	    231.5 	 0.4031083 	  58107  	  31.510	   3.010	     2.234    	   0.533    	Not Detected in # 82515
J1836-0517	  279.105 	 -5.29306 	 0.4572 	 1.3019E-15 	      564 	 0.1049741 	  58233  	   6.550	   0.000	     0.000    	   0.000    	Not Detected in # 82892
J1836-0517	  279.105 	 -5.29306 	 0.4572 	 1.3019E-15 	      564 	 0.4265309 	  58233  	   1.740	   0.000	     0.000    	   0.000    	Not Detected in # 83502
J1836-1008	 279.22469 	 -10.13565 	 0.5627 	 1.179902E-14 	   316.98 	  0.2364022  	      *                *               *                 *             *        Beam # 89280 Not Found
J1836-1008	 279.22469 	 -10.13565 	 0.5627 	 1.179902E-14 	   316.98 	  0.2917776  	      *                *               *                 *             *        Beam # 89657 Not Found
  J1836-11	  279.025 	 -11.28333 	 0.4962 	        * 	      326 	  0.2350148  	      *                *               *                 *             *        Beam # 90644 Not Found
  J1836-11	  279.025 	 -11.28333 	 0.4962 	        * 	      326 	  0.3121590  	      *                *               *                 *             *        Beam # 91254 Not Found
J1836-1324	 279.21786 	 -13.40933 	 0.1788 	 1.0366E-15 	   157.33 	  0.2951767  	      *                *               *                 *             *        Beam # 93461 Not Found
J1836-1324	 279.21786 	 -13.40933 	 0.1788 	 1.0366E-15 	   157.33 	  0.2226638  	      *                *               *                 *             *        Beam # 93838 Not Found
J1836-2354	 279.10602 	 -23.91455 	 0.0034 	 2.318E-21 	   89.107 	 0.3579647 	  56752  	       *	   3.136	     0.806    	   0.260    	Not Detected in #106381
J1836-2354	 279.10602 	 -23.91455 	 0.0034 	 2.318E-21 	   89.107 	 0.3250059 	  56752  	       *	   0.000	     0.000    	   0.000    	Not Detected in #106758
J1836-2354	 279.10602 	 -23.91455 	 0.0034 	 2.318E-21 	   89.107 	 0.3441356 	  56773  	       *	   0.000	     0.000    	   0.000    	Not Detected in #106991
J1836-2354	 279.10602 	 -23.91455 	 0.0034 	 2.318E-21 	   89.107 	 0.4699335 	  56773  	       *	   0.000	     0.000    	   0.000    	Not Detected in #107368
J1836-2354	 279.10146 	 -23.90797 	 0.0032 	 -4.8E-22 	     93.3 	 0.3523402 	  56752  	       *	   3.136	     0.783    	   0.259    	Not Detected in #106381
J1836-2354	 279.10146 	 -23.90797 	 0.0032 	 -4.8E-22 	     93.3 	 0.3201046 	  56752  	       *	   0.000	     0.000    	   0.000    	Not Detected in #106758
J1836-2354	 279.10146 	 -23.90797 	 0.0032 	 -4.8E-22 	     93.3 	 0.3508006 	  56773  	       *	   0.000	     0.000    	   0.000    	Not Detected in #106991
J1836-2354	 279.10146 	 -23.90797 	 0.0032 	 -4.8E-22 	     93.3 	 0.4757276 	  56773  	       *	   0.000	     0.000    	   0.000    	Not Detected in #107368

# File generated 2018-07-20 12:10:24 (ET)

J1836+5925	 279.05697 	 59.42504 	 0.1733 	 1.5016E-15 	        * 	 0.3605456 	  55295  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 10684
J1836+5925	 279.05697 	 59.42504 	 0.1733 	 1.5016E-15 	        * 	 0.4618794 	  55295  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 10828
J1837-0045	 279.38398 	 -0.75296 	 0.6170 	 1.68451E-15 	    86.98 	 0.2022630 	  57506  	  40.243	  16.836	     5.636    	   1.522    	Detected in Beam # 76737
J1837-0045	 279.38398 	 -0.75296 	 0.6170 	 1.68451E-15 	    86.98 	 0.4810361 	  57511  	  17.359	   0.000	     0.000    	   0.000    	Not Detected in # 77114
J1837-0045	 279.38398 	 -0.75296 	 0.6170 	 1.68451E-15 	    86.98 	 0.3414864 	  57510  	  28.430	   7.897	     3.742    	   0.721    	Detected in Beam # 77347
J1837+0053	 279.36854 	  0.88694 	 0.4735 	  3.8E-17 	      124 	 0.4528645 	  57818  	   6.201	   0.000	     0.000    	   0.000    	Not Detected in # 74530
J1837+0053	 279.36854 	  0.88694 	 0.4735 	  3.8E-17 	      124 	 0.2990390 	  57877  	  14.606	   0.000	     0.000    	   0.000    	Not Detected in # 74763
J1837+0053	 279.36854 	  0.88694 	 0.4735 	  3.8E-17 	      124 	 0.2727021 	  57877  	  16.329	   2.396	     0.527    	   0.238    	Not Detected in # 75140
J1837-0559	 279.3486 	 -5.99119 	 0.2011 	 3.3048E-15 	    319.5 	 0.3276511 	  58233  	   5.580	   3.189	     1.831    	   0.640    	Not Detected in # 83502
J1837-0559	 279.3486 	 -5.99119 	 0.2011 	 3.3048E-15 	    319.5 	 0.4607640 	  58233  	   2.564	   0.000	     0.000    	   0.000    	Not Detected in # 83879
J1837-0559	 279.3486 	 -5.99119 	 0.2011 	 3.3048E-15 	    319.5 	 0.2658772 	  58233  	   6.764	   2.656	     1.258    	   0.576    	Not Detected in # 84112
J1837-0559	 279.3486 	 -5.99119 	 0.2011 	 3.3048E-15 	    319.5 	 0.4658405 	  58255  	   2.477	   2.545	     3.292    	   0.558    	Not Detected in # 84489
J1837-0604	 279.43146 	 -6.08028 	 0.0963 	 45.1724E-15 	    459.3 	 0.4310433 	  58233  	   7.196	   0.000	     0.000    	   0.000    	Not Detected in # 83502
J1837-0604	 279.43146 	 -6.08028 	 0.0963 	 45.1724E-15 	    459.3 	 0.1532782 	  58233  	  23.947	   2.662	     0.821    	   0.531    	Not Detected in # 84112
J1837-0604	 279.43146 	 -6.08028 	 0.0963 	 45.1724E-15 	    459.3 	 0.4345283 	  58255  	   7.037	   0.000	     0.000    	   0.000    	Not Detected in # 84489
J1837-0653	 279.31104 	 -6.88392 	 1.9058 	 7.7204E-16 	    316.1 	 0.4964605 	  58255  	  13.884	   0.000	     0.000    	   0.000    	Not Detected in # 84489
J1837-0653	 279.31104 	 -6.88392 	 1.9058 	 7.7204E-16 	    316.1 	 0.1034175 	  58255  	  73.275	   0.000	     0.000    	   0.000    	Not Detected in # 85099
J1837-0653	 279.31104 	 -6.88392 	 1.9058 	 7.7204E-16 	    316.1 	 0.4251063 	  58255  	  22.598	   2.722	     2.692    	   0.566    	Not Detected in # 85476
  J1837-08	 279.42917 	 -8.33444 	 1.0990 	        * 	      510 	 0.2581585 	  58258  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 86696
  J1837-08	 279.42917 	 -8.33444 	 1.0990 	        * 	      510 	 0.3396633 	  58258  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 87073
  J1837-08	 279.42917 	 -8.33444 	 1.0990 	        * 	      510 	  0.4112972  	      *                *               *                 *             *        Beam # 87306 Not Found
J1837+1221	 279.27967 	   12.365 	 1.9635 	 6.200E-15 	    100.6 	  0.4303224  	      *                *               *                 *             *        Beam # 59403 Not Found
J1837+1221	 279.27967 	   12.365 	 1.9635 	 6.200E-15 	    100.6 	  0.3307767  	      *                *               *                 *             *        Beam # 59636 Not Found
