# Using S/N > 6 for detection threshold on zuul
# Using beams within 0.5 deg of pulsars from psrcat_v158_north.txt
# Flux adjusted for offset from beam center
# Expected S/N estimated from published flux values
# Flux estimated from measured S/N, uncertainty estimated from dependencies
# File generated 2018-07-18 18:10:53 (ET)
#   PSRJ  	   RA 		     Dec 	 P0 			P1 	      DM 	 Distance  	  MJD   	 S/N exp. 	  S/N meas. 	     Est. Flux	   Flux Error	Status 
#		   (deg)   	    (deg) 	 (s) 			(s/s) 	      (p/cc) 	 (deg)		  (day)					             (mJy)  	   (mJy)  
  J1724-35	 261.17917 	 -35.81667 	 1.4220 	        * 	    554.9 	 0.1371166 	  57152  	       *	   0.000	     0.000    	   0.000    	Not Detected in #120618
J1724-3505	 261.19954 	 -35.09333 	 1.2217 	 2.110E-14 	      875 	 0.1043969 	  57151  	   7.394	   0.000	     0.000    	   0.000    	Not Detected in #119631
J1724-3505	 261.19954 	 -35.09333 	 1.2217 	 2.110E-14 	      875 	 0.3912898 	  57151  	   2.579	   3.117	     3.062    	   0.767    	Not Detected in #120008
J1725-0732	 261.30117 	 -7.54978 	 0.2399 	 0.4296E-15 	    58.91 	 0.1837428 	  58255  	   5.572	  16.079	     3.351    	   0.867    	Detected in Beam # 85806
J1725-0732	 261.30117 	 -7.54978 	 0.2399 	 0.4296E-15 	    58.91 	 0.3355227 	  58255  	   3.627	   7.498	     2.400    	   0.392    	Detected in Beam # 86183
J1725-2852	 261.29125 	 -28.87278 	 1.2578 	 1.99E-15 	      161 	 0.4272212 	  56900  	   4.398	   0.000	     0.000    	   0.000    	Not Detected in #112256
J1725-2852	 261.29125 	 -28.87278 	 1.2578 	 1.99E-15 	      161 	 0.4462230 	  56902  	   2.722	   4.102	     3.976    	   0.457    	Not Detected in #112489
J1725-2852	 261.29125 	 -28.87278 	 1.2578 	 1.99E-15 	      161 	 0.1495178 	  56902  	  14.406	   4.071	     0.746    	   0.486    	Not Detected in #112866
J1725-3546	 261.42583 	 -35.77111 	 1.0325 	 1.500E-14 	      744 	 0.2073236 	  57152  	 346.444	   2.523	     1.253    	   0.701    	Not Detected in #120241
J1725-3546	 261.42583 	 -35.77111 	 1.0325 	 1.500E-14 	      744 	 0.2907962 	  57152  	 254.608	   0.000	     0.000    	   0.000    	Not Detected in #120618
J1725-3848	 261.25042 	   -38.81 	 2.0624 	 2.30E-14 	      230 	 0.4348139 	  57384  	   1.964	   0.000	     0.000    	   0.000    	Not Detected in #123202
J1725-3848	 261.25042 	   -38.81 	 2.0624 	 2.30E-14 	      230 	 0.4492718 	  57213  	   1.786	   0.000	     0.000    	   0.000    	Not Detected in #123435
J1725-3848	 261.25042 	   -38.81 	 2.0624 	 2.30E-14 	      230 	 0.4674341 	  57384  	   1.579	   2.378	     2.226    	   0.413    	Not Detected in #123579
J1725-3848	 261.25042 	   -38.81 	 2.0624 	 2.30E-14 	      230 	 0.1898710 	  57384  	   3.449	   5.131	     2.198    	   0.615    	Not Detected in #123812
J1725-3853	 261.36363 	 -38.8845 	 0.0048 	    5E-20 	    158.2 	 0.4140360 	  57213  	       *	   0.000	     0.000    	   0.000    	Not Detected in #123435
J1725-3853	 261.36363 	 -38.8845 	 0.0048 	    5E-20 	    158.2 	 0.1014405 	  57384  	       *	   3.345	     1.305    	   0.929    	Not Detected in #123812
  J1726-00	 261.59583 	    -0.25 	 1.3086 	        * 	       57 	 0.3918456 	  57506  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 76080
  J1726-00	 261.59583 	    -0.25 	 1.3086 	        * 	       57 	 0.1267195 	  57506  	       *	   4.867	     0.763    	   0.227    	Not Detected in # 76457
  J1726-31	   261.65 	   -31.95 	 0.1235 	        * 	    264.4 	 0.1714546 	  56958  	  13.993	   2.775	     0.837    	   0.518    	Not Detected in #116060
  J1726-31	   261.65 	   -31.95 	 0.1235 	        * 	    264.4 	 0.4908500 	  56962  	   2.920	   2.798	     4.046    	   0.598    	Not Detected in #116293
  J1726-31	   261.65 	   -31.95 	 0.1235 	        * 	    264.4 	 0.4220582 	  56962  	   4.650	   0.000	     0.000    	   0.000    	Not Detected in #116670
J1726-3530	 261.53129 	 -35.49944 	 1.1101 	 1.216751E-12 	      718 	 0.4976318 	  57151  	   1.400	   0.000	     0.000    	   0.000    	Not Detected in #119631
J1726-3530	 261.53129 	 -35.49944 	 1.1101 	 1.216751E-12 	      718 	 0.4539504 	  57151  	   1.905	   0.000	     0.000    	   0.000    	Not Detected in #119864
J1726-3530	 261.53129 	 -35.49944 	 1.1101 	 1.216751E-12 	      718 	 0.1059418 	  57152  	   8.068	   3.519	     1.381    	   0.977    	Not Detected in #120241
J1726-3635	 261.70671 	  -36.596 	 0.2874 	 1.440E-15 	    539.2 	 0.4401944 	  57152  	   2.904	   0.000	     0.000    	   0.000    	Not Detected in #120851
J1726-3635	 261.70671 	  -36.596 	 0.2874 	 1.440E-15 	    539.2 	 0.2517420 	  57155  	   7.631	   0.000	     0.000    	   0.000    	Not Detected in #121228
J1726-3635	 261.70671 	  -36.596 	 0.2874 	 1.440E-15 	    539.2 	 0.3456281 	  57155  	   5.037	   0.000	     0.000    	   0.000    	Not Detected in #121461
J1727-2739	 261.87913 	 -27.65014 	 1.2931 	 1.10E-15 	      147 	 0.3760093 	  56783  	  42.808	   9.793	     6.190    	   0.992    	Detected in Beam #110892
J1727-2739	 261.87913 	 -27.65014 	 1.2931 	 1.10E-15 	      147 	 0.4329712 	  56810  	  43.478	   2.655	     1.653    	   0.361    	Not Detected in #111125
J1727-2739	 261.87913 	 -27.65014 	 1.2931 	 1.10E-15 	      147 	 0.2021286 	  56810  	  72.828	   7.103	     2.639    	   0.713    	Detected in Beam #111502
  J1727-29	 261.82917 	 -29.98333 	       * 	        * 	       93 	 0.4828703 	  56908  	       *	   2.591	     2.718    	   0.460    	Not Detected in #113476
  J1727-29	 261.82917 	 -29.98333 	       * 	        * 	       93 	 0.4605734 	  56908  	       *	   0.000	     0.000    	   0.000    	Not Detected in #113709
  J1727-29	 261.82917 	 -29.98333 	       * 	        * 	       93 	 0.0956325 	  56909  	       *	   2.586	     0.516    	   0.371    	Not Detected in #114086
J1727-2946	 261.8129 	 -29.77689 	 0.0271 	 2.4632E-19 	    60.74 	 0.2992382 	  56908  	   7.289	   2.591	     0.938    	   0.376    	Not Detected in #113476
J1727-2946	 261.8129 	 -29.77689 	 0.0271 	 2.4632E-19 	    60.74 	 0.4112793 	  56908  	   4.042	   0.000	     0.000    	   0.000    	Not Detected in #113709
J1727-2946	 261.8129 	 -29.77689 	 0.0271 	 2.4632E-19 	    60.74 	 0.3012521 	  56909  	   7.224	   2.586	     0.945    	   0.375    	Not Detected in #114086
J1728-0007	 262.14508 	 -0.12917 	 0.3860 	 1.122656E-15 	    41.09 	 0.4161554 	  57999  	  28.810	  22.325	    11.588    	   1.082    	Detected in Beam # 75703
J1728-0007	 262.14508 	 -0.12917 	 0.3860 	 1.122656E-15 	    41.09 	 0.2172436 	  57506  	  64.808	  40.762	     9.406    	   2.088    	Detected in Beam # 76080
J1728-0007	 262.14508 	 -0.12917 	 0.3860 	 1.122656E-15 	    41.09 	 0.4965111 	  57506  	  19.532	  10.526	     8.059    	   0.571    	Detected in Beam # 76313
J1728-0007	 262.14508 	 -0.12917 	 0.3860 	 1.122656E-15 	    41.09 	 0.3956419 	  57511  	  23.821	  21.590	    13.554    	   1.269    	Detected in Beam # 76690
J1728-3733	 262.19271 	 -37.55222 	 0.6155 	  7.2E-17 	    281.5 	 0.2721438 	  57170  	   6.247	   0.000	     0.000    	   0.000    	Not Detected in #122071
J1728-3733	 262.19271 	 -37.55222 	 0.6155 	  7.2E-17 	    281.5 	 0.2374292 	  57170  	   7.121	   0.000	     0.000    	   0.000    	Not Detected in #122448
J1728-3733	 262.19271 	 -37.55222 	 0.6155 	  7.2E-17 	    281.5 	 0.4858755 	  57213  	   1.881	   0.000	     0.000    	   0.000    	Not Detected in #122681
J1729-2117	 262.29503 	 -21.29111 	 0.0663 	 17.2E-20 	    34.49 	 0.2868383 	  56588  	   7.641	   3.793	     1.048    	   0.265    	Not Detected in #103373
J1729-2117	 262.29503 	 -21.29111 	 0.0663 	 17.2E-20 	    34.49 	 0.2147380 	  56588  	   6.914	  10.089	     3.081    	   0.722    	Detected in Beam #103750
J1730-2304	 262.59028 	 -23.07533 	 0.0081 	 2.01844E-20 	  9.61634 	 0.3311884 	  56744  	  64.765	  34.730	    28.935    	   3.646    	Detected in Beam #105580
J1730-2304	 262.59028 	 -23.07533 	 0.0081 	 2.01844E-20 	  9.61634 	 0.1766879 	  56750  	 102.172	  47.042	    24.843    	   5.513    	Detected in Beam #105957
J1730-2900	 262.5345 	 -29.01278 	 1.5384 	 8.85E-15 	      289 	 0.1403870 	  56902  	   6.358	   0.000	     0.000    	   0.000    	Not Detected in #112722
J1730-2900	 262.5345 	 -29.01278 	 1.5384 	 8.85E-15 	      289 	 0.4934558 	  56902  	   1.212	   2.569	     2.909    	   0.475    	Not Detected in #113099
J1730-2900	 262.5345 	 -29.01278 	 1.5384 	 8.85E-15 	      289 	 0.4366221 	  56903  	   1.792	   0.000	     0.000    	   0.000    	Not Detected in #113332
J1730-3350	 262.63566 	 -33.84429 	 0.1395 	 8.482941E-14 	   261.29 	 0.4728420 	  57121  	   5.855	   0.000	     0.000    	   0.000    	Not Detected in #117890
J1730-3350	 262.63566 	 -33.84429 	 0.1395 	 8.482941E-14 	   261.29 	 0.3653787 	  57121  	  11.410	   2.609	     2.355    	   0.680    	Not Detected in #118123
J1730-3350	 262.63566 	 -33.84429 	 0.1395 	 8.482941E-14 	   261.29 	 0.1625401 	  57121  	  25.221	   0.000	     0.000    	   0.000    	Not Detected in #118500
J1730-3353	 262.73158 	 -33.89389 	 3.2702 	 2.196E-14 	      256 	 0.3321013 	  57121  	 143.043	   0.000	     0.000    	   0.000    	Not Detected in #118123
J1730-3353	 262.73158 	 -33.89389 	 3.2702 	 2.196E-14 	      256 	 0.1608597 	  57121  	 267.320	   3.225	     1.311    	   0.832    	Not Detected in #118500
  J1730-34	  262.525 	    -34.8 	 0.0998 	        * 	      628 	 0.3613457 	  57127  	   0.359	   0.000	     0.000    	   0.000    	Not Detected in #119110
  J1730-34	  262.525 	    -34.8 	 0.0998 	        * 	      628 	 0.1328336 	  57151  	   0.828	   0.000	     0.000    	   0.000    	Not Detected in #119487
J1731-1847	 262.82337 	 -18.79241 	 0.0023 	 2.5407E-20 	 106.4711 	  0.1980166  	      *                *               *                 *             *        Beam #100412 Not Found
J1731-1847	 262.82337 	 -18.79241 	 0.0023 	 2.5407E-20 	 106.4711 	  0.3251394  	      *                *               *                 *             *        Beam #100789 Not Found
J1731-3123	 262.75221 	 -31.39528 	 0.7530 	 1.679E-15 	      354 	 0.4010586 	  56932  	   2.985	   2.504	     2.568    	   0.614    	Not Detected in #115306
J1731-3123	 262.75221 	 -31.39528 	 0.7530 	 1.679E-15 	      354 	 0.2812496 	  56933  	   5.469	   3.422	     1.915    	   0.821    	Not Detected in #115539
J1731-3123	 262.75221 	 -31.39528 	 0.7530 	 1.679E-15 	      354 	 0.3006529 	  56958  	   5.030	   2.811	     1.711    	   0.676    	Not Detected in #115916
J1731-3322	 262.80962 	 -33.37917 	 0.5447 	 28093E-18 	    877.4 	 0.2745574 	  56989  	   1.799	   0.000	     0.000    	   0.000    	Not Detected in #117513
J1731-3322	 262.80962 	 -33.37917 	 0.5447 	 28093E-18 	    877.4 	 0.4113381 	  57121  	   0.898	   0.000	     0.000    	   0.000    	Not Detected in #117890
J1731-3322	 262.80962 	 -33.37917 	 0.5447 	 28093E-18 	    877.4 	 0.3287029 	  57121  	   1.413	   2.376	     1.775    	   0.617    	Not Detected in #118123
J1732-1930	 263.08344 	 -19.50238 	 0.4838 	 1.8180E-16 	    72.43 	  0.3395501  	      *                *               *                 *             *        Beam #101022 Not Found
J1732-1930	 263.08344 	 -19.50238 	 0.4838 	 1.8180E-16 	    72.43 	  0.2108692  	      *                *               *                 *             *        Beam #101399 Not Found
J1732-1930	 263.08344 	 -19.50238 	 0.4838 	 1.8180E-16 	    72.43 	  0.4880250  	      *                *               *                 *             *        Beam #101632 Not Found
J1732-3131	 263.13975 	 -31.52306 	 0.1965 	 2.80483E-14 	    15.44 	 0.1813798 	  56933  	       *	   0.000	     0.000    	   0.000    	Not Detected in #115539
J1732-3131	 263.13975 	 -31.52306 	 0.1965 	 2.80483E-14 	    15.44 	 0.4465926 	  56958  	       *	   2.841	     3.878    	   0.708    	Not Detected in #115916
J1732-3131	 263.13975 	 -31.52306 	 0.1965 	 2.80483E-14 	    15.44 	 0.4047565 	  56958  	       *	   0.000	     0.000    	   0.000    	Not Detected in #116149
J1732-3426	 263.02992 	 -34.43472 	 0.3329 	 4.02E-16 	    513.5 	 0.3015931 	  57127  	   3.576	   0.000	     0.000    	   0.000    	Not Detected in #118733
J1732-3426	 263.02992 	 -34.43472 	 0.3329 	 4.02E-16 	    513.5 	 0.1919840 	  57127  	   5.339	   0.000	     0.000    	   0.000    	Not Detected in #119110
  J1732-35	  263.125 	 -35.08333 	 0.1267 	        * 	      340 	 0.4628596 	  57127  	   1.014	   0.000	     0.000    	   0.000    	Not Detected in #119343
  J1732-35	  263.125 	 -35.08333 	 0.1267 	        * 	      340 	 0.0362542 	  57151  	   4.907	   0.000	     0.000    	   0.000    	Not Detected in #119720
J1732-3729	 263.08671 	 -37.48472 	 2.1840 	 1.30E-15 	      317 	 0.4373164 	  57170  	   4.278	   2.416	     1.847    	   0.389    	Not Detected in #121927
J1732-3729	 263.08671 	 -37.48472 	 2.1840 	 1.30E-15 	      317 	 0.0585626 	  57170  	  17.199	   0.000	     0.000    	   0.000    	Not Detected in #122304
J1733-2228	 263.36016 	 -22.47701 	 0.8717 	 4.2703E-17 	    41.14 	 0.4664440 	  56663  	  22.066	  19.814	    28.932    	   1.741    	Detected in Beam #104593
J1733-2228	 263.36016 	 -22.47701 	 0.8717 	 4.2703E-17 	    41.14 	 0.4088815 	  56663  	  32.049	  24.000	    24.128    	   2.095    	Detected in Beam #104826
J1733-2228	 263.36016 	 -22.47701 	 0.8717 	 4.2703E-17 	    41.14 	 0.1246840 	  56750  	  90.192	  75.150	    26.846    	   6.984    	Detected in Beam #105203
J1733-2533	 263.35775 	 -25.55306 	 0.6598 	 2.100E-15 	      242 	 0.3559761 	  56776  	   2.856	   4.218	     1.559    	   0.478    	Not Detected in #108397
J1733-2533	 263.35775 	 -25.55306 	 0.6598 	 2.100E-15 	      242 	 0.2316754 	  56776  	   4.906	   0.000	     0.000    	   0.000    	Not Detected in #108774
J1733-2533	 263.35775 	 -25.55306 	 0.6598 	 2.100E-15 	      242 	 0.4345013 	  56779  	   1.803	   2.527	     1.479    	   0.331    	Not Detected in #109007
J1733-2837	 263.39125 	 -28.62583 	 0.7682 	 1.108E-15 	      225 	 0.3867963 	  56900  	   0.929	   0.000	     0.000    	   0.000    	Not Detected in #111968
J1733-2837	 263.39125 	 -28.62583 	 0.7682 	 1.108E-15 	      225 	 0.4561251 	  56900  	   0.603	   0.000	     0.000    	   0.000    	Not Detected in #112345
J1733-2837	 263.39125 	 -28.62583 	 0.7682 	 1.108E-15 	      225 	 0.2110222 	  56902  	   2.024	   0.000	     0.000    	   0.000    	Not Detected in #112578
J1733-3030	 263.49538 	 -30.51361 	 0.3621 	 1.6485E-15 	      636 	 0.3898826 	  56909  	   1.449	   0.000	     0.000    	   0.000    	Not Detected in #114175
J1733-3030	 263.49538 	 -30.51361 	 0.3621 	 1.6485E-15 	      636 	 0.2219310 	  56909  	   3.102	   0.000	     0.000    	   0.000    	Not Detected in #114552
J1733-3030	 263.49538 	 -30.51361 	 0.3621 	 1.6485E-15 	      636 	 0.4131350 	  56930  	   1.262	   0.000	     0.000    	   0.000    	Not Detected in #114785
J1733-3322	 263.48004 	 -33.3675 	 1.2459 	 4.10E-15 	    524.0 	 0.0579982 	  57095  	 140.751	   3.329	     1.146    	   0.859    	Not Detected in #117746
J1733-3322	 263.48004 	 -33.3675 	 1.2459 	 4.10E-15 	    524.0 	 0.4855773 	  57121  	  25.162	   2.367	     4.557    	   0.671    	Not Detected in #118123
J1733-3716	 263.36151 	 -37.28201 	 0.3376 	 1.504456E-14 	   153.18 	 0.1396395 	  57170  	 167.461	   2.611	     0.560    	   0.373    	Not Detected in #121927
J1733-3716	 263.36151 	 -37.28201 	 0.3376 	 1.504456E-14 	   153.18 	 0.3534043 	  57170  	  76.711	   2.573	     1.204    	   0.378    	Not Detected in #122304
J1734-0212	 263.69025 	 -2.21085 	 0.8394 	 4.2100E-16 	    65.05 	 0.1346210 	  57542  	  35.428	  16.654	     3.362    	   0.922    	Detected in Beam # 78753
J1734-0212	 263.69025 	 -2.21085 	 0.8394 	 4.2100E-16 	    65.05 	 0.4566479 	  57999  	  20.174	   0.000	     0.000    	   0.000    	Not Detected in # 79130
J1734-0212	 263.69025 	 -2.21085 	 0.8394 	 4.2100E-16 	    65.05 	 0.4161739 	  57999  	  26.208	   0.000	     0.000    	   0.000    	Not Detected in # 79363
J1734-2415	 263.67333 	 -24.25556 	 0.6125 	 1.051E-15 	    126.3 	 0.4136596 	  56752  	   6.917	   3.347	     1.482    	   0.353    	Not Detected in #106800
J1734-2415	 263.67333 	 -24.25556 	 0.6125 	 1.051E-15 	    126.3 	 0.4345235 	  56752  	   6.067	   2.958	     1.492    	   0.334    	Not Detected in #107033
J1734-2415	 263.67333 	 -24.25556 	 0.6125 	 1.051E-15 	    126.3 	 0.1575142 	  56755  	  20.444	   2.723	     0.408    	   0.262    	Not Detected in #107410
J1734-3058	 263.71183 	 -30.97817 	 0.5413 	 16.2E-18 	    260.0 	 0.3473607 	  56930  	   0.703	   4.443	     7.334    	   1.362    	Not Detected in #114785
J1734-3058	 263.71183 	 -30.97817 	 0.5413 	 16.2E-18 	    260.0 	 0.1821734 	  56930  	   1.922	   0.000	     0.000    	   0.000    	Not Detected in #115162
J1734-3058	 263.71183 	 -30.97817 	 0.5413 	 16.2E-18 	    260.0 	 0.4807724 	  56932  	   0.443	   2.135	     5.590    	   0.820    	Not Detected in #115395
J1734-3333	 263.61208 	 -33.55556 	 1.1693 	 2.27941E-12 	      578 	 0.2758858 	  57095  	   8.948	   3.639	     2.147    	   0.940    	Not Detected in #117746
J1734-3333	 263.61208 	 -33.55556 	 1.1693 	 2.27941E-12 	      578 	 0.4349427 	  57121  	   3.872	   0.000	     0.000    	   0.000    	Not Detected in #117979
J1734-3333	 263.61208 	 -33.55556 	 1.1693 	 2.27941E-12 	      578 	 0.3250312 	  57121  	   7.189	   0.000	     0.000    	   0.000    	Not Detected in #118356
J1735-0243	 263.95042 	    -2.73 	 0.7829 	 6.32E-16 	     55.4 	 0.1934420 	  57999  	       *	  11.395	     3.648    	   0.803    	Detected in Beam # 79363
J1735-0243	 263.95042 	    -2.73 	 0.7829 	 6.32E-16 	     55.4 	 0.4370275 	  58051  	       *	  15.131	    15.109    	   1.081    	Detected in Beam # 79740
J1735-0243	 263.95042 	    -2.73 	 0.7829 	 6.32E-16 	     55.4 	 0.3745604 	  58054  	       *	   4.369	     1.402    	   0.250    	Not Detected in # 79973
J1735-0724	 263.77072 	 -7.41458 	 0.4193 	 1.214735E-15 	   73.512 	 0.2448397 	  58255  	  63.119	 145.370	    52.720    	  10.167    	Detected in Beam # 85518
J1735-0724	 263.77072 	 -7.41458 	 0.4193 	 1.214735E-15 	   73.512 	 0.2884047 	  58255  	  66.546	  57.034	    19.619    	   3.504    	Detected in Beam # 86128
J1735-3258	 263.98708 	 -32.97194 	 0.3510 	 2.608E-14 	      758 	 0.4204204 	  56989  	   3.906	   2.783	     3.459    	   0.734    	Not Detected in #116992
J1735-3258	 263.98708 	 -32.97194 	 0.3510 	 2.608E-14 	      758 	 0.0993029 	  57095  	  13.447	   0.000	     0.000    	   0.000    	Not Detected in #117369
  J1736+05	  264.225 	      5.8 	 0.9992 	        * 	       42 	  0.2516717  	      *                *               *                 *             *        Beam # 68040 Not Found
  J1736+05	  264.225 	      5.8 	 0.9992 	        * 	       42 	  0.2980519  	      *                *               *                 *             *        Beam # 68417 Not Found
  J1736+05	  264.225 	      5.8 	 0.9992 	        * 	       42 	  0.4710137  	      *                *               *                 *             *        Beam # 68650 Not Found
J1736-2457	 264.18933 	 -24.96389 	 2.6422 	 3.43E-15 	      170 	 0.3990781 	  56755  	 159.395	   0.000	     0.000    	   0.000    	Not Detected in #107643
J1736-2457	 264.18933 	 -24.96389 	 2.6422 	 3.43E-15 	      170 	 0.2171802 	  56755  	 177.149	  10.279	     4.351    	   1.007    	Detected in Beam #108020
J1736-2457	 264.18933 	 -24.96389 	 2.6422 	 3.43E-15 	      170 	 0.4396173 	  56755  	 123.907	   0.000	     0.000    	   0.000    	Not Detected in #108253
J1736-2457	 264.18933 	 -24.96389 	 2.6422 	 3.43E-15 	      170 	 0.4633050 	  56776  	 105.753	   0.000	     0.000    	   0.000    	Not Detected in #108630
J1736-2819	 264.10304 	 -28.32833 	 1.5924 	 1.4921E-14 	      261 	 0.3466666 	  56900  	   2.641	   0.000	     0.000    	   0.000    	Not Detected in #111824
J1736-2819	 264.10304 	 -28.32833 	 1.5924 	 1.4921E-14 	      261 	 0.1524283 	  56900  	   3.790	   3.435	     1.531    	   0.584    	Not Detected in #112201
J1736-2843	 264.17746 	 -28.73083 	 6.4450 	 2.999E-14 	      331 	 0.3269001 	  56900  	  19.408	   7.007	    12.403    	   1.601    	Detected in Beam #112201
J1736-2843	 264.17746 	 -28.73083 	 6.4450 	 2.999E-14 	      331 	 0.4528358 	  56900  	  11.083	   7.342	    22.758    	   1.491    	Detected in Beam #112434
J1736-2843	 264.17746 	 -28.73083 	 6.4450 	 2.999E-14 	      331 	 0.2500989 	  56902  	  25.104	   7.968	    10.905    	   1.930    	Detected in Beam #112811
J1736-3511	 264.01125 	 -35.19889 	 0.5028 	 1.57E-15 	      106 	 0.2800071 	  57151  	   5.066	   0.000	     0.000    	   0.000    	Not Detected in #119576
J1736-3511	 264.01125 	 -35.19889 	 0.5028 	 1.57E-15 	      106 	 0.2146796 	  57151  	   6.437	   2.719	     0.803    	   0.439    	Not Detected in #119953
J1737-0811	 264.4463 	  -8.1858 	 0.0042 	 7.93E-21 	   55.311 	 0.3884619 	  58255  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 86361
J1737-0811	 264.4463 	  -8.1858 	 0.0042 	 7.93E-21 	   55.311 	 0.2617086 	  58255  	       *	   5.307	     1.727    	   0.346    	Not Detected in # 86738
J1737-0811	 264.4463 	  -8.1858 	 0.0042 	 7.93E-21 	   55.311 	  0.4448650  	      *                *               *                 *             *        Beam # 86971 Not Found
J1737-0811	 264.4463 	  -8.1858 	 0.0042 	 7.93E-21 	   55.311 	  0.4019808  	      *                *               *                 *             *        Beam # 87348 Not Found
J1737-3102	 264.39054 	 -31.03347 	 0.7687 	 3.7334E-14 	      280 	 0.2446190 	  56930  	  13.060	   3.251	     3.426    	   1.690    	Not Detected in #115018
J1737-3102	 264.39054 	 -31.03347 	 0.7687 	 3.7334E-14 	      280 	 0.2524453 	  56932  	  12.689	   0.000	     0.000    	   0.000    	Not Detected in #115395
J1737-3137	 264.26788 	 -31.6225 	 0.4504 	 1.38756E-13 	    488.1 	 0.4046103 	  56932  	   2.222	   0.000	     0.000    	   0.000    	Not Detected in #115395
J1737-3137	 264.26788 	 -31.6225 	 0.4504 	 1.38756E-13 	    488.1 	 0.4308322 	  56958  	   1.889	   0.000	     0.000    	   0.000    	Not Detected in #115772
J1737-3137	 264.26788 	 -31.6225 	 0.4504 	 1.38756E-13 	    488.1 	 0.2143787 	  56933  	   5.316	   0.000	     0.000    	   0.000    	Not Detected in #116005
J1737-3320	 264.29379 	 -33.33889 	 0.8163 	 2.251E-15 	      804 	 0.2682840 	  57095  	   7.828	   0.000	     0.000    	   0.000    	Not Detected in #117602
J1737-3320	 264.29379 	 -33.33889 	 0.8163 	 2.251E-15 	      804 	 0.2330680 	  57121  	   8.921	   3.140	     1.300    	   0.669    	Not Detected in #117979
J1737-3555	 264.41683 	 -35.92883 	 0.3976 	 6.1214E-15 	    89.41 	 0.3850355 	  57151  	  10.808	   3.405	     2.143    	   0.561    	Not Detected in #120186
J1737-3555	 264.41683 	 -35.92883 	 0.3976 	 6.1214E-15 	    89.41 	 0.2818758 	  57152  	   8.716	   6.812	     5.315    	   0.966    	Detected in Beam #120563
J1737-3555	 264.41683 	 -35.92883 	 0.3976 	 6.1214E-15 	    89.41 	 0.3362497 	  57152  	  14.026	   2.811	     1.363    	   0.460    	Not Detected in #120796
J1738+0333	 264.72486 	  3.55302 	 0.0059 	 2.411992E-20 	 33.77312 	  0.4208664  	      *                *               *                 *             *        Beam # 70857 Not Found
J1738+0333	 264.72486 	  3.55302 	 0.0059 	 2.411992E-20 	 33.77312 	  0.1664433  	      *                *               *                 *             *        Beam # 71234 Not Found
J1738+0333	 264.72486 	  3.55302 	 0.0059 	 2.411992E-20 	 33.77312 	  0.4309791  	      *                *               *                 *             *        Beam # 71844 Not Found
  J1738+04	 264.60417 	  4.33333 	 1.3918 	        * 	     23.6 	  0.4897073  	      *                *               *                 *             *        Beam # 69637 Not Found
  J1738+04	 264.60417 	  4.33333 	 1.3918 	        * 	     23.6 	  0.1223315  	      *                *               *                 *             *        Beam # 70247 Not Found
  J1738+04	 264.60417 	  4.33333 	 1.3918 	        * 	     23.6 	  0.4113634  	      *                *               *                 *             *        Beam # 70624 Not Found
J1738-2330	 264.53667 	 -23.51306 	 1.9788 	 8.559E-15 	     99.3 	 0.3249499 	  56746  	 553.312	   0.000	     0.000    	   0.000    	Not Detected in #106046
J1738-2330	 264.53667 	 -23.51306 	 1.9788 	 8.559E-15 	     99.3 	 0.4009978 	  56750  	 367.595	   3.091	     1.471    	   0.368    	Not Detected in #106279
J1738-2330	 264.53667 	 -23.51306 	 1.9788 	 8.559E-15 	     99.3 	 0.2765555 	  56752  	 686.460	   2.564	     0.653    	   0.289    	Not Detected in #106656
J1738-2647	 264.52096 	 -26.79611 	 0.3496 	 3.153E-15 	    182.2 	 0.4014429 	  56779  	  33.691	   2.623	     1.529    	   0.380    	Not Detected in #109850
J1738-2647	 264.52096 	 -26.79611 	 0.3496 	 3.153E-15 	    182.2 	 0.1818255 	  56783  	  87.015	   3.973	     0.897    	   0.540    	Not Detected in #110227
J1738-2647	 264.52096 	 -26.79611 	 0.3496 	 3.153E-15 	    182.2 	 0.4681233 	  56783  	  21.927	   3.215	     2.880    	   0.497    	Not Detected in #110460
J1738-2647	 264.52096 	 -26.79611 	 0.3496 	 3.153E-15 	    182.2 	 0.4904389 	  56783  	  18.714	   2.883	     3.025    	   0.488    	Not Detected in #110837
J1738-2736	 264.56095 	 -27.60717 	 0.6277 	 4624.3E-18 	    323.6 	 0.3244637 	  56783  	   3.134	   0.000	     0.000    	   0.000    	Not Detected in #110837
J1738-2736	 264.56095 	 -27.60717 	 0.6277 	 4624.3E-18 	    323.6 	 0.3581778 	  56810  	   2.643	   0.000	     0.000    	   0.000    	Not Detected in #111214
J1738-2736	 264.56095 	 -27.60717 	 0.6277 	 4624.3E-18 	    323.6 	 0.3200580 	  56810  	   3.200	   2.711	     1.520    	   0.551    	Not Detected in #111447
J1738-2955	 264.71767 	 -29.93083 	 0.4434 	 8.1861E-14 	    223.4 	 0.4652572 	  56903  	   1.303	   3.410	     8.010    	   1.260    	Not Detected in #113421
J1738-2955	 264.71767 	 -29.93083 	 0.4434 	 8.1861E-14 	    223.4 	 0.4874920 	  56903  	   1.114	   0.000	     0.000    	   0.000    	Not Detected in #113654
