num name RA Dec P0 dP0 P1 dP1 DM dDM W50 dW50 S400 dS400 S1400 dS1400 SPINDX dSPINDX temp
1226 J1708-3426 257.240785 -34.445594 0.692113 1e-11 4.20e-15 1e-19 190.70 0.3 21.000 0.0 36.00 0.0 2.00 0.4 -2.60 0.3 262.9566864122744
1227 J1708-3506 257.073426 -35.106289 0.004505 7e-16 1.14e-20 1.1e-23 146.73 0.002 0.550 0.0 * 0.0 1.31 0.0 * 0.0 262.9566864122744
1228 J1708-3641 257.149625 -36.689306 0.587567 1.4e-11 1.35e-16 5e-19 316.00 3.0 21.800 0.0 * 0.0 0.12 0.0 * 0.0 372.0129438931723
1229 J1708-3827 257.06875 -38.46 1.225782 7e-10 8.60e-15 5e-16 788.00 3.0 40.000 0.0 * 0.0 0.42 0.05 -2.53 0.85 471.23626012579257
1234 J1709-1640 257.360172 -16.682703 0.653054 4e-11 6.31e-15 1.3e-19 24.89 0.001 7.600 0.0 47.00 5.0 14.50 2.9 -2.00 0.3 85.81475998496886
1235 J1709+2313 257.274133 23.224403 0.004631 2e-16 3.63e-21 4e-23 25.35 0.0002 0.340 0.0 2.52 0.07 0.20 0.1 * 0.0 44.99315540878575
1236 J1709-3626 257.438125 -36.434333 0.447857 1.1e-11 2.27e-15 1.3e-18 393.60 1.1 17.000 0.0 * 0.0 0.58 0.07 -0.84 0.68 372.0129438931723
1237 J1709-3841 257.316625 -38.688056 0.586986 1.8e-10 7.86e-15 1.1e-16 356.00 3.0 19.000 0.0 * 0.0 0.31 0.04 * 0.0 471.23626012579257
1242 J1710-2616 257.520417 -26.276389 0.954158 1e-09 2.00e-17 2e-17 111.00 1.0 87.500 0.0 * 0.0 0.90 0.2 * 0.0 142.13069622510469
1243 J1710-37 257.625 -37.5 0.792659 3e-11 * 0.0 346.00 15.0 61.400 0.0 * 0.0 0.10 0.0 * 0.0 543.9404317797246
1245 J1710+49 257.620833 49.333333 0.003220 2.1e-09 * 0.0 7.09 0.08 * 0.0 14.10 0.0 * 0.0 * 0.0 38.58684520157454
1246 J1711-1509 257.979416 -15.161041 0.868804 4e-12 1.10e-15 3e-20 59.88 0.03 12.200 0.0 5.90 0.6 0.70 0.2 -1.70 0.2 85.81475998496886
1247 J1711-3826 257.935208 -38.437222 0.465365 7e-11 7.41e-15 1.6e-17 376.00 7.0 24.000 0.0 * 0.0 0.16 0.03 * 0.0 471.23626012579257
1250 J1712-2715 258.048792 -27.264722 0.255360 3e-12 1.28e-15 3e-19 92.64 0.13 33.000 0.0 * 0.0 * 0.0 * 0.0 155.83722038937051
1251 J1712-391 258.145833 -39.716667 0.778149 1e-06 * 0.0 525.00 3.0 * 0.0 * 0.0 * 0.0 * 0.0 571.2044961499489
1252 J1712-392 258.145833 -39.716667 0.092528 1e-07 * 0.0 713.00 3.0 * 0.0 * 0.0 * 0.0 * 0.0 571.2044961499489
1253 J1713+0747 258.45639 7.793745 0.004570 1.7e-17 8.53e-21 1.3e-25 15.92 0.016 0.110 0.001 36.00 0.0 10.20 11.0 -1.40 0.0 103.39486706522291
1254 J1713-3844 258.259583 -38.741389 1.600114 3e-10 1.77e-13 1.3e-16 544.00 5.0 17.000 0.0 * 0.0 0.26 0.04 * 0.0 571.2044961499489
1255 J1713-3949 258.366667 -39.816667 0.392451 5e-07 * 0.0 342.00 2.0 12.000 0.0 * 0.0 0.35 0.04 * 0.0 571.2044961499489
1256 J1714-1054 258.667175 -10.903028 0.696279 9e-12 5.88e-17 4e-19 51.00 3.0 6.200 0.0 * 0.0 0.50 0.1 * 0.0 84.62288831851096
1257 J1714-3810 258.523917 -38.17525 3.824936 1.7e-05 5.88e-11 8e-13 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 580.2925176066905
1258 J1715-3247 258.84775 -32.791667 1.260214 8e-11 9.20e-17 7e-18 164.00 3.0 60.000 0.0 * 0.0 0.08 0.0 * 0.0 324.785029109778
1259 J1715-3700 258.790208 -37.001111 0.779628 4e-10 1.46e-16 5e-17 449.00 11.0 110.000 0.0 * 0.0 0.37 0.05 * 0.0 543.9404317797246
1260 J1715-3859 258.907875 -38.990306 0.928108 3e-11 4.40e-15 7e-18 817.00 5.0 62.000 0.0 * 0.0 0.54 0.0 * 0.0 571.2044961499489
1261 J1715-3903 258.809583 -39.050556 0.278481 3e-11 3.77e-14 1.4e-17 314.00 0.6 5.400 0.0 * 0.0 0.66 0.05 * 0.0 571.2044961499489
1264 J1716-3720 259.047333 -37.345556 0.630314 6e-11 1.80e-14 1.2e-17 682.70 1.7 14.000 0.0 * 0.0 0.41 0.05 -3.75 0.68 543.9404317797246
1268 J1717+03 259.483333 3.183333 3.901000 0.0 * 0.0 25.60 0.0 8.400 0.0 * 0.0 * 0.0 * 0.0 92.81700602540903
1269 J1717-3425 259.334352 -34.416546 0.656299 7e-11 9.80e-15 5e-19 587.70 0.7 11.500 0.0 * 0.0 3.90 0.8 -2.40 0.1 372.0129438931723
1270 J1717-3737 259.3165 -37.626667 0.682419 3e-11 5.29e-15 6e-18 525.80 1.2 22.000 0.0 * 0.0 0.69 0.08 * 0.0 580.2925176066905
1271 J1717-3847 259.326667 -38.784167 1.149499 6e-10 8.20e-16 7e-17 707.00 6.0 287.000 0.0 * 0.0 0.30 0.04 * 0.0 580.2925176066905
1272 J1717-3953 259.356458 -39.898611 1.085521 1.8e-10 3.30e-17 1.9e-17 466.00 8.0 309.700 0.0 * 0.0 1.50 0.3 -3.33 0.45 479.1324099160762
1277 J1718-3714 259.577458 -37.237778 1.289379 3e-10 2.62e-14 3e-17 833.00 21.0 96.000 0.0 * 0.0 0.23 0.03 * 0.0 580.2925176066905
1278 J1718-3718 259.541667 -37.314722 3.378574 4e-10 1.61e-12 5e-17 371.10 1.7 152.000 0.0 * 0.0 0.40 0.1 -3.69 0.89 580.2925176066905
1279 J1718-3825 259.556521 -38.421683 0.074670 4e-13 1.32e-14 7e-20 247.46 0.06 1.600 0.0 * 0.0 1.70 0.1 -0.50 0.2 580.2925176066905
1282 J1719-1438 259.791971 -14.633595 0.005790 5e-16 8.04e-21 7e-24 36.86 0.004 0.300 0.0 * 0.0 0.42 0.0 * 0.0 97.88246060785511
1283 J1719-23 259.904167 -23.485278 0.454000 0.0 * 0.0 110.00 0.0 * 0.0 * 0.0 * 0.0 * 0.0 131.70181914359804
1286 J1720+00 260.229167 0.666667 3.357000 0.0 * 0.0 46.20 0.0 7.200 0.0 * 0.0 * 0.0 * 0.0 66.74481332164244
1287 J1720-0212 260.238621 -2.206639 0.477715 3e-12 8.28e-17 1.9e-20 66.98 0.04 59.000 0.0 22.00 2.0 1.00 0.2 -2.20 0.2 82.83508081882411
1288 J1720-1633 260.105026 -16.559368 1.565601 3e-11 5.80e-15 3e-19 44.83 0.03 16.200 0.0 13.00 2.0 1.10 0.4 -2.10 0.4 90.7312306091077
1289 J1720+2150 260.005417 21.836889 1.615664 7e-11 7.40e-16 2e-18 40.72 0.035 8.000 0.0 2.40 0.1 * 0.0 -0.90 0.6 50.65454582446078
1290 J1720-2446 260.093583 -24.774167 0.874265 8e-11 5.93e-16 4e-18 103.00 3.0 * 0.0 * 0.0 * 0.0 * 0.0 155.83722038937051
1291 J1720-2933 260.142156 -29.554511 0.620448 1.6e-12 7.46e-16 1.6e-20 42.64 0.03 14.500 0.0 32.00 4.0 2.20 0.4 -2.30 0.2 249.39914620631578
1292 J1720-36 260.225 -36.883333 0.092132 3e-08 * 0.0 341.00 1.0 8.410 0.0 * 0.0 0.08 0.0 * 0.0 580.2925176066905
1293 J1720-3659 260.008233 -36.985139 0.351125 5e-12 3.27e-17 9e-19 381.60 0.5 7.500 0.0 * 0.0 0.74 0.08 * 0.0 580.2925176066905
1294 J1721-1936 260.256168 -19.614046 1.004037 1.9e-10 1.62e-15 1.6e-18 75.70 0.3 20.600 0.0 0.50 0.0 0.30 0.0 * 0.0 103.99080289845185
1295 J1721-1939 260.444208 -19.663611 0.404040 1.5e-11 1.28e-16 1.5e-18 103.00 2.0 * 0.0 * 0.0 * 0.0 * 0.0 103.99080289845185
1296 J1721-2457 260.272908 -24.951714 0.003497 1.9e-16 5.54e-21 7e-24 47.76 0.019 0.920 0.0 * 0.0 0.58 0.02 -1.50 0.2 155.83722038937051
1297 J1721+35 260.4875 35.4 0.821900 0.0 * 0.0 22.00 3.0 60.000 0.0 * 0.0 * 0.0 * 0.0 33.96834249405018
1298 J1721-3532 260.386578 -35.547114 0.280424 6e-12 2.52e-14 8e-20 496.00 0.4 29.800 0.0 * 0.0 16.80 0.9 -0.80 0.0 543.9404317797246
1299 J1722-3207 260.512313 -32.129258 0.477158 4e-12 6.46e-16 3e-20 126.06 0.008 5.200 0.0 61.00 4.0 5.40 1.1 -2.01 0.06 324.785029109778
1300 J1722-3632 260.540904 -36.548139 0.399183 4e-12 4.46e-15 3e-19 416.20 0.2 18.700 0.0 * 0.0 2.70 0.5 * 0.0 580.2925176066905
1301 J1722-3712 260.746542 -37.201028 0.236173 4e-12 1.09e-14 3e-19 99.49 0.03 3.700 0.0 25.00 0.0 3.80 0.3 -2.20 0.2 446.20695513017665
1303 J1723-2837 260.846607 -28.632547 0.001856 1.1e-14 7.54e-21 5e-22 19.69 0.013 0.200 0.0 * 0.0 1.10 0.0 * 0.0 249.39914620631578
1304 J1723-2852 260.9925 -28.880833 0.625034 1.2e-09 9.00e-16 1.6e-15 172.00 6.0 50.000 0.0 * 0.0 0.13 0.01 * 0.0 249.39914620631578
1305 J1723-3659 260.781583 -36.987194 0.202722 1.7e-12 8.01e-15 4e-19 254.40 0.1 6.900 0.0 * 0.0 2.10 0.1 -0.80 0.0 580.2925176066905
1306 J1723-38 260.75 -38.333333 0.765796 1e-10 * 0.0 472.00 2.0 13.700 0.0 * 0.0 0.08 0.0 * 0.0 446.20695513017665
1307 J1724-3149 261.186958 -31.817778 0.948237 9e-11 7.25e-15 4e-17 409.00 4.0 32.000 0.0 * 0.0 0.36 0.05 -1.49 0.88 429.3717678414588
1308 J1724-35 261.179167 -35.816667 1.421990 2e-05 * 0.0 554.90 9.9 5.900 0.0 * 0.0 * 0.0 * 0.0 580.2925176066905
1309 J1724-3505 261.199542 -35.093333 1.221708 3e-10 2.11e-14 9e-17 875.00 3.0 24.000 0.0 * 0.0 0.24 0.03 * 0.0 580.2925176066905
1311 J1725-0732 261.301171 -7.549778 0.239919 4e-12 4.30e-16 3e-19 58.91 0.07 * 0.0 * 0.0 0.11 0.03 * 0.0 91.77411831725837
1312 J1725-2852 261.29125 -28.872778 1.257788 1e-08 1.99e-15 1.5e-16 161.00 10.0 38.000 0.0 * 0.0 0.25 0.0 * 0.0 249.39914620631578
1313 J1725-3546 261.425833 -35.771111 1.032471 4e-10 1.50e-14 8e-17 744.00 4.0 33.000 0.0 * 0.0 0.61 0.07 -4.07 0.61 580.2925176066905
1314 J1725-3848 261.250417 -38.81 2.062386 1.3e-09 2.30e-14 5e-16 230.00 11.0 32.000 0.0 * 0.0 0.14 0.02 * 0.0 311.67444077874103
1315 J1725-3853 261.363625 -38.8845 0.004792 3e-12 5.00e-20 3e-20 158.20 0.7 0.865 0.0 * 0.0 * 0.0 * 0.0 311.67444077874103
1317 J1726-00 261.595833 -0.25 1.308600 0.0 * 0.0 57.00 0.0 * 0.0 * 0.0 * 0.0 * 0.0 68.68160477963654
1318 J1726-31 261.65 -31.95 0.123470 9e-08 * 0.0 264.40 0.0 * 0.0 * 0.0 0.40 0.0 * 0.0 429.3717678414588
1319 J1726-3530 261.531292 -35.499444 1.110132 5e-11 1.22e-12 4e-18 718.00 4.0 37.000 0.0 * 0.0 0.39 0.03 * 0.0 580.2925176066905
1320 J1726-3635 261.706708 -36.596 0.287432 1.3e-11 1.44e-15 3e-18 539.20 0.7 7.800 0.0 * 0.0 0.29 0.04 * 0.0 446.20695513017665
1322 J1727-2739 261.879125 -27.650139 1.293100 1.6e-10 1.10e-15 3e-17 147.00 4.0 87.300 0.0 * 0.0 1.70 0.3 -2.04 0.14 249.39914620631578
1323 J1727-29 261.829167 -29.983333 * 0.0 * 0.0 93.00 10.0 7.200 0.0 * 0.0 * 0.0 * 0.0 313.7602161950424
1324 J1727-2946 261.812896 -29.776888 0.027083 1.2e-15 2.46e-19 3e-23 60.74 0.03 1.800 0.0 * 0.0 0.25 0.0 * 0.0 313.7602161950424
1325 J1728-0007 262.14508 -0.129168 0.386004 1.5e-12 1.12e-15 1.4e-20 41.09 0.03 14.400 0.0 11.00 1.0 * 0.0 -2.30 0.5 73.44909144546814
1326 J1728-3733 262.192708 -37.552222 0.615538 1.6e-10 7.20e-17 3.1e-17 281.50 0.7 8.100 0.0 * 0.0 0.19 0.03 * 0.0 311.67444077874103
1328 J1729-2117 262.295033 -21.291111 0.066293 4e-13 1.72e-19 7e-21 34.49 0.04 * 0.0 * 0.0 0.20 0.0 * 0.0 146.30224705770735
1329 J1730-2304 262.590276 -23.075331 0.008123 4e-17 2.02e-20 3e-25 9.62 0.0 0.965 0.004 43.00 6.0 3.00 1.0 -1.60 0.2 161.94556267996728
1330 J1730-2900 262.5345 -29.012778 1.538427 3e-10 8.85e-15 8e-17 289.00 5.0 23.000 0.0 * 0.0 0.13 0.0 * 0.0 313.7602161950424
1331 J1730-3350 262.635663 -33.844286 0.139460 1.8e-11 8.48e-14 1.8e-19 261.29 0.04 7.100 0.0 9.20 0.0 4.30 0.2 -1.80 0.1 620.6671703079519
1332 J1730-3353 262.731583 -33.893889 3.270242 5e-10 2.20e-14 4e-17 256.00 10.0 54.000 0.0 * 0.0 0.38 0.05 -4.08 0.9 620.6671703079519
1333 J1730-34 262.525 -34.8 0.099830 1.5e-07 * 0.0 628.00 5.0 25.900 0.0 * 0.0 0.03 0.0 * 0.0 620.6671703079519
1334 J1731-1847 262.823374 -18.792407 0.002345 1.1e-16 2.54e-20 5e-24 106.47 0.0006 0.130 0.0 * 0.0 0.37 0.0 * 0.0 123.80566935331444
1335 J1731-3123 262.752208 -31.395278 0.753048 3e-11 1.68e-15 3e-18 354.00 3.0 19.000 0.0 * 0.0 0.29 0.04 * 0.0 571.0555121916418
1336 J1731-3322 262.809625 -33.379167 0.544671 4e-11 2.81e-14 1.8e-21 877.40 0.0 33.500 0.0 * 0.0 0.10 0.0 * 0.0 620.6671703079519
1338 J1732-1930 263.08344 -19.502382 0.483770 8e-12 1.82e-16 1e-19 72.43 0.14 16.000 2.0 11.00 0.0 0.30 0.0 * 0.0 123.80566935331444
1339 J1732-3131 263.13975 -31.523056 0.196543 2e-11 2.80e-14 1.2e-18 15.44 0.32 * 0.0 * 0.0 * 0.0 * 0.0 571.0555121916418
1340 J1732-3426 263.029917 -34.434722 0.332887 4e-11 4.02e-16 9e-18 513.50 1.8 14.000 0.0 * 0.0 0.24 0.0 * 0.0 499.84118012078216
1341 J1732-35 263.125 -35.083333 0.126690 5e-12 * 0.0 340.00 2.0 6.600 0.0 * 0.0 0.13 0.0 * 0.0 499.84118012078216
1342 J1732-3729 263.086708 -37.484722 2.184001 1.5e-10 1.30e-15 5e-17 317.00 3.0 40.000 0.0 * 0.0 0.31 0.04 * 0.0 311.67444077874103
1346 J1733-2228 263.360157 -22.477009 0.871683 3e-12 4.27e-17 1e-20 41.14 0.03 61.300 0.0 25.00 3.0 4.00 0.8 -1.90 0.2 161.94556267996728
1347 J1733-2533 263.35775 -25.553056 0.659794 4e-11 2.10e-15 5e-18 242.00 5.0 36.000 0.0 * 0.0 0.10 0.0 * 0.0 227.4985043351518
1348 J1733-2837 263.39125 -28.625833 0.768185 6e-11 1.11e-15 8e-18 225.00 5.0 12.000 0.0 * 0.0 0.07 0.0 * 0.0 470.1933724176419
1349 J1733-3030 263.495375 -30.513611 0.362052 1.4e-11 1.65e-15 1.1e-18 636.00 3.0 16.000 0.0 * 0.0 0.20 0.03 * 0.0 902.3958354669383
1350 J1733-3322 263.480042 -33.3675 1.245915 8e-11 4.10e-15 3e-17 524.00 1.7 34.300 0.0 * 0.0 0.80 0.2 -1.80 0.4 620.6671703079519
1351 J1733-3716 263.361512 -37.282008 0.337594 1.2e-11 1.50e-14 1.9e-19 153.18 0.08 3.900 0.0 * 0.0 3.60 0.2 -0.60 0.2 311.67444077874103
1354 J1734-0212 263.690254 -2.210854 0.839394 9e-12 4.21e-16 8e-20 65.05 0.09 9.600 0.0 5.70 0.0 * 0.0 * 0.0 85.66577602666162
1355 J1734-2415 263.673333 -24.255556 0.612524 1.2e-10 1.05e-15 1.2e-17 126.30 0.7 * 0.0 * 0.0 0.29 0.0 * 0.0 186.37893184235423
1356 J1734-3058 263.711829 -30.978167 0.541286 5e-12 1.62e-17 5e-19 260.00 1.4 10.700 0.0 * 0.0 0.11 0.0 * 0.0 902.3958354669383
1357 J1734-3333 263.612083 -33.555556 1.169341 5e-09 2.28e-12 5e-17 578.00 9.0 230.600 0.0 * 0.0 0.49 0.06 -0.50 0.4 620.6671703079519
1358 J1735-0243 263.950417 -2.73 0.782887 5e-10 6.32e-16 1.2e-17 55.40 0.5 102.000 2.0 * 0.0 * 0.0 * 0.0 93.41294185863798
1359 J1735-0724 263.770715 -7.414581 0.419335 1.1e-12 1.21e-15 9e-21 73.51 0.004 4.500 0.0 18.00 2.0 2.30 0.5 -1.80 0.1 115.16459977149466
1360 J1735-3258 263.987083 -32.971944 0.350963 1.2e-10 2.61e-14 7e-17 758.00 3.0 95.300 0.0 * 0.0 0.35 0.06 -0.10 0.4 620.6671703079519
1361 J1736+05 264.225 5.8 0.999245 3e-06 * 0.0 42.00 8.0 * 0.0 * 0.0 * 0.0 * 0.0 124.25262122823618
1362 J1736-2457 264.189333 -24.963889 2.642223 1.4e-10 3.43e-15 3e-17 170.00 4.0 60.000 0.0 * 0.0 0.84 0.02 -3.24 0.3 227.4985043351518
1363 J1736-2819 264.103042 -28.328333 1.592419 1.3e-10 1.49e-14 1.3e-17 261.00 11.0 21.000 0.0 * 0.0 0.16 0.03 * 0.0 470.1933724176419
1364 J1736-2843 264.177458 -28.730833 6.445036 1.7e-09 3.00e-14 1.7e-16 331.00 10.0 145.000 0.0 * 0.0 0.43 0.05 -3.16 0.68 470.1933724176419
1365 J1736-3511 264.01125 -35.198889 0.502803 1.3e-10 1.57e-15 8e-17 106.00 3.0 15.000 0.0 * 0.0 0.18 0.03 * 0.0 361.7330507699729
1366 J1737-0811 264.446301 -8.185802 0.004175 8e-16 7.93e-21 8e-23 55.31 0.003 0.520 0.06 * 0.0 * 0.0 * 0.0 125.29550893638682
1367 J1737-3102 264.390542 -31.033472 0.768672 5e-11 3.73e-14 6e-18 280.00 6.0 15.000 0.0 * 0.0 0.60 0.1 -2.26 0.49 1322.2326299767337
1368 J1737-3137 264.267875 -31.6225 0.450432 7e-11 1.39e-13 3e-18 488.10 0.4 16.300 0.0 * 0.0 0.88 0.06 -2.00 0.3 1322.2326299767337
1369 J1737-3320 264.293792 -33.338889 0.816273 6e-11 2.25e-15 6e-18 804.00 5.0 42.000 0.0 * 0.0 0.35 0.04 * 0.0 499.84118012078216
1370 J1737-3555 264.416829 -35.928833 0.397585 3e-12 6.12e-15 2e-19 89.41 0.04 5.400 0.0 * 0.0 1.00 0.2 -1.20 0.4 361.7330507699729
1371 J1738+0333 264.724867 3.553023 0.005850 1.1e-18 2.41e-20 1.4e-25 33.77 4e-05 0.430 0.0 * 0.0 0.67 0.0 * 0.0 96.83957289970445
1372 J1738+04 264.604167 4.333333 1.391790 0.0 * 0.0 23.60 0.0 28.000 0.0 * 0.0 * 0.0 * 0.0 96.83957289970445
1373 J1738-2330 264.536667 -23.513056 1.978847 4e-11 8.56e-15 4e-18 99.30 1.8 * 0.0 * 0.0 1.05 0.03 -3.69 0.42 227.4985043351518
1374 J1738-2647 264.520958 -26.796111 0.349591 5e-11 3.15e-15 1.5e-17 182.20 1.6 12.000 0.0 * 0.0 0.44 0.05 -2.74 0.58 293.4983978652581
1375 J1738-2736 264.56095 -27.607167 0.627716 1.9e-11 4.62e-15 7e-19 323.60 0.7 13.700 0.0 * 0.0 0.17 0.0 * 0.0 470.1933724176419
1376 J1738-2955 264.717667 -29.930833 0.443398 4e-10 8.19e-14 6e-18 223.40 0.6 6.000 0.0 * 0.0 0.24 0.02 * 0.0 902.3958354669383
1377 J1738-3107 264.6975 -31.128889 0.549498 1.3e-10 2.96e-16 7e-17 735.00 10.0 34.000 0.0 * 0.0 0.26 0.04 * 0.0 1322.2326299767337
1378 J1738-3211 264.725772 -32.198235 0.768499 3e-12 7.95e-16 1.8e-20 49.59 0.04 11.300 0.0 2.90 0.0 2.40 0.5 -0.90 0.2 620.6671703079519
1379 J1738-3316 264.643542 -33.267111 0.730373 5e-11 8.86e-17 4e-18 273.00 4.0 91.000 0.0 * 0.0 0.55 0.07 -3.83 0.77 499.84118012078216
1380 J1739+0612 264.824858 6.207889 0.234169 3e-12 1.56e-16 1.2e-19 101.50 1.3 9.600 0.0 * 0.0 0.80 0.2 * 0.0 124.25262122823618
1381 J1739-1313 264.990921 -13.221833 1.215698 9e-12 8.17e-17 9e-19 58.20 0.5 7.100 0.0 * 0.0 0.90 0.2 * 0.0 133.63861060159215
1382 J1739-2521 264.885954 -25.365556 1.818461 2.4e-10 2.40e-16 2e-17 186.40 0.0 43.000 0.0 * 0.0 * 0.0 * 0.0 293.4983978652581
1383 J1739-2903 264.892825 -29.050967 0.322882 9e-12 7.88e-15 7e-20 138.55 0.02 6.000 0.0 * 0.0 4.50 0.3 -1.30 0.3 902.3958354669383
1384 J1739-3023 264.915833 -30.386667 0.114368 4e-11 1.14e-14 1.2e-19 170.50 0.1 2.900 0.0 * 0.0 1.01 0.07 -1.50 0.2 1322.2326299767337
1385 J1739-3049 264.84675 -30.827778 0.239317 1.8e-11 2.18e-15 1.8e-18 573.20 2.1 18.800 0.0 * 0.0 0.50 0.1 * 0.0 1322.2326299767337
1386 J1739-3131 264.851267 -31.520916 0.529441 1.5e-10 1.86e-14 1.5e-18 600.10 1.2 20.700 0.0 * 0.0 6.20 1.2 -0.90 0.2 1322.2326299767337
1387 J1739-3159 264.952833 -31.996944 0.877561 1.5e-10 1.97e-16 1.5e-17 337.00 5.0 55.800 0.0 * 0.0 1.40 0.3 -2.21 0.58 965.565033789207
1388 J1739-3951 264.909375 -39.86675 0.341772 1e-11 1.99e-17 5e-18 24.60 0.4 9.400 0.0 * 0.0 0.12 0.0 * 0.0 167.90492101225678
1389 J1740+1000 265.108125 10.00175 0.154087 2e-12 2.15e-14 2e-19 23.90 0.025 8.400 0.0 3.10 0.2 0.90 0.2 -0.70 0.3 84.92085623512544
1390 J1740+1311 265.030606 13.199081 0.803050 4e-12 1.45e-15 1.2e-20 48.67 0.00043 25.900 0.0 24.00 2.0 2.10 0.4 -1.40 0.1 65.70192561349178
1391 J1740-2540 265.188833 -25.671944 1.692656 9e-11 1.85e-15 1.2e-17 333.00 5.0 30.000 0.0 * 0.0 0.16 0.03 * 0.0 293.4983978652581
1392 J1740-3015 265.140917 -30.262083 0.606887 4e-11 4.66e-13 1.2e-17 151.96 0.01 2.400 0.0 24.60 0.0 8.90 0.5 -1.11 0.06 1322.2326299767337
1393 J1740-3052 265.208338 -30.867861 0.570313 3e-12 2.55e-14 9.5e-20 738.78 0.08 8.900 0.0 * 0.0 0.70 0.2 -3.39 0.54 1322.2326299767337
1394 J1740-3327 265.107167 -33.464861 0.515001 1.4e-11 3.90e-15 1.4e-18 274.10 1.5 11.000 0.0 * 0.0 0.30 0.04 * 0.0 499.84118012078216
1396 J1741-0840 265.343982 -8.675506 2.043082 6e-12 2.27e-15 5e-20 74.90 0.05 57.900 0.0 29.00 8.0 1.40 0.4 -2.50 0.3 133.93657851820663
1397 J1741+1351 265.37977 13.862254 0.003747 8e-18 3.02e-20 1.5e-25 24.20 0.00014 0.160 0.0 * 0.0 0.93 0.0 * 0.0 65.70192561349178
1398 J1741-2019 265.278625 -20.323333 3.904506 1.3e-10 1.63e-14 1.3e-17 74.90 0.4 120.000 0.0 * 0.0 * 0.0 * 0.0 181.0155093432937
1399 J1741-2054 265.488667 -20.903278 0.413700 1.8e-10 1.70e-14 6e-18 4.70 0.1 * 0.0 * 0.0 0.16 0.0 * 0.0 181.0155093432937
1400 J1741-2719 265.396083 -27.323056 0.346797 1.9e-11 8.06e-17 4e-18 361.90 0.4 14.000 0.0 * 0.0 0.20 0.0 * 0.0 396.89326493048094
1401 J1741-2733 265.255583 -27.564167 0.892959 6e-11 1.48e-16 8e-18 149.20 1.7 40.900 0.0 * 0.0 1.80 0.4 -2.20 0.4 396.89326493048094
1402 J1741+2758 265.472958 27.969167 1.360738 4e-10 1.84e-15 1e-18 29.14 0.00011 7.000 0.0 3.00 0.1 * 0.0 -1.10 0.2 43.950267700635095
1403 J1741-2945 265.310292 -29.759722 0.223558 1.5e-11 6.34e-16 2e-18 310.30 1.2 10.700 0.0 * 0.0 0.60 0.1 * 0.0 1322.2326299767337
1404 J1741-3016 265.279333 -30.275278 1.893749 1.8e-10 8.99e-15 6e-17 382.00 6.0 35.200 0.0 * 0.0 2.00 0.4 -2.40 0.4 1322.2326299767337
1405 J1741-34 265.475 -34.316667 0.875137 2e-06 * 0.0 241.00 8.0 19.100 0.0 * 0.0 0.20 0.0 * 0.0 361.7330507699729
1406 J1741-3927 265.325337 -39.460556 0.512211 8e-12 1.93e-15 1.4e-18 158.50 0.6 10.500 0.0 35.00 0.0 5.50 1.1 -1.60 0.1 167.90492101225678
1407 J1742-3957 265.518458 -39.956111 1.016349 4e-10 8.16e-17 2.9e-17 186.00 8.0 66.000 0.0 * 0.0 0.14 0.0 * 0.0 167.90492101225678
1409 J1743-0339 265.784105 -3.653189 0.444645 1e-10 1.56e-15 8e-19 30.26 0.11 6.500 0.0 3.10 0.0 0.50 0.0 -1.10 0.1 111.88695268873543
1410 J1743+05 265.816667 5.483333 1.473630 0.0 * 0.0 56.10 0.0 55.000 0.0 * 0.0 * 0.0 * 0.0 126.78534851945919
1411 J1743-1351 265.906759 -13.860546 0.405337 1e-11 4.78e-16 9e-20 116.30 0.03 14.600 0.0 6.10 0.8 0.50 0.1 -2.00 0.2 144.51443955802048
1412 J1743-2442 265.833833 -24.715278 1.242508 1.1e-10 4.72e-16 1e-17 239.00 5.0 75.000 0.0 * 0.0 0.14 0.02 * 0.0 293.4983978652581
1413 J1743-3150 265.902857 -31.83936 2.414576 6e-11 1.21e-13 6e-19 193.05 0.07 42.300 0.0 6.60 0.0 2.10 0.4 -0.90 0.9 965.565033789207
1414 J1743-3153 265.814854 -31.884806 0.193105 7e-12 1.06e-14 4e-19 505.70 1.2 11.700 0.0 * 0.0 0.60 0.1 * 0.0 965.565033789207
1415 J1743-35 265.775 -35.533333 0.569980 9e-06 * 0.0 174.00 5.0 16.900 0.0 * 0.0 0.05 0.0 * 0.0 274.8754030768534
1417 J1744-1134 266.122524 -11.581856 0.004075 7e-18 8.93e-21 5e-26 3.14 0.0 0.137 0.001 18.00 2.0 13.00 8.0 -1.70 0.1 133.63861060159215
1418 J1744-1610 266.068892 -16.176611 1.757206 1.6e-11 2.38e-15 1.6e-18 66.67 0.14 36.000 0.0 * 0.0 * 0.0 * 0.0 146.30224705770735
1419 J1744-2335 266.201958 -23.598611 1.683507 2e-11 8.33e-16 9e-19 96.66 0.02 26.000 0.0 16.00 0.0 0.20 0.0 * 0.0 293.4983978652581
1420 J1744-3130 266.023675 -31.501111 1.066061 4e-11 2.12e-14 1.2e-17 192.90 0.7 16.000 0.0 * 0.0 0.70 0.1 -1.10 0.3 965.565033789207
1421 J1744-3922 266.011146 -39.372528 0.172444 2e-12 1.55e-18 1.2e-19 148.10 0.7 3.400 0.0 * 0.0 0.11 0.16 * 0.0 167.90492101225678
