num name RA Dec P0 dP0 P1 dP1 DM dDM W50 dW50 S400 dS400 S1400 dS1400 SPINDX dSPINDX temp
1708 J1819-0925 274.960592 -9.430528 0.852047 1.5e-11 3.13e-15 1.1e-18 378.00 3.0 20.000 0.0 * 0.0 0.72 0.08 -2.92 0.35 245.07861141540587
1709 J1819-1008 274.916608 -10.141111 0.301490 7e-12 1.32e-15 5e-19 404.00 3.0 9.900 0.0 * 0.0 0.35 0.04 * 0.0 356.2206443126051
1710 J1819-1114 274.869917 -11.245278 0.294163 2e-11 5.66e-16 6e-18 310.00 5.0 94.100 0.0 * 0.0 1.07 0.05 * 0.0 356.2206443126051
1711 J1819-1131 274.992292 -11.524722 1.388137 1.6e-10 7.61e-16 1e-17 578.00 13.0 64.000 0.0 * 0.0 0.15 0.03 * 0.0 356.2206443126051
1712 J1819+1305 274.984275 13.087569 1.060364 7e-12 3.59e-16 2e-19 64.81 0.013 56.000 0.0 6.20 0.0 1.10 0.2 -0.70 0.5 93.71090977525245
1713 J1819-1318 274.931917 -13.311667 1.515696 1.2e-10 5.97e-16 3e-17 35.10 1.5 23.000 0.0 * 0.0 0.16 0.0 * 0.0 449.48460221293584
1714 J1819-1408 274.986667 -14.133778 1.788490 1.6e-09 2.59e-15 1.6e-16 1075.00 41.0 116.800 0.0 * 0.0 0.50 0.1 * 0.0 514.8885599098132
1715 J1819-1458 274.892387 -14.967658 4.263164 4e-10 5.75e-13 1.9e-17 196.00 0.4 3.000 0.0 * 0.0 * 0.0 * 0.0 543.0465280298811
1716 J1819-1510 274.973712 -15.172389 0.226539 4e-12 7.85e-18 9e-19 421.70 1.1 6.900 0.0 * 0.0 0.60 0.1 -3.39 0.57 543.0465280298811
1717 J1819-17 274.875 -17.083333 2.352135 1.5e-05 * 0.0 67.00 23.0 87.100 0.0 * 0.0 0.14 0.0 * 0.0 474.662891166859
1718 J1819-1717 274.930833 -17.287778 0.393522 6e-11 3.45e-15 6e-18 405.00 2.0 31.500 0.0 * 0.0 0.26 0.02 * 0.0 474.662891166859
1719 J1820-0427 275.2192 -4.46059 0.598076 1.5e-11 6.33e-15 4e-20 84.44 0.017 10.500 0.0 157.00 6.0 9.30 1.9 -2.10 0.1 200.68139183984903
1720 J1820-0509 275.0947 -5.160694 0.337321 3e-12 9.32e-16 3e-19 104.00 0.3 9.000 0.0 * 0.0 0.25 0.0 * 0.0 200.68139183984903
1721 J1820-1346 275.082331 -13.77091 0.921460 5e-12 4.50e-15 4e-20 776.70 1.7 33.000 0.0 * 0.0 2.00 0.2 -1.60 0.4 514.8885599098132
1722 J1820-1529 275.170083 -15.497222 0.333243 1.8e-11 3.79e-14 1e-18 768.50 0.6 32.200 0.0 * 0.0 0.83 0.08 -1.70 0.2 543.0465280298811
1723 J1820-1818 275.162865 -18.300905 0.309905 9e-13 9.36e-17 6e-21 436.00 1.2 12.400 0.0 * 0.0 1.50 0.3 * 0.0 324.9340130680852
1724 J1821+0155 275.412015 1.922776 0.033781 1.3e-13 2.90e-20 1.9e-22 51.75 3e-05 * 0.0 * 0.0 * 0.0 * 0.0 142.13069622510469
1725 J1821-0256 275.292958 -2.944056 0.414111 1.4e-11 3.72e-17 1.4e-18 84.00 0.4 10.000 0.0 * 0.0 0.19 0.0 * 0.0 200.68139183984903
1726 J1821-0331 275.43625 -3.520194 0.902316 4e-11 2.53e-15 2e-17 171.50 0.0 * 0.0 * 0.0 0.20 0.0 * 0.0 200.68139183984903
1727 J1821-1419 275.392917 -14.323889 1.656010 9e-10 8.95e-13 3e-16 1123.00 16.0 99.000 0.0 * 0.0 0.20 0.03 * 0.0 514.8885599098132
1728 J1821-1432 275.415737 -14.548111 1.915131 8e-11 5.37e-15 8e-18 570.00 20.0 37.000 0.0 * 0.0 0.22 0.0 * 0.0 514.8885599098132
1729 J1821+1715 275.306262 17.263072 1.366682 1e-11 8.71e-16 1.1e-18 60.28 0.0025 45.000 0.0 3.70 0.2 * 0.0 -0.50 0.5 82.38812894390239
1730 J1821+41 275.5 41.75 1.261787 4.6e-05 * 0.0 40.00 3.0 * 0.0 2.60 0.0 * 0.0 * 0.0 31.13764728621266
1731 J1822+0705 275.576841 7.088617 1.362817 1.9e-11 1.75e-15 3e-19 62.20 0.3 * 0.0 3.80 0.1 * 0.0 * 0.0 103.54385102353014
1732 J1822-0848 275.716083 -8.816389 2.504518 5e-11 4.03e-16 1.1e-17 186.30 0.7 31.000 0.0 * 0.0 0.04 0.0 * 0.0 308.39679369598184
1733 J1822-0907 275.665833 -9.126667 0.974700 6e-11 3.55e-16 3e-18 467.00 5.0 28.000 0.0 * 0.0 0.12 0.02 * 0.0 308.39679369598184
1734 J1822+1120 275.560833 11.348944 1.787037 4e-11 2.35e-15 4e-18 95.20 0.6 25.000 0.0 0.50 0.0 * 0.0 * 0.0 89.39037498434257
1735 J1822-1252 275.67375 -12.880278 2.071040 5e-10 8.48e-14 3e-17 925.00 25.0 105.000 0.0 * 0.0 0.25 0.04 * 0.0 514.8885599098132
1736 J1822-1400 275.725178 -14.000667 0.214771 6e-12 9.07e-16 5e-20 651.10 0.9 9.100 0.0 * 0.0 0.80 0.09 -2.25 0.43 514.8885599098132
1737 J1822-1604 275.575 -16.074111 8.437721 7e-08 2.14e-14 3e-15 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 474.662891166859
1738 J1822-1617 275.6525 -16.293056 0.831156 3e-10 1.89e-15 1.2e-17 647.00 19.0 115.000 0.0 * 0.0 0.20 0.03 * 0.0 474.662891166859
1739 J1822-2256 275.745642 -22.941836 1.874269 6e-12 1.35e-15 4e-20 121.20 0.04 43.700 0.0 25.00 2.0 3.80 0.8 -1.80 0.1 253.57069703891838
1741 J1823-0154 275.967275 -1.90127 0.759777 4e-12 1.13e-15 4e-20 135.87 0.05 8.100 0.0 13.00 0.0 0.78 0.09 * 0.0 200.68139183984903
1742 J1823+0550 275.879055 5.840086 0.752907 1e-12 2.27e-16 9e-21 66.78 0.003 10.200 0.0 18.00 2.0 1.70 0.4 -1.70 0.2 113.07882435519335
1743 J1823-1115 275.917945 -11.253135 0.279829 5e-12 1.38e-15 4e-20 428.59 0.09 26.000 0.0 11.00 2.0 3.20 0.3 -1.52 0.09 449.48460221293584
1744 J1823-1126 275.83275 -11.434444 1.846534 3e-10 3.65e-14 1.1e-16 607.00 3.0 23.000 0.0 * 0.0 0.51 0.06 * 0.0 449.48460221293584
1745 J1823-1347 275.851042 -13.798333 0.617107 1.2e-10 9.60e-15 3e-17 1044.00 6.0 34.600 0.0 * 0.0 0.41 0.08 -1.31 0.94 514.8885599098132
1746 J1823-1526 275.83925 -15.439444 1.625405 1.6e-10 4.52e-15 3e-17 611.00 5.0 41.000 0.0 * 0.0 0.47 0.06 -2.38 0.7 474.662891166859
1747 J1823-1807 275.790333 -18.125833 1.636792 1.7e-10 2.79e-16 4e-17 330.00 4.0 34.600 0.0 * 0.0 0.39 0.08 * 0.0 324.9340130680852
1748 J1823-3021A 275.918696 -30.361146 0.005440 3.1e-15 3.38e-18 2e-21 86.88 0.0056 * 0.0 16.00 5.0 0.72 0.02 -2.70 0.9 134.38353039312832
1749 J1823-3021B 275.923106 -30.361372 0.378596 2.7e-12 2.99e-17 1.4e-18 87.01 0.1 6.000 0.0 2.20 0.2 0.07 0.03 -2.00 0.4 134.38353039312832
1750 J1823-3021C 275.921465 -30.360681 0.405936 5.3e-12 2.24e-16 2.5e-18 86.88 0.24 * 0.0 * 0.0 * 0.0 * 0.0 134.38353039312832
1751 J1823-3021D 275.91888 -30.362128 0.003020 5.9e-14 * 0.0 86.80 1.1 * 0.0 * 0.0 * 0.0 * 0.0 134.38353039312832
1752 J1823-3021E 275.91875 -30.361167 0.004394 0.0 * 0.0 91.40 0.0 * 0.0 * 0.0 * 0.0 * 0.0 134.38353039312832
1753 J1823-3021F 275.91875 -30.361167 0.004850 0.0 * 0.0 86.70 0.0 * 0.0 * 0.0 * 0.0 * 0.0 134.38353039312832
1754 J1823-3106 275.944952 -31.11382 0.284054 5e-12 2.93e-15 4e-20 50.24 0.004 3.600 0.0 36.00 4.0 5.60 1.1 -1.80 0.2 134.38353039312832
1755 J1824-0127 276.222625 -1.464278 2.499468 1.1e-10 3.91e-15 1.1e-17 58.00 1.5 20.000 0.0 * 0.0 0.59 0.0 * 0.0 181.0155093432937
1756 J1824+10 276.020833 10.283333 0.004070 0.0 * 0.0 60.00 0.0 * 0.0 * 0.0 * 0.0 * 0.0 97.58449269124063
1757 J1824-1118 276.123079 -11.311837 0.435759 1.8e-11 3.55e-15 1.4e-19 603.00 2.0 23.000 0.0 * 0.0 1.30 0.14 -2.10 0.2 449.48460221293584
1758 J1824-1159 276.233963 -11.998167 0.362492 8e-12 5.38e-15 2e-18 463.40 2.4 10.800 0.0 * 0.0 0.70 0.1 * 0.0 514.8885599098132
1759 J1824-1350 276.209088 -13.839167 1.396599 4e-11 6.07e-16 7e-20 551.00 7.0 19.400 0.0 * 0.0 0.08 0.0 * 0.0 439.94962888127264
1760 J1824-1423 276.239113 -14.384806 0.359394 6e-12 3.92e-16 1.9e-18 428.30 1.1 9.900 0.0 * 0.0 0.80 0.2 -1.23 0.31 439.94962888127264
1761 J1824-1500 276.05875 -15.009167 0.412230 6e-11 7.58e-16 1.1e-17 571.00 6.0 18.000 0.0 * 0.0 0.16 0.03 * 0.0 439.94962888127264
1762 J1824-1945 276.001898 -19.764366 0.189335 1.5e-11 5.23e-15 1.1e-19 224.38 0.06 1.300 0.0 71.00 6.0 7.80 0.4 -2.00 0.1 281.13272932575734
1763 J1824-2233 276.043 -22.553056 1.161743 3e-11 3.01e-16 3e-18 156.50 1.2 13.000 0.0 * 0.0 0.22 0.0 * 0.0 253.57069703891838
1764 J1824-2328 276.119333 -23.471389 1.505875 3e-11 1.74e-15 3e-18 185.00 3.0 18.000 0.0 * 0.0 0.32 0.0 * 0.0 223.92288933577814
1765 J1824-2452A 276.133366 -24.869676 0.003054 3e-16 1.62e-18 7e-24 119.89 0.0 0.972 0.003 40.00 0.0 2.00 0.4 * 0.0 189.50759496680624
1766 J1824-2452B 276.136708 -24.869778 0.006547 0.0 * 0.0 119.50 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1767 J1824-2452C 276.136708 -24.869778 0.004159 0.0 * 0.0 120.70 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1768 J1824-2452D 276.136708 -24.869778 0.079832 0.0 * 0.0 119.50 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1769 J1824-2452E 276.136708 -24.869778 0.005420 0.0 * 0.0 119.80 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1770 J1824-2452F 276.136708 -24.869778 0.002451 0.0 * 0.0 123.80 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1771 J1824-2452G 276.136708 -24.869778 0.005909 0.0 * 0.0 119.40 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1772 J1824-2452H 276.136708 -24.869778 0.004629 0.0 * 0.0 121.50 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1773 J1824-2452I 276.135542 -24.869056 0.003932 2e-12 0.00e+00 1.3e-17 119.00 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1774 J1824-2452J 276.136708 -24.869778 0.004039 0.0 * 0.0 119.20 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1775 J1824-2452K 276.136708 -24.869778 0.004461 0.0 * 0.0 119.80 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1776 J1824-2452L 276.136708 -24.869778 0.004100 0.0 * 0.0 119.00 0.0 * 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1777 J1824-2537 276.127446 -25.621944 0.223320 3e-12 4.40e-16 8e-20 158.50 0.2 5.800 0.0 * 0.0 * 0.0 * 0.0 189.50759496680624
1778 J1825+0004 276.313852 0.072139 0.778949 5e-12 8.76e-16 5e-20 56.62 0.009 10.300 0.0 8.00 2.0 0.40 0.1 -2.30 0.3 170.58663226178706
1779 J1825-0319 276.483138 -3.332658 0.004554 4e-15 6.80e-21 3e-22 119.50 0.4 0.149 0.0 * 0.0 0.20 0.06 * 0.0 229.13732787653146
1780 J1825-0935 276.377621 -9.589528 0.769006 1.2e-11 5.25e-14 1.2e-18 19.38 0.0009 9.800 0.0 36.00 3.0 10.20 2.0 -1.10 0.2 438.6087732565075
1781 J1825-1108 276.32625 -11.148333 1.925872 8e-10 1.90e-15 6e-19 121.00 19.0 42.100 0.0 * 0.0 0.13 0.0 * 0.0 449.48460221293584
1782 J1825-1446 276.262313 -14.781457 0.279187 5e-12 2.27e-14 4e-20 352.23 0.04 9.000 0.0 * 0.0 2.90 0.2 -0.48 0.08 439.94962888127264
1783 J1825-31 276.491667 -31.038889 2.382000 0.0 * 0.0 120.00 0.0 * 0.0 * 0.0 * 0.0 * 0.0 124.4016051865434
1784 J1825-33 276.508333 -33.35 1.271200 0.0002 * 0.0 43.20 2.0 * 0.0 * 0.0 * 0.0 * 0.0 115.46256768810915
1785 J1826-1131 276.522803 -11.528785 2.093136 1.4e-11 4.91e-15 1.4e-19 320.58 0.06 160.000 0.0 5.00 0.0 0.71 0.08 -1.40 0.5 514.8885599098132
1786 J1826-1256 276.535542 -12.9425 0.110224 4e-12 1.21e-13 1.3e-19 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 514.8885599098132
1787 J1826-1334 276.554896 -13.579667 0.101487 3e-13 7.53e-14 1e-20 231.00 1.0 5.900 0.0 * 0.0 4.70 0.2 * 0.0 439.94962888127264
1788 J1826-1419 276.676629 -14.322667 0.770620 7e-12 8.78e-15 2e-19 160.00 1.0 2.000 1.1 * 0.0 * 0.0 * 0.0 439.94962888127264
1789 J1826-1526 276.5525 -15.434167 0.382073 1.7e-11 1.08e-15 8e-18 530.00 4.0 13.400 0.0 * 0.0 0.46 0.09 -2.09 0.81 324.9340130680852
1790 J1827-0750 276.761396 -7.838667 0.270502 3e-12 1.54e-15 8e-19 381.00 9.0 9.000 0.0 * 0.0 2.90 0.6 -1.60 0.0 308.39679369598184
1791 J1827-0934 276.941183 -9.571222 0.512548 1.6e-11 7.23e-15 4e-18 259.20 0.5 19.500 0.0 * 0.0 0.29 0.06 * 0.0 438.6087732565075
1792 J1827-0958 276.772831 -9.978641 0.245757 1.9e-12 1.00e-15 1.1e-20 430.00 4.0 20.600 0.0 * 0.0 2.20 0.4 -2.56 0.28 438.6087732565075
1793 J1827-1446 276.8525 -14.774444 0.499187 3e-11 4.53e-14 8e-19 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 303.9272749467647
1794 J1828-0611 277.086313 -6.197639 0.269415 3e-12 1.46e-15 3e-19 363.20 0.5 8.400 0.0 * 0.0 1.50 0.3 -1.50 0.2 293.94534974017984
1795 J1828+0625 277.116792 6.416806 0.003630 0.0 * 0.0 22.40 0.0 * 0.0 * 0.0 * 0.0 * 0.0 123.06074956177825
1796 J1828-1007 277.126483 -10.119472 0.153197 1.5e-12 6.13e-16 1.2e-19 302.60 1.2 8.700 0.0 * 0.0 0.21 0.03 * 0.0 544.6853515712608
1797 J1828-1057 277.138375 -10.957222 0.246328 1.2e-11 2.07e-14 1.9e-18 249.00 2.0 9.900 0.0 * 0.0 0.33 0.04 * 0.0 544.6853515712608
1798 J1828-1101 277.078538 -11.030806 0.072052 3e-12 1.48e-14 1e-19 605.00 0.1 9.100 0.0 * 0.0 2.30 0.2 -0.60 0.3 514.8885599098132
1799 J1828-1336 277.178542 -13.6125 0.860332 7e-11 9.95e-16 1.5e-17 494.70 1.8 34.600 0.0 * 0.0 0.26 0.05 * 0.0 439.94962888127264
1800 J1828+1359 277.222242 13.993156 0.741640 8e-12 7.29e-16 2e-19 56.00 1.0 12.000 0.0 1.20 0.0 * 0.0 -0.90 1.4 98.03144456616234
1801 J1828-2119 277.089833 -21.332222 0.514523 1.4e-11 1.27e-15 1.4e-18 268.00 0.6 28.000 0.0 * 0.0 0.38 0.0 * 0.0 223.92288933577814
1802 J1829+0000 277.446417 0.002361 0.199147 8e-12 5.25e-16 8e-19 114.00 0.4 * 0.0 * 0.0 0.54 0.04 -2.14 0.88 181.0155093432937
1803 J1829-0734 277.272375 -7.572778 0.318401 1.8e-11 4.79e-15 9e-18 316.80 1.8 7.100 0.0 * 0.0 0.45 0.06 * 0.0 438.6087732565075
1804 J1829-1011 277.27525 -10.190278 0.829166 1.6e-10 -5.00e-18 3.9e-18 610.00 0.0 98.800 0.0 * 0.0 0.25 0.0 * 0.0 544.6853515712608
1805 J1829-1751 277.429738 -17.851083 0.307133 5e-12 5.55e-15 5e-20 217.11 0.009 13.500 0.0 78.00 5.0 11.00 2.2 -1.70 0.1 228.69037600160974
1806 J1829+2456 277.394445 24.938387 0.041010 4e-14 5.25e-20 1.5e-21 13.80 0.5 0.800 0.0 0.30 0.1 * 0.0 * 0.0 56.46492019844305
1807 J1830-0052 277.627917 -0.881667 0.345698 5e-11 2.37e-16 8e-18 220.40 0.9 9.300 0.0 * 0.0 0.04 0.0 * 0.0 190.69946663326414
1808 J1830-0131 277.581717 -1.530028 0.457536 1.1e-11 6.32e-15 1.1e-18 95.70 0.3 * 0.0 * 0.0 0.35 0.0 * 0.0 190.69946663326414
1809 J1830-10 277.525 -10.65 0.245260 3e-06 * 0.0 203.00 2.0 5.360 0.0 * 0.0 0.10 0.0 * 0.0 544.6853515712608
1810 J1830-1059 277.698196 -10.991091 0.405043 1.2e-11 6.00e-14 9e-20 159.70 0.01 2.000 0.0 2.10 0.0 1.50 0.1 -0.50 0.2 544.6853515712608
1811 J1830-1135 277.507167 -11.592222 6.221553 1.6e-09 4.77e-14 6e-17 257.00 6.0 62.200 0.0 * 0.0 1.10 0.2 -2.98 0.34 439.94962888127264
1812 J1830-1313 277.674917 -13.221167 0.747188 8e-11 1.71e-15 1.7e-17 537.00 3.0 38.000 0.0 * 0.0 0.26 0.0 * 0.0 439.94962888127264
1813 J1830-1414 277.501458 -14.243611 0.771493 6e-11 7.62e-17 1.1e-17 393.60 1.4 11.000 0.0 * 0.0 0.10 0.0 * 0.0 303.9272749467647
1814 J1831-0823 277.901392 -8.389972 0.612133 1.5e-11 3.09e-16 1.2e-18 245.90 1.7 11.900 0.0 * 0.0 1.00 0.2 -1.90 0.3 438.6087732565075
1815 J1831-0952 277.892933 -9.867139 0.067267 1.4e-12 8.32e-15 3e-20 247.00 5.0 7.400 0.0 * 0.0 0.35 0.04 * 0.0 544.6853515712608
1816 J1831-1223 277.803458 -12.391944 2.857941 6e-10 5.47e-15 3e-16 342.00 5.0 92.100 0.0 * 0.0 1.20 0.2 -1.90 0.3 439.94962888127264
1817 J1831-1329 277.983167 -13.498889 2.165679 3e-10 2.99e-15 6e-17 338.00 5.0 47.100 0.0 * 0.0 0.50 0.1 -3.31 0.37 303.9272749467647
1818 J1831-1423 277.87125 -14.396111 0.507945 1.3e-11 1.09e-15 1.1e-18 352.00 3.0 23.000 0.0 * 0.0 0.19 0.03 * 0.0 303.9272749467647
1819 J1832+0029 278.21125 0.490833 0.533917 6e-09 1.51e-15 2e-16 28.30 1.2 7.100 0.0 * 0.0 0.14 0.0 * 0.0 190.69946663326414
1820 J1832-0644 278.177792 -6.733833 0.744295 5e-11 3.71e-14 1.7e-17 578.00 7.0 27.300 0.0 * 0.0 0.70 0.1 1.00 0.5 388.4011793069684
1821 J1832-0827 278.15425 -8.451011 0.647293 3e-11 6.39e-14 3e-19 300.87 0.01 3.800 0.0 9.40 0.8 4.00 3.0 -0.80 0.1 544.6853515712608
1822 J1832-0836 278.11497 -8.615283 0.002719 8e-18 8.27e-21 8e-25 28.19 9e-05 0.058 0.0 * 0.0 1.10 0.02 * 0.0 544.6853515712608
1823 J1832-1021 278.170278 -10.359104 0.330354 5e-12 4.20e-15 5e-20 475.70 0.3 6.400 0.0 3.40 0.5 1.90 0.4 -2.93 0.22 452.3152974207734
1824 J1832-28 278.125 -28.716667 0.199300 3e-06 * 0.0 127.00 3.0 11.800 0.0 * 0.0 * 0.0 * 0.0 122.01786185362761
1825 J1833-0209 278.272546 -2.154556 0.291931 4e-12 2.75e-15 7e-19 325.40 0.0 17.400 0.0 * 0.0 0.06 0.0 * 0.0 217.66556308687413
1826 J1833-0338 278.424644 -3.651203 0.686704 4e-11 4.16e-14 3e-19 234.54 0.013 4.800 0.0 89.00 5.0 2.80 0.3 -2.80 0.1 293.94534974017984
1827 J1833-0556 278.412 -5.934722 1.521545 4e-10 1.28e-15 5e-17 461.00 13.0 69.000 0.0 * 0.0 0.20 0.03 * 0.0 388.4011793069684
1828 J1833-0559 278.281667 -5.990278 0.483459 5e-11 1.23e-14 3e-17 353.00 6.0 41.400 0.0 * 0.0 0.60 0.1 -1.44 0.69 388.4011793069684
1829 J1833-0827 278.417917 -8.458679 0.085284 5e-13 9.17e-15 3e-21 410.95 0.1 2.200 0.0 * 0.0 6.90 0.4 -1.50 0.1 544.6853515712608
1830 J1833-0831 278.434875 -8.518806 7.565408 5e-07 3.43e-12 3e-13 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 544.6853515712608
1831 J1833-1034 278.389875 -10.56875 0.061884 1.2e-13 2.02e-13 4e-21 169.50 0.1 2.500 0.0 * 0.0 0.07 0.0 * 0.0 452.3152974207734
1832 J1833-1055 278.493333 -10.925278 0.633640 3e-11 5.27e-16 4e-18 543.00 4.0 24.200 0.0 * 0.0 0.50 0.1 -2.15 0.53 452.3152974207734
1834 J1834-0010 278.5719 -0.181467 0.520954 1.1e-11 1.05e-17 1.4e-19 88.65 0.15 30.200 0.0 5.10 0.0 0.29 0.04 * 0.0 190.69946663326414
1835 J1834-0031 278.712888 -0.526194 0.329532 6e-12 4.49e-16 6e-19 155.10 0.6 * 0.0 * 0.0 0.17 0.0 * 0.0 217.66556308687413
1836 J1834-0426 278.606678 -4.437733 0.290108 7e-13 7.19e-17 6e-21 79.31 0.008 84.000 0.0 77.00 8.0 5.00 0.5 -1.30 0.1 293.94534974017984
1837 J1834-0602 278.658208 -6.043056 0.487914 3e-11 1.83e-15 1e-17 445.00 4.0 16.800 0.0 * 0.0 0.80 0.2 -1.98 0.41 388.4011793069684
1838 J1834-0633 278.621875 -6.550306 0.317315 7e-11 6.04e-16 4e-17 707.00 9.0 101.600 0.0 * 0.0 0.28 0.04 * 0.0 388.4011793069684
1839 J1834-0731 278.566667 -7.518611 0.512980 4e-11 5.82e-14 3e-17 294.00 0.9 37.600 0.0 * 0.0 1.30 0.1 -1.60 0.1 544.6853515712608
1840 J1834-0742 278.6305 -7.705722 0.788354 1.9e-11 3.25e-14 9e-19 552.00 18.0 18.000 0.0 * 0.0 0.35 0.04 * 0.0 544.6853515712608
1841 J1834-0812 278.624167 -8.2 0.491142 2e-10 9.96e-15 7e-17 1020.00 50.0 * 0.0 * 0.0 * 0.0 * 0.0 544.6853515712608
1842 J1834-0845 278.717158 -8.765561 2.482302 1e-07 7.96e-12 1.2e-13 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 544.6853515712608
1843 J1834-09 278.65 -9.25 0.512327 1e-06 * 0.0 529.00 7.0 64.500 0.0 * 0.0 0.17 0.0 * 0.0 452.3152974207734
1844 J1834+10 278.6125 10.733333 1.172719 3e-06 * 0.0 78.48 0.024 * 0.0 * 0.0 * 0.0 -2.20 0.7 104.43775477337356
1845 J1834-1202 278.596333 -12.040667 0.610259 1.2e-11 6.74e-18 3e-19 342.40 1.3 63.000 0.0 * 0.0 0.70 0.08 -0.79 0.55 303.9272749467647
1846 J1834-1710 278.722504 -17.180556 0.358306 6e-12 4.69e-17 1.2e-18 123.80 0.5 12.200 0.0 * 0.0 0.70 0.1 -2.20 0.4 175.80107080254038
1847 J1834-1855 278.691417 -18.933056 1.465656 7e-11 1.93e-15 9e-18 185.20 1.2 46.000 0.0 * 0.0 0.39 0.02 -2.50 0.64 147.7920866407797
1848 J1835-0114 278.841325 -1.242669 0.005116 1.2e-14 7.00e-21 4e-21 98.00 1.0 0.200 0.0 * 0.0 0.10 0.01 * 0.0 217.66556308687413
1849 J1835-0349 278.803942 -3.819417 0.841865 4e-11 3.06e-15 4e-18 269.60 0.7 15.000 0.0 * 0.0 0.16 0.0 * 0.0 293.94534974017984
1850 J1835-0522 278.783833 -5.368889 1.087749 8e-11 4.73e-16 4e-17 456.00 4.0 23.000 0.0 * 0.0 0.23 0.03 * 0.0 388.4011793069684
1851 J1835-0643 278.773174 -6.718433 0.305830 1.7e-11 4.05e-14 1.5e-19 467.90 0.4 34.300 0.0 * 0.0 2.30 0.2 -2.01 0.47 388.4011793069684
1852 J1835-0924 278.908417 -9.4075 0.859192 3e-10 2.14e-14 9e-17 471.00 7.0 41.600 0.0 * 0.0 0.55 0.03 -1.07 1.1 452.3152974207734
1853 J1835-09242 278.840925 -9.404417 0.235249 4e-12 1.18e-17 3e-20 500.00 0.0 27.100 0.0 * 0.0 * 0.0 * 0.0 452.3152974207734
1854 J1835-0928 278.842583 -9.467222 0.621734 3e-11 9.69e-16 2e-20 450.00 0.0 39.500 0.0 * 0.0 * 0.0 * 0.0 452.3152974207734
1855 J1835-0944 278.944417 -9.741389 0.145347 1.5e-11 4.39e-15 1.3e-17 276.20 0.1 6.000 0.0 * 0.0 0.60 0.1 -1.95 0.75 452.3152974207734
1856 J1835-0946 278.936917 -9.777222 0.379536 5e-11 4.32e-17 3.1e-17 193.30 0.5 4.000 0.0 * 0.0 0.18 0.0 * 0.0 452.3152974207734
1857 J1835-1020 278.98991 -10.334583 0.302450 1.5e-11 5.92e-15 1.9e-19 113.70 0.9 5.000 0.0 * 0.0 1.90 0.4 -1.22 0.17 452.3152974207734
1858 J1835-1106 278.826196 -11.104194 0.165907 2e-13 2.06e-14 8e-21 132.68 0.003 3.900 0.0 30.00 0.0 2.50 0.2 -2.10 0.2 308.6947616125963
1859 J1835-1548 278.959708 -15.810556 0.670486 9e-11 1.74e-15 1.4e-17 327.00 6.0 17.000 0.0 * 0.0 0.06 0.0 * 0.0 185.93197996743254
1860 J1835-3259A 278.933333 -32.990278 0.003889 0.0 * 0.0 63.35 0.0 * 0.0 * 0.0 * 0.0 * 0.0 100.11721998246368
1861 J1836-0436 279.215793 -4.610466 0.354237 6e-12 1.66e-15 4e-20 231.50 0.3 9.300 0.0 * 0.0 2.00 0.4 -1.40 0.2 388.4011793069684
1862 J1836-0517 279.105 -5.293056 0.457245 3e-11 1.30e-15 1.1e-18 564.00 5.0 13.000 0.0 * 0.0 0.15 0.03 * 0.0 388.4011793069684
1863 J1836-1008 279.224691 -10.135653 0.562711 3e-11 1.18e-14 1.6e-19 316.98 0.03 6.100 0.0 54.00 6.0 4.80 1.0 -2.98 0.14 452.3152974207734
1864 J1836-11 279.025 -11.283333 0.496193 1.1e-06 * 0.0 326.00 8.0 25.700 0.0 * 0.0 0.12 0.0 * 0.0 308.6947616125963
1865 J1836-1324 279.217863 -13.409333 0.178756 1.6e-12 1.04e-15 1e-18 157.33 0.1 2.400 0.0 * 0.0 0.10 0.0 * 0.0 224.07187329408538
1866 J1836-2354A 279.106022 -23.914553 0.003354 1e-16 2.32e-21 3e-24 89.11 0.002 * 0.0 * 0.0 0.20 0.0 * 0.0 121.57090997870588
1867 J1836-2354B 279.101463 -23.907972 0.003232 4e-15 -4.80e-22 6e-23 93.30 0.2 * 0.0 * 0.0 0.04 0.0 * 0.0 121.57090997870588
1868 J1836+5925 279.056975 59.425042 0.173264 1e-11 1.50e-15 1e-18 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 50.50556186615355
