# results from master table, 12/09/18
# spindxflag: 0 means catalog spindx available (or sne='*'), 1 means spindx calculated using s400 and s1400, 2 means spindx=-1.7
name rajd decjd p0 dm dms dmserr dist mjd bw spindx spindxflag temp w10 w50 on-pulse sne snm dsnm DOF_corr s350m ds s350e s400 s1400 numdet bm surv spindx_m dspindx_m p1 assoc bsurf prof_len nosearch
J1614-2230 243.6 -22.5 0.003151 34.92 34.49 0.0032561852253555072 0.215 56663 74.3 * 2 124.97 0.608 0.296 10.0 17.250642484210186 19.50178962248476 1.8555367269338048 0.5648711141766295 5.61530843589499 0.8825812870567202 7.38924430033 * 0.70 2 104834 catalog * * 9.62e-21 GRS:2FGL_J1614.5-2230[naa+12],OPT:[bk11] 1.76e+08 50 0
J1614-23 243.5 -23.2 0.0335 52.0 52.4 0.013522766216256928 0.148 56747 69.6 * 0 118.57000000000001 2.954 1.961 11.0 * 13.503115210445388 1.265802453186001 0.9003927096949796 1.924627203495551 0.3112908167348681 * * * 3 105821 catalog * * * * * 128 0
J1614-3937 243.6 -39.6 0.407292 152.4 151.7 0.10522200831525667 0.216 58175 68.3 -2.0 0 183.29999999999998 29.454 16.503 14.0 43.742658058856286 41.56239396109463 0.7462218957116564 0.9583993772101089 10.91258722601814 1.0951906953659658 15.7784645111 12.00 0.70 3 124519 catalog * * 1.59e-16 * 2.57e+11 200 0
J1615-2940 243.9 -29.6 2.477568 44.79 44.61 0.6400682574114244 0.169 56907 67.7 -0.8 0 134.3 57.999 23.628 4.0 28.53535303400136 66.98113678658186 1.9704442800800068 0.9599384615385166 5.5435838579083265 0.7612287435630204 3.44949286847 3.10 * 3 113806 catalog * * 1.58e-15 * 2.00e+12 200 0
J1622-3751 245.5 -37.8 0.731463 153.8 155.7 0.18897008993130873 0.022 57152 52.880469000000005 * 2 166.89999999999998 61.494 16.357 17.0 7.167366551841157 7.897756005118221 2.0847830958529103 0.9594431849547771 1.666443249203894 0.48266081822580065 2.11121265724 * 0.20 2 122634 catalog * * 2.57e-15 * 1.39e+12 200 0
J1623-0908 245.8 -9.14 1.276446 68.18 68.18 0.3297639325741142 0.203 58257 53.275586000000004 -1.8 0 108.14 27.677 14.287 4.0 63.31922881014748 84.13938078992236 1.3226344235100276 0.9597961897113699 6.540721074357834 1.0912361047003893 7.63021463992 6.00 0.60 2 87822 catalog * * 2.58e-15 * 1.84e+12 200 0
J1623-2631 245.9 -26.5 0.011076 62.86 62.85 0.004470989809291396 0.218 56776 73.4 -2.2 0 129.7 2.344 1.064 27.0 43.08917109807572 29.526142678128462 2.0299519433448365 0.6717158147965945 9.359489836645167 1.2813234360730903 20.122111094 15.00 1.60 3 109714 catalog -2.209525 0.249491 6.71e-19 GC:M4,XRS:[pkgw07] 2.76e+09 128 0
J1627+86 246.7 86.9 0.396 47.0 46.55 0.10230477223427331 0.008 55149 71.79707 * 0 61.150000000000006 11.72 6.0 6.0 * 14.5679449915338 1.5580146311539398 0.9583162073150585 0.6278096031307571 0.13667698844318396 * * * 1 110 catalog * * * * * 200 0
J1629+33 247.3 33.39 1.525 35.0 35.0 0.39397671125572425 0.002 56089 74.4 * 0 62.2 59.568 42.751 8.0 * 17.08270681269077 0.3785011910803924 0.9598521856039463 0.8540028289448213 0.15819250446462163 * * * 1 34168 gbncc * * * * * 200 0
J1629-3827 247.2 -38.4 0.52637 127.8 127.9 0.13598526000241018 0.256 57384 70.9 * 0 152.29999999999998 23.981 9.657 9.0 * 10.776239793657936 0.5466373889961895 0.9589918993560463 2.3981258904908715 0.2719371574231332 * * * 1 123333 htru_mlt * * * * * 200 0
J1629+43 247.2 43.98 0.181173 7.3 7.369 0.04680520833333333 0.058 55553 68.793164 * 0 57.58 15.175 4.17 17.0 * 25.97062369945114 1.5694468692914147 0.9531402632726016 1.9064354883236725 0.39252382652286916 * * * 1 23222 catalog * * * * * 200 0
J1632-1013 248.2 -10.2 0.717637 89.9 89.97 0.1853982066461798 0.243 58349 58.280469 * 2 114.10000000000001 34.257 14.09 10.0 7.106860277596546 11.21062325235867 0.5044641648700521 0.9594236771082701 1.6374974087148038 0.24765307768366202 1.58340949293 * 0.15 2 89741 catalog * * 6.60e-17 * 2.20e+11 200 0
J1635-2616 249.0 -26.2 0.510455 94.5 92.72 0.13187369320920703 0.299 56776 73.6 * 0 110.62 13.043 6.746 5.0 * 23.59824935523013 1.3158907848840655 0.9589345133151131 3.2724551269168165 0.4503684920558088 * * * 3 109659 catalog * * * * * 200 0
J1638-35 249.5 -35.2 0.705 115.0 115.1 0.18213349602313808 0.005 57123 46.980469 * 0 151.79999999999998 31.682 10.151 9.0 * 15.845045811851502 1.3992005694587504 0.9594049019754438 2.658366736608857 0.4157899021884735 * * * 1 119851 gbncc * * * * * 200 0
J1638-3815 249.6 -38.2 0.698261 238.0 240.2 0.18039250647746444 0.113 57155 73.4 -2.2 0 192.39999999999998 44.402 10.058 12.0 58.74570054959049 6.853370473801077 1.228397584037858 0.9593944983591207 1.3152837313936312 0.2658501561624145 15.3720002587 * 0.67 1 123045 catalog * * 7.70e-17 * 2.35e+11 200 0
J1641-2347 250.3 -23.7 1.091008 27.7 28.17 0.281856881176187 0.088 56752 70.6 * 2 131.60000000000002 68.978 46.927 13.0 109.30273283464167 19.88767943367924 1.4203731119507381 0.9597294130317614 2.4868104986833988 0.34674860499731136 20.0565202437 * 1.90 3 106554 catalog * * 4.11e-17 * 2.14e+11 200 0
J1643-10 250.79093499999993 -10.251919777777777 0.0628 76.0 75.8501 0.016228510431730535 0.186 58349 50.0 * 0 90.93668498810035 8.046 3.743 29.0 * 9.725738041413551 2.969224885430815 0.9599998207467647 2.3628159597879743 0.8026611795809743 * * * 1 89453 gbt350 * * * * * 200 0
J1644-33 251.0 -33.3 0.397 130.0 130.3 0.10256311761870329 0.01 56989 72.2 * 0 155.39999999999998 57.03 20.807 29.0 * 14.035291615786178 0.46188479446681113 0.9583238405747195 3.691955832690074 0.37406479185984115 * * * 1 117733 gbncc * * * * * 200 0
J1645-0317 251.2 -3.29 0.38769 35.76 35.71 0.10015792208966015 0.131 58054 69.3 -2.3 0 113.35000000000001 8.836 4.648 13.0 5765.0430453814615 997.7990028782409 38.590793670896836 0.9582506317794587 111.68322871788116 15.848933374013129 534.28628787 393.00 11.50 2 80337 catalog -0.734653 0.547431 1.78e-15 * 8.41e+11 200 0
J1647-3607 251.9 -36.1 0.212316 224.0 228.5 0.054850858640636296 0.338 57123 70.7 * 2 192.39999999999998 9.623 2.641 9.0 4.346120903585644 4.498444231041132 3.7168590523605114 0.9548361036164305 1.6027045183042183 1.3333686098671267 2.11121265724 * 0.20 1 120783 catalog * * 1.29e-16 * 1.67e+11 200 0
J1647+66 251.9 66.06 1.599 22.0 22.73 0.413094269703543 0.006 55202 76.0 * 0 68.75 54.601 23.113 7.0 * 55.68322290821977 2.4005292058857313 0.959864306376503 2.8534842403062304 0.4981284505663721 * * * 2 6532 catalog * * * * * 200 0
J1648-3256 252.0 -32.9 0.719455 128.2 128.5 0.18586787855507347 0.259 56989 72.3 -2.1 1 178.39999999999998 20.195 11.081 5.0 63.67670345619421 27.87818975503096 0.7927916508666374 0.9594263023365764 4.679974093151994 0.523365862881746 14.753023191124367 11.00 0.70 4 117589 catalog * * 3.53e-15 * 1.61e+12 200 0
J1649+2533 252.4 25.55 1.015257 34.46 34.35 0.2622869599602314 0.038 56480 74.1 -1.1 0 94.58 45.772 27.559 9.0 84.73737502055553 43.58152940427629 2.086398373462721 0.9596918770461416 2.716676899301875 0.46074619505424375 8.57082961176 7.40 * 1 43174 catalog * * 5.59e-16 * 7.63e+11 200 0
J1649+80 252.4 80.74 0.00202 31.0 31.09 0.002087430706194263 0.009 55166 75.0 * 0 60.71 0.318 0.158 8.0 * 15.932616254959497 1.1300335716750347 0.4131377046767288 1.6419030981931806 0.3326106990834204 * * * 1 987 catalog * * * * * 50 0
J1652-2404 253.2 -24.0 1.703739 68.41 68.41 0.44015310692335496 0.277 56754 72.1 -1.7 0 158.89999999999998 58.714 39.318 7.0 43.732355773184096 83.12121618103714 0.874534889135983 0.9598789944878389 14.942635436029992 1.6642162792041337 11.5444736606 9.20 1.60 4 107109 catalog * * 3.16e-15 * 2.35e+12 200 1
J1652+2651 253.0 26.86 0.915803 40.8 40.8 0.23659347809713185 0.126 56459 74.9 -1.0 0 94.58 48.472 27.429 10.0 109.14605001367862 176.1900049539843 3.329268052984504 0.9596288531713909 12.8478750100429 2.0945904193404465 12.9142857143 11.30 * 3 41810 catalog -1.105734 0.241580 6.54e-16 * 7.83e+11 200 0
J1654-2636 253.6 -26.6 1.62373 129.2 103.339821 0.238186 0.233 56783 73.6 * 0 120.15 150.124 25.72 26.0 * 14.973678418132325 2.5400003554545347 0.959868015123559 4.206111626449479 0.8491816817326143 * * * 1 110303 htru_mlt * * * * * 200 0
J1654-2713 253.5 -27.2 0.791822 92.31 93.34 0.20456355899011808 0.271 56783 73.7 -2.7 1 152.6 46.197 23.116 12.0 39.83444025735484 14.581361730272778 1.7024340673626464 0.9595174213155622 3.333226233745263 0.5262514865820589 12.931781499119719 9.00 0.30 4 110680 catalog * * 1.68e-16 * 3.69e+11 200 0
J1655-3048 253.8 -30.8 0.542936 154.3 154.1 0.1402650096408773 0.212 56932 73.4 * 2 178.39999999999998 109.675 19.788 44.0 35.87743577144052 22.800082343375507 1.8596152012891964 0.959046689349692 10.693456616675148 1.336926623897342 23.2233392296 * 2.20 3 115094 catalog * * 3.66e-17 * 1.43e+11 200 0
J1700-3312 255.2 -33.2 1.358307 166.9 167.2 0.35091234408893707 0.139 56989 66.595117 -1.8 0 229.39999999999998 75.838 49.223 12.0 77.67076127510538 22.46830672243414 2.08152255998385 0.9598178261732864 5.342253401643855 0.707844618186779 26.7057512397 21.00 1.60 1 117534 catalog -1.388861 0.311454 4.71e-15 * 2.56e+12 200 0
J1700-3611 255.2 -36.1 1.494091 232.7 233.9 0.38599151376837787 0.159 57129 68.395117 -2.2 0 257.79999999999995 56.987 34.631 7.0 61.95677754366853 14.036411656865386 2.320519460194488 0.9598466182865604 3.213012895244821 0.6087816056861942 18.6108482217 * 0.80 1 120728 catalog * * 4.32e-15 * 2.57e+12 200 0
J1701-3130 255.4 -31.5 0.291341 130.7 131.4 0.0752666026452157 0.142 56933 71.8 * 0 214.79999999999998 28.752 20.095 20.0 * 10.41300292607846 2.681039564222147 0.957074322564007 3.193360312158763 0.8694466799147527 * * * 1 115560 catalog * * 5.60e-17 * 1.29e+11 200 0
J1703-3241 255.8 -32.6 1.211785 110.3 110.3 0.31305906167148706 0.258 56962 70.6 -3.1 0 229.39999999999998 64.976 50.004 10.0 112.5037200456346 169.70358463788776 1.4838155633761394 0.9597761344807104 54.86981455531429 4.96693062607754 48.4088776748 32.00 8.70 3 116780 catalog -1.481596 0.451294 6.60e-16 * 9.05e+11 200 0
J1705-3423 256.4 -34.3 0.255426 146.3 146.4 0.06598812816341286 0.11 57123 71.5 -1.6 0 257.79999999999995 57.762 25.973 45.0 50.91492633184914 25.217203357746232 6.533043720860708 0.9562938953257694 14.487039226168367 3.938622548188983 38.3838743535 31.00 5.30 2 118987 catalog -1.104287 0.384613 1.08e-15 * 5.31e+11 200 0
J1706+59 256.7 59.16 1.476687 31.0 30.75 0.3814952706977585 0.475 55284 75.8 * 2 89.52 56.111 20.41 8.0 21.431568275157836 96.57216143156685 2.169048616354006 0.9598433387774848 27.287972868969938 4.762980342103228 10.0386727483 8.00 * 2 10980 catalog * * * * * 200 0
J1708-3426 257.2 -34.4 0.692113 190.7 188.7 0.1788041990539889 0.2 57127 73.0 -2.6 0 311.59999999999997 129.837 88.71 37.0 51.95781770522655 16.223002416548145 6.917737115946697 0.959384758552085 12.35133877262352 5.352748914404048 50.9426535199 36.00 2.00 2 118843 catalog -1.935185 0.492562 4.20e-15 * 1.73e+12 200 0
J1710-2616 257.5 -26.2 0.954158 111.0 110.0 0.24650231531694378 0.126 56776 73.4 * 2 190.79999999999998 95.596 46.543 20.0 27.11781178637023 20.138749729661104 3.2462389641935308 0.959655346378995 5.166793824689705 0.9594654386413959 9.50045695756 * 0.90 2 109494 catalog * * 2.00e-17 * 1.40e+11 200 0
J1710+49 257.6 49.33 0.00322 7.1 7.083 0.0033274885514581825 0.0 55416 75.0 * 0 64.28 0.736 0.266 11.0 * 9.660038341782197 1.6903248305770298 0.5724046510490234 1.2952609845223504 0.3232360742478005 * * * 1 18355 catalog * * * * * 50 0
J1712-2715 258.0 -27.2 0.25536 92.64 91.78 0.06597107736804048 0.086 56783 73.6 * 0 204.5 63.493 38.414 49.0 * 21.640496256716965 0.4315228134301649 0.9562921745891051 9.637086526839909 0.8718826472639798 * * * 2 110714 catalog * * 1.28e-15 * 5.78e+11 200 0
J1720-0212 260.2 -2.2 0.477715 66.98 66.92 0.12341546532296938 0.216 57655 69.3 -2.2 0 131.5 84.727 66.36 35.0 68.43115494507781 93.41276926355272 1.6594719964543432 0.9587992454539207 27.43535393394982 3.3063767822097003 29.5124296045 22.00 1.00 2 79185 catalog * * 8.28e-17 * 2.01e+11 200 0
J1720-2446 260.0 -24.7 0.874265 103.0 104.3 0.22586232751867916 0.221 56755 73.4 * 0 204.5 55.964 31.035 13.0 * 13.340973091158682 3.6386800832456885 0.9595964175648674 3.743058721850376 1.07563108721886 * * * 3 107842 catalog * * 5.93e-16 * 7.29e+11 200 0
J1720-2933 260.1 -29.5 0.620448 42.64 42.77 0.16028987707881415 0.322 56908 72.1 -2.3 0 298.0 42.733 31.192 13.0 51.98441797278264 73.35057720549476 2.1296966214577076 0.9592506337506295 47.47889654465067 4.090597988353699 43.5042270021 32.00 2.20 4 113387 catalog * * 7.46e-16 * 6.88e+11 200 0
J1721-2457 260.2 -24.9 0.003497 47.76 48.23 0.003613735237406604 0.19 56755 73.4 -1.5 0 204.5 0.924 0.58 13.0 5.9821952933853275 8.156979433575128 5.947344035729301 0.6009153432041721 4.681668864641908 3.4404543045605265 4.64 * 0.58 1 107842 catalog * * 5.54e-21 * 1.41e+08 50 0
J1721+35 260.4 35.4 0.8219 22.0 22.1 0.21233407146300307 0.133 56072 32.110156 * 0 82.66 51.042 20.979 15.0 * 8.115958141183528 1.6410680071819717 0.9595488235952073 0.940317358856928 0.291756564361633 * * * 1 31830 catalog * * * * * 200 0
J1722-3207 260.5 -32.1 0.477158 126.0 126.0 0.12327156694384186 0.208 56958 71.4 -2.0 0 373.4 39.542 19.503 17.0 102.4664445764879 80.01700664561423 0.9139697683522977 0.9587967172909164 49.09985217922748 3.8409317126879627 79.779929544 61.00 5.40 3 116204 catalog -1.820918 0.124604 6.46e-16 * 5.62e+11 200 0
J1722-3712 260.7 -37.2 0.236173 99.49 99.56 0.06101420447698239 0.156 57170 73.4 -2.2 0 494.9 15.453 6.655 13.0 43.82333663092757 51.54593252552941 5.017377568206505 0.9557339342877657 40.688442885174446 4.9521006469958095 33.5368518233 25.00 3.80 3 121982 catalog * * 1.09e-14 * 1.62e+12 200 0
J1725-0732 261.3 -7.54 0.239919 58.91 58.72 0.061981966287057114 0.183 58255 69.3 * 2 140.4 21.598 10.419 18.0 4.071476206151709 14.60326418324837 4.085321006001374 0.9558527481531551 2.8808384283690835 0.8704332334760326 1.16116696148 * 0.11 2 85806 catalog * * 4.30e-16 * 3.25e+11 200 0
J1727-2739 261.8 -27.6 1.2931 147.0 146.0 0.3340664166064112 0.376 56783 73.3 -2.0 0 298.0 49.852 35.431 8.0 33.8437799447661 8.745041408185417 1.0840400104725538 0.9598009042808723 5.746099237076353 0.8605064590499812 28.7508907033 * 1.70 2 110892 catalog -1.072482 0.452164 1.10e-15 * 1.21e+12 200 0
J1728-0007 262.1 -0.12 0.386004 41.09 41.09 0.0997223517715112 0.416 57999 68.3 -2.3 0 122.14 28.327 11.299 15.0 23.503828547215132 21.73121934237153 6.7603354875351505 0.9582368435550448 9.238664716020798 3.1085032611199757 14.954578032 11.00 * 5 75703 catalog * * 1.12e-15 * 6.66e+11 200 1
J1729-2117 262.2 -21.2 0.066293 34.49 34.22 0.01712649057001687 0.214 56588 73.6 * 2 195.0 2.751 1.283 9.0 7.264377650382801 11.304727957686481 2.979496218582294 0.9198993082976681 2.264954658011409 0.6361576750684514 2.11121265724 * 0.20 2 103750 catalog * * 1.72e-19 * 3.42e+09 200 0
J1730-2304 262.5 -23.0 0.008123 9.62 9.624 0.00839415823089901 0.176 56750 72.4 -1.6 0 210.6 1.582 0.588 10.0 81.5152892131804 49.29037246097151 1.3373228348551573 0.8336137423506809 23.922880937784246 2.3201042762339728 53.2421482968 43.00 3.00 2 105957 catalog -2.135796 0.219323 2.02e-20 XRS:[pb15] 4.10e+08 50 0
J1733-01 263.4 -1.62 0.302 61.9 61.98 0.0780203060978549 0.004 57535 60.2 * 0 111.36 16.209 9.599 11.0 * 8.167339532699238 3.0211565372722897 0.9572574168359663 0.9798263887409927 0.38298137092429446 * * * 1 78143 gbncc * * * * * 200 0
J1733-2228 263.3 -22.4 0.871683 41.14 41.14 0.22519527973608094 0.124 56750 73.0 -1.9 0 210.6 79.688 14.839 25.0 73.55369970780309 77.19781361179169 0.6821541119682646 0.9595942572944984 25.1281240839539 2.2226060446793183 32.2199385599 25.00 4.00 3 105203 catalog * * 4.27e-17 * 1.95e+11 200 0
J1734-0212 263.6 -2.21 0.839394 65.05 64.86 0.2168535656182212 0.134 57542 59.099999999999994 * 2 134.3 40.211 27.878 9.0 39.35520720839312 21.660659111683902 2.867460474881296 0.9595656520256687 2.695235608982787 0.49695488329119547 7.15255433317 5.70 * 2 78753 catalog * * 4.21e-16 * 6.02e+11 200 0
J1734-2415 263.6 -24.2 0.612524 126.3 117.157091 1.124892 0.157 56755 72.6 * 2 235.0 48.905 16.834 16.0 7.473875812098472 4.847216893471649 1.2237250803833108 0.9592330544052218 1.4967904704691641 0.3989679461309526 3.06125835299 * 0.29 1 107410 catalog * * 1.05e-15 * 8.12e+11 200 0
J1735-0243 263.9 -2.73 0.782887 55.4 54.89 0.20225524298023617 0.193 57656 73.295117 * 0 142.10000000000002 106.456 12.607 30.0 * 12.419023904043756 1.8665807028078802 0.959507436038875 3.3187484189627803 0.6183822218984969 * * * 3 79363 catalog * * 6.32e-16 * 7.12e+11 200 0
J1735-0724 263.7 -7.41 0.419335 73.51 73.42 0.10833326177994697 0.244 58255 69.3 -1.8 0 163.79999999999998 15.159 5.654 8.0 87.39398264441728 100.48523542932763 1.4418693685739543 0.9584812520385825 18.78498928503284 2.032745950109403 22.8906439198 18.00 2.30 2 85518 catalog * * 1.21e-15 * 7.22e+11 200 0
J1736-2457 264.1 -24.9 2.642223 170.0 169.4 0.6826061166847432 0.217 56755 72.1 -3.2 0 276.1 170.259 109.491 13.0 147.0656147664389 12.142819042046135 2.945352674455907 0.9599452121495247 4.752806152906576 1.217876353117005 74.981419503 * 0.84 1 108020 catalog * * 3.43e-15 * 3.05e+12 200 0
J1738-2330 264.5 -23.5 1.978847 99.3 96.636181 1.333058 0.401 56750 70.5 -3.6 1 250.4 61.26 39.116 27.0 109.37281020840898 4.878902581631542 4.161745750662356 0.9599076542700596 6.718074632674954 5.757048098327416 174.900345371 * 1.05 1 106279 catalog * * 8.559e-15 * 4.16e+12 200 0
J1738-3211 264.7 -32.1 0.768499 49.59 50.09 0.1985381695890576 0.106 56962 72.6 -0.9 0 669.3000000000001 44.629 26.271 11.0 3.7845904607003447 11.21017149349452 8.26202478982069 0.9594906682919572 16.474415578954442 12.20177892886079 3.27032376383 2.90 2.40 1 116615 catalog -1.353267 0.266327 7.95e-16 * 7.91e+11 200 0
J1739-2903 264.8 -29.0 0.322882 138.5 138.4 0.0834150744155218 0.13 56902 69.79707 -1.3 0 951.0 40.02 17.893 25.0 13.335295094328652 7.625443831491954 5.032120527337989 0.9575682603423628 12.845450946840074 8.529057797261345 27.2828981972 * 4.50 1 113044 catalog -1.002396 0.101835 7.88e-15 * 1.61e+12 200 0
J1740+27 265.2 27.31 1.058 35.5 35.68 0.2733294167269221 0.115 56297 74.3 * 0 69.65 36.808 18.249 7.0 * 29.461187471301102 6.667888869494378 0.9597139820995162 1.706398132109227 0.4809270569579759 * * * 1 41213 lofar * * * * * 200 0
J1740-3015 265.1 -30.2 0.606887 151.9 152.1 0.15678645532055915 0.291 56909 72.7 -1.1 0 1370.7 74.885 20.227 26.0 5.843764734580642 7.520126955089577 0.6505999956506447 0.9592201556140164 30.488982464737965 3.3940519802507354 28.5302888257 24.60 8.90 1 114264 catalog -1.065364 0.061319 4.66e-13 * 1.70e+13 200 0
J1741-0840 265.3 -8.67 2.043082 74.9 74.7 0.5278208047119788 0.299 58348 58.280469 -2.5 0 182.6 116.816 78.154 12.0 82.36003131395522 69.27368322946361 17.730622572818298 0.9599128305275996 24.76865256847729 6.891843262004777 40.4928053053 29.00 1.40 2 87204 catalog * * 2.27e-15 * 2.18e+12 200 0
J1741-21 265.2 -21.8 2.565 151.0 150.7 0.6626559110629067 0.01 56591 73.3 * 0 206.7 181.789 81.501 14.0 * 9.116562998869615 4.630504489288746 0.9599421973939133 2.1175254955264893 1.0909041843581655 * * * 1 104305 gbncc * * * * * 200 0
J1741-2733 265.2 -27.5 0.892959 149.2 147.4 0.23069183613521324 0.084 56783 73.1 -2.2 0 445.5 90.925 60.02 20.0 49.49141378290905 27.211781075049565 2.16315898349111 0.9596115388779313 16.66372643579824 1.806902827727489 38.0018278303 * 1.80 2 111070 catalog * * 1.48e-16 * 3.67e+11 200 0
J1741+2758 265.4 27.96 1.360738 29.14 28.92 0.35154038171848634 0.18 56297 74.4 -1.1 0 92.65 48.341 30.196 7.0 31.845250067288244 41.328485216906195 3.670850035149158 0.9598184133733328 2.7572328722592774 0.5237664020661124 3.47466065342 3.00 * 4 40226 catalog -2.044589 0.683736 1.84e-15 * 1.60e+12 200 0
J1741-3927 265.3 -39.4 0.512211 158.5 158.2 0.13232734770426607 0.265 57538 62.8 -1.6 0 216.6 47.713 18.459 19.0 69.32944519114083 59.19477753757419 1.105064830597112 0.9589410909293997 27.59490044200212 2.7097537603241424 43.3366323346 35.00 5.50 3 124223 catalog -1.339831 0.270445 1.93e-15 * 1.01e+12 200 0
J1742-0203 265.4 -2.14 0.132 81.8 81.89 0.03410159074475777 0.003 57542 58.5 * 0 128.60000000000002 10.383 4.762 17.0 * 9.814925330513027 3.612281461136108 0.947940476843824 1.7489805804098093 0.6758415788101297 * * * 1 78842 gbncc * * * * * 200 0
J1742-3957 265.5 -39.9 1.016349 186.0 220.061120 7.906094 0.301 57538 62.5 * 2 216.6 125.472 60.796 24.0 1.7794733378750653 7.845861428966922 0.7546465262154228 0.9596924744090545 4.859450618221626 0.6615882442842839 1.47784886007 * 0.14 1 124600 catalog * * 8.16e-17 * 2.91e+11 200 0
J1743-0339 265.7 -3.65 0.444645 30.26 30.11 0.11487198345986985 0.357 58054 69.3 -1.1 0 160.5 20.494 11.568 9.0 7.954798172820142 18.37185009531249 3.539654661144666 0.9586334811133329 5.896859805983082 1.3009029226662558 3.5904826752 3.10 0.50 2 80439 catalog * * 1.56e-15 * 8.42e+11 200 0
J1743-3150 265.9 -31.8 2.414576 193.0 192.2 0.6237945649554109 0.31 56962 72.8 -0.9 0 1014.2 303.782 113.472 25.0 1.9376115931942506 14.449078298991143 2.6204527196160625 0.9599355319774325 45.77634143533679 8.904728740079037 7.44280580734 6.60 2.10 3 116094 catalog -2.317615 0.018538 1.21e-13 * 1.73e+13 200 0
J1744-2335 266.2 -23.5 1.683507 96.66 96.47 0.4349262631055676 0.258 56746 73.8 -3.4 1 342.09999999999997 51.818 25.118 6.0 53.05026031288713 30.659934693357048 22.068376436929814 0.9598763559400253 11.514741288955406 8.347361859022168 25.52296007496667 16.00 0.20 1 106135 catalog * * 8.33e-16 * 1.20e+12 200 0
J1745-0129 266.2 -1.48 1.045407 90.1 89.3 0.2700760733007953 0.124 57535 42.357032 * 0 151.6 50.287 15.381 10.0 * 10.459565113741911 5.042644701664149 0.9597077322320743 1.8475093779149578 0.9299407301287824 * * * 1 78088 catalog * * 6.31e-16 * 8.22e+11 200 0
