num name ra dec p0 p1 dm
1 J2000+29 300.06614999999994 29.351976722222222 3.0736999999999997 * 136.5
1 J1924+1631 291.2316666666666 16.53461111111111 2.9351599999999998 * 565.3
1 J1950+30 297.69999999999993 30.011694444444444 2.78869 * 247.8
1 J1941+25 295.33168624999996 25.411774583333333 2.30614 * 310.9
1 J0627+16 96.80458333333333 16.208916944444443 2.18049 * 125.0
1 J1856+09 284.1457145833333 9.187837861111111 2.17071 * 192.8
1 J1919+17 289.8671533333333 17.89916277777778 2.0809 * 148.4
1 J1852+00 283.17901125 0.00036469444444444445 1.92066 * 590.4
1 J1932+1459 293.18316166666665 14.983776833333332 1.8642999999999998 * 82.8
1 J1931+14 292.9102420833333 14.6487645 1.77923 * 239.3
1 J1905+10 286.3588425 10.555989277777778 1.7268800000000002 * 165.7
1 J1952+30 298.0751354166666 30.378412055555557 1.6656 * 184.9
1 J1855+03 283.92094541666665 3.1186510277777777 1.6334600000000001 * 625.6
1 J2010+31 302.69166666666666 31.775277777777777 1.5514700000000001 * 251.0
1 J1906+0725 286.5653 7.4176 1.53651 * 480.4
1 J1907+09 286.7620870833333 9.013312944444445 1.5268 * 189.9
1 J1859+03 284.7853195833333 3.787410361111111 1.51171 * 555.1
1 J1851+0242 282.84232125 2.7101637222222226 1.49704 * 534.1
1 J2010+32 302.6170833333333 32.60572222222223 1.4422300000000001 * 438.1
1 J2009+33 302.4129166666666 33.432694444444444 1.4383599999999999 * 367.4
1 J1936+20 294.10841666666664 20.701305555555553 1.3908800000000001 * 205.1
1 J1953+27 298.2845833333333 27.55513888888889 1.33384 * 310.9
1 J1853+04 283.4191783333333 4.481481805555556 1.32065 * 560.4
1 J1949+23 297.29291666666666 23.091749999999998 1.3195299999999999 * 196.1
1 J1924+19 291.0815129166666 19.291243166666668 1.2778900000000002 * 301.9
1 J1843+01 280.83305833333327 1.3089779722222223 1.26702 * 279.2
1 J1913+0656 288.39416666666665 6.937694444444444 1.2571700000000001 * 146.5
1 J0628+09 97.13874999999999 9.22963888888889 1.24142 * 88.0
1 J1909+12 287.49041916666664 12.082014388888888 1.2293399999999999 * 292.5
1 J1914+14 288.7344033333333 14.470434916666667 1.15948 * 205.9
1 J1903+04 285.8833908333333 4.251433944444444 1.1513900000000001 * 473.5
1 J1958+30 299.52030124999993 30.573401666666665 1.09853 * 218.6
1 J1952+25 298.0950883333333 25.20526036111111 1.0776700000000001 * 245.4
1 J1955+29 298.7996483333333 29.506799166666667 1.07377 * 206.0
1 J1953+28 298.3536966666666 28.32322497222222 1.01099 * 194.0
1 J1928+14 292.0378520833333 14.741256 1.01094 * 104.2
1 J1911+1301 287.84337 13.01727988888889 1.01043 * 376.0
1 J2003+29 300.75487666666663 29.28023758333333 1.00987 * 208.7
1 J0608+16 92.20780541666666 16.582576194444446 0.9457000000000001 * 84.0
1 J1853+0029 283.3532741666666 0.49072869444444445 0.93832 * 230.0
1 J1921+16 290.26462999999995 16.508371583333332 0.93643 * 204.7
1 J1948+28 297.1567345833333 28.323247194444445 0.9327799999999999 * 305.0
1 J2011+33 302.8533333333333 33.43711111111111 0.9316599999999999 * 310.9
1 J1954+25 298.60646666666656 25.503920555555556 0.93128 * 183.8
1 J1913+1103 288.4136474999999 11.056218555555557 0.92391 * 628.9
1 J1901+02 285.38735458333326 2.593438888888889 0.88524 * 403.0
1 J1914+06 288.5029166666667 6.419139111111112 0.87886 * 206.7
1 J1901+0459 285.34302541666665 4.999325583333333 0.87706 * 1103.6
1 J1858+0319 284.66466708333326 3.3171921666666666 0.86738 * 289.8
1 J1929+14 292.3028808333333 13.998462277777778 0.8669199999999999 * 157.5
1 J1918+1310 289.6838720833333 13.171235305555555 0.8567400000000001 * 247.4
1 J1935+18 293.93398124999993 18.495262 0.8435199999999999 * 349.9
1 J1903+06 285.9696520833333 6.902588055555556 0.79115 * 338.3
1 J1857+02 284.3046241666666 2.996231888888889 0.77275 * 681.4
1 J1854+00 283.68165624999995 0.8526390833333333 0.7673300000000001 * 532.9
1 J1924+17 291.1033604166666 17.22056197222222 0.7584299999999999 * 527.4
1 J1938+2010 294.41499999999996 20.187305555555557 0.6869700000000001 * 310.9
1 J2005+26 301.25787499999996 26.923236805555558 0.66585 * 158.5
1 J1910+04 287.54450374999993 4.619493611111111 0.6646799999999999 * 297.3
1 J1913+05 288.3398754166666 5.421883027777778 0.662 * 330.1
1 J1901+0510 285.4500579166666 5.1721010000000005 0.65715 * 417.9
1 J1854+0320 283.52180958333327 3.3451335 0.62854 * 479.5
1 J1907+02 286.79502541666665 2.9382953333333335 0.6187699999999999 * 250.4
1 J2005+35 301.32874999999996 35.805138888888884 0.6150599999999999 * 353.3
1 J2007+31 301.81666666666666 31.342222222222222 0.6081799999999999 * 204.9
1 J1853+03 283.3021866666666 2.9999305555555558 0.58553 * 290.2
1 J1919+13 289.9225 13.251055555555556 0.5714400000000001 * 622.0
1 J2010+28 302.5641666666666 28.751916666666666 0.56535 * 105.0
1 J1921+09 290.4571020833333 9.361727638888889 0.56229 * 134.2
1 J1922+11 290.70385208333335 11.563121472222223 0.5620700000000001 * 331.3
1 J1940+23 295.1508333333333 23.62125 0.5468500000000001 * 268.5
1 J1910+07 287.55058041666666 7.197167833333333 0.53869 * 256.5
1 J1910+1027 287.67176291666664 10.459503055555555 0.53147 * 705.7
1 J1855+06 283.85317375 6.448094277777778 0.5288200000000001 * 252.7
1 J1948+23 297.2991666666666 23.21361111111111 0.52835 * 226.1
1 J0540+3207 85.15572374999999 32.127384194444446 0.52403 * 61.9
